source,bin_id,threshold,TP,FP,FN,size_A,size_B,TPR,FPR
MAP3K6,9,0.0005,0,1398,1,1398,1,0.0,1.0
MAP3K6,10,0.0001,0,1398,0,1398,0,0.0,1.0
CX3CL1,1,0.5,785,2616,2524,3401,3309,0.23723179208220005,0.7691855336665686
CX3CL1,2,0.2,206,3195,644,3401,850,0.24235294117647058,0.9394295795354307
CX3CL1,3,0.1,81,3320,260,3401,341,0.2375366568914956,0.9761834754483976
CX3CL1,4,0.05,38,3363,117,3401,155,0.24516129032258063,0.9888268156424581
CX3CL1,5,0.02,14,3387,38,3401,52,0.2692307692307692,0.9958835636577478
CX3CL1,6,0.01,6,3395,13,3401,19,0.3157894736842105,0.9982358129961776
CX3CL1,7,0.005,4,3397,4,3401,8,0.5,0.9988238753307851
CX3CL1,8,0.001,1,3400,0,3401,1,1.0,0.9997059688326962
CX3CL1,9,0.0005,1,3400,0,3401,1,1.0,0.9997059688326962
CX3CL1,10,0.0001,0,3401,0,3401,0,0.0,1.0
ZNF581,1,0.5,174,436,3067,610,3241,0.05368713360074051,0.7147540983606557
ZNF581,2,0.2,38,572,788,610,826,0.04600484261501211,0.9377049180327869
ZNF581,3,0.1,15,595,301,610,316,0.04746835443037975,0.9754098360655737
ZNF581,4,0.05,6,604,106,610,112,0.05357142857142857,0.9901639344262295
ZNF581,5,0.02,1,609,31,610,32,0.03125,0.9983606557377049
ZNF581,6,0.01,0,610,13,610,13,0.0,1.0
ZNF581,7,0.005,0,610,4,610,4,0.0,1.0
ZNF581,8,0.001,0,610,1,610,1,0.0,1.0
ZNF581,9,0.0005,0,610,1,610,1,0.0,1.0
ZNF581,10,0.0001,0,610,0,610,0,0.0,1.0
PLXNB1,1,0.5,751,2308,2568,3059,3319,0.22627297378728534,0.7544949329846355
PLXNB1,2,0.2,191,2868,682,3059,873,0.21878579610538373,0.9375612945406996
PLXNB1,3,0.1,72,2987,260,3059,332,0.21686746987951808,0.9764628963713632
PLXNB1,4,0.05,37,3022,102,3059,139,0.26618705035971224,0.9879045439686172
PLXNB1,5,0.02,13,3046,35,3059,48,0.2708333333333333,0.9957502451781628
PLXNB1,6,0.01,8,3051,13,3059,21,0.38095238095238093,0.9973847662634848
PLXNB1,7,0.005,2,3057,8,3059,10,0.2,0.9993461915658712
PLXNB1,8,0.001,0,3059,0,3059,0,0.0,1.0
PLXNB1,9,0.0005,0,3059,0,3059,0,0.0,1.0
PLXNB1,10,0.0001,0,3059,0,3059,0,0.0,1.0
RAB5B,1,0.5,556,1556,2811,2112,3367,0.16513216513216514,0.7367424242424242
RAB5B,2,0.2,147,1965,739,2112,886,0.16591422121896163,0.9303977272727273
RAB5B,3,0.1,57,2055,273,2112,330,0.17272727272727273,0.9730113636363636
RAB5B,4,0.05,25,2087,123,2112,148,0.16891891891891891,0.9881628787878788
RAB5B,5,0.02,10,2102,50,2112,60,0.16666666666666666,0.9952651515151515
RAB5B,6,0.01,5,2107,23,2112,28,0.17857142857142858,0.9976325757575758
RAB5B,7,0.005,2,2110,14,2112,16,0.125,0.9990530303030303
RAB5B,8,0.001,0,2112,2,2112,2,0.0,1.0
RAB5B,9,0.0005,0,2112,1,2112,1,0.0,1.0
RAB5B,10,0.0001,0,2112,0,2112,0,0.0,1.0
PA2G4,1,0.5,1880,3303,1655,5183,3535,0.5318246110325319,0.6372757090488135
PA2G4,2,0.2,639,4544,391,5183,1030,0.6203883495145631,0.8767123287671232
PA2G4,3,0.1,291,4892,174,5183,465,0.6258064516129033,0.9438549102836196
PA2G4,4,0.05,142,5041,89,5183,231,0.6147186147186147,0.9726027397260274
PA2G4,5,0.02,53,5130,43,5183,96,0.5520833333333334,0.9897742620104186
PA2G4,6,0.01,18,5165,23,5183,41,0.43902439024390244,0.996527107852595
PA2G4,7,0.005,9,5174,18,5183,27,0.3333333333333333,0.9982635539262975
PA2G4,8,0.001,2,5181,10,5183,12,0.16666666666666666,0.9996141230947327
PA2G4,9,0.0005,1,5182,5,5183,6,0.16666666666666666,0.9998070615473664
PA2G4,10,0.0001,0,5183,1,5183,1,0.0,1.0
TRIP12,1,0.5,780,2096,2726,2876,3506,0.22247575584711923,0.7287899860917941
TRIP12,2,0.2,231,2645,827,2876,1058,0.21833648393194707,0.9196801112656467
TRIP12,3,0.1,110,2766,405,2876,515,0.21359223300970873,0.9617524339360223
TRIP12,4,0.05,51,2825,199,2876,250,0.204,0.9822670375521557
TRIP12,5,0.02,18,2858,88,2876,106,0.16981132075471697,0.9937413073713491
TRIP12,6,0.01,9,2867,47,2876,56,0.16071428571428573,0.9968706536856745
TRIP12,7,0.005,6,2870,32,2876,38,0.15789473684210525,0.997913769123783
TRIP12,8,0.001,3,2873,14,2876,17,0.17647058823529413,0.9989568845618915
TRIP12,9,0.0005,2,2874,11,2876,13,0.15384615384615385,0.9993045897079277
TRIP12,10,0.0001,0,2876,7,2876,7,0.0,1.0
TMUB1,1,0.5,935,1647,2473,2582,3408,0.2743544600938967,0.6378776142525174
TMUB1,2,0.2,289,2293,636,2582,925,0.3124324324324324,0.8880712625871418
TMUB1,3,0.1,135,2447,284,2582,419,0.3221957040572792,0.947714949651433
TMUB1,4,0.05,64,2518,139,2582,203,0.31527093596059114,0.9752130131680867
TMUB1,5,0.02,26,2556,54,2582,80,0.325,0.9899302865995352
TMUB1,6,0.01,11,2571,25,2582,36,0.3055555555555556,0.9957397366382649
TMUB1,7,0.005,5,2577,19,2582,24,0.20833333333333334,0.9980635166537568
TMUB1,8,0.001,1,2581,4,2582,5,0.2,0.9996127033307514
TMUB1,9,0.0005,0,2582,2,2582,2,0.0,1.0
TMUB1,10,0.0001,0,2582,0,2582,0,0.0,1.0
COASY,1,0.5,503,1347,2660,1850,3163,0.15902624091052797,0.7281081081081081
COASY,2,0.2,132,1718,663,1850,795,0.1660377358490566,0.9286486486486486
COASY,3,0.1,48,1802,262,1850,310,0.15483870967741936,0.9740540540540541
COASY,4,0.05,21,1829,114,1850,135,0.15555555555555556,0.9886486486486487
COASY,5,0.02,5,1845,44,1850,49,0.10204081632653061,0.9972972972972973
COASY,6,0.01,2,1848,20,1850,22,0.09090909090909091,0.9989189189189189
COASY,7,0.005,1,1849,10,1850,11,0.09090909090909091,0.9994594594594595
COASY,8,0.001,0,1850,2,1850,2,0.0,1.0
COASY,9,0.0005,0,1850,1,1850,1,0.0,1.0
COASY,10,0.0001,0,1850,0,1850,0,0.0,1.0
QRICH2,1,0.5,523,1104,2823,1627,3346,0.15630603705917515,0.6785494775660725
QRICH2,2,0.2,156,1471,760,1627,916,0.1703056768558952,0.9041180086047941
QRICH2,3,0.1,82,1545,325,1627,407,0.20147420147420148,0.9496004917025199
QRICH2,4,0.05,40,1587,147,1627,187,0.21390374331550802,0.9754148740012293
QRICH2,5,0.02,15,1612,44,1627,59,0.2542372881355932,0.990780577750461
QRICH2,6,0.01,8,1619,22,1627,30,0.26666666666666666,0.9950829748002459
QRICH2,7,0.005,2,1625,10,1627,12,0.16666666666666666,0.9987707437000615
QRICH2,8,0.001,1,1626,0,1627,1,1.0,0.9993853718500307
QRICH2,9,0.0005,0,1627,0,1627,0,0.0,1.0
QRICH2,10,0.0001,0,1627,0,1627,0,0.0,1.0
ECE1,1,0.5,687,2052,2566,2739,3253,0.21118967107285583,0.7491785323110625
ECE1,2,0.2,187,2552,628,2739,815,0.2294478527607362,0.9317269076305221
ECE1,3,0.1,73,2666,237,2739,310,0.23548387096774193,0.9733479372033589
ECE1,4,0.05,33,2706,109,2739,142,0.2323943661971831,0.9879518072289156
ECE1,5,0.02,8,2731,35,2739,43,0.18604651162790697,0.9970792259948886
ECE1,6,0.01,4,2735,12,2739,16,0.25,0.9985396129974443
ECE1,7,0.005,1,2738,6,2739,7,0.14285714285714285,0.9996349032493611
ECE1,8,0.001,0,2739,2,2739,2,0.0,1.0
ECE1,9,0.0005,0,2739,1,2739,1,0.0,1.0
ECE1,10,0.0001,0,2739,1,2739,1,0.0,1.0
CDKN2B,1,0.5,1111,2774,2360,3885,3471,0.32008066839527516,0.714028314028314
CDKN2B,2,0.2,349,3536,625,3885,974,0.35831622176591377,0.9101673101673101
CDKN2B,3,0.1,171,3714,248,3885,419,0.4081145584725537,0.955984555984556
CDKN2B,4,0.05,88,3797,114,3885,202,0.43564356435643564,0.9773487773487773
CDKN2B,5,0.02,28,3857,43,3885,71,0.39436619718309857,0.9927927927927928
CDKN2B,6,0.01,14,3871,20,3885,34,0.4117647058823529,0.9963963963963964
CDKN2B,7,0.005,10,3875,16,3885,26,0.38461538461538464,0.9974259974259975
CDKN2B,8,0.001,2,3883,2,3885,4,0.5,0.9994851994851995
CDKN2B,9,0.0005,2,3883,1,3885,3,0.6666666666666666,0.9994851994851995
CDKN2B,10,0.0001,1,3884,0,3885,1,1.0,0.9997425997425997
ZNF229,1,0.5,20,60,3460,80,3480,0.005747126436781609,0.75
ZNF229,2,0.2,4,76,973,80,977,0.0040941658137154556,0.95
ZNF229,3,0.1,1,79,398,80,399,0.002506265664160401,0.9875
ZNF229,4,0.05,0,80,172,80,172,0.0,1.0
ZNF229,5,0.02,0,80,53,80,53,0.0,1.0
ZNF229,6,0.01,0,80,24,80,24,0.0,1.0
ZNF229,7,0.005,0,80,11,80,11,0.0,1.0
ZNF229,8,0.001,0,80,2,80,2,0.0,1.0
ZNF229,9,0.0005,0,80,1,80,1,0.0,1.0
ZNF229,10,0.0001,0,80,0,80,0,0.0,1.0
APH1A,1,0.5,385,1345,2875,1730,3260,0.11809815950920245,0.7774566473988439
APH1A,2,0.2,101,1629,779,1730,880,0.11477272727272728,0.9416184971098266
APH1A,3,0.1,41,1689,312,1730,353,0.11614730878186968,0.9763005780346821
APH1A,4,0.05,19,1711,125,1730,144,0.13194444444444445,0.9890173410404625
APH1A,5,0.02,9,1721,43,1730,52,0.17307692307692307,0.9947976878612717
APH1A,6,0.01,3,1727,16,1730,19,0.15789473684210525,0.9982658959537573
APH1A,7,0.005,1,1729,7,1730,8,0.125,0.999421965317919
APH1A,8,0.001,0,1730,0,1730,0,0.0,1.0
APH1A,9,0.0005,0,1730,0,1730,0,0.0,1.0
APH1A,10,0.0001,0,1730,0,1730,0,0.0,1.0
ATXN7L2,1,0.5,362,751,2834,1113,3196,0.1132665832290363,0.6747529200359389
ATXN7L2,2,0.2,127,986,715,1113,842,0.1508313539192399,0.8858939802336029
ATXN7L2,3,0.1,48,1065,297,1113,345,0.1391304347826087,0.9568733153638814
ATXN7L2,4,0.05,20,1093,123,1113,143,0.13986013986013987,0.9820305480682839
ATXN7L2,5,0.02,5,1108,33,1113,38,0.13157894736842105,0.995507637017071
ATXN7L2,6,0.01,3,1110,11,1113,14,0.21428571428571427,0.9973045822102425
ATXN7L2,7,0.005,1,1112,3,1113,4,0.25,0.9991015274034142
ATXN7L2,8,0.001,0,1113,1,1113,1,0.0,1.0
ATXN7L2,9,0.0005,0,1113,0,1113,0,0.0,1.0
ATXN7L2,10,0.0001,0,1113,0,1113,0,0.0,1.0
CTNND1,1,0.5,1251,3081,2090,4332,3341,0.37443879078120323,0.711218836565097
CTNND1,2,0.2,383,3949,533,4332,916,0.4181222707423581,0.9115881809787627
CTNND1,3,0.1,161,4171,220,4332,381,0.4225721784776903,0.9628347183748845
CTNND1,4,0.05,75,4257,97,4332,172,0.436046511627907,0.9826869806094183
CTNND1,5,0.02,24,4308,45,4332,69,0.34782608695652173,0.9944598337950139
CTNND1,6,0.01,15,4317,18,4332,33,0.45454545454545453,0.9965373961218836
CTNND1,7,0.005,9,4323,8,4332,17,0.5294117647058824,0.9979224376731302
CTNND1,8,0.001,5,4327,4,4332,9,0.5555555555555556,0.9988457987072945
CTNND1,9,0.0005,3,4329,3,4332,6,0.5,0.9993074792243767
CTNND1,10,0.0001,2,4330,2,4332,4,0.5,0.9995383194829178
EGR1,1,0.5,1207,3363,2133,4570,3340,0.36137724550898204,0.7358862144420131
EGR1,2,0.2,311,4259,518,4570,829,0.3751507840772014,0.9319474835886215
EGR1,3,0.1,113,4457,192,4570,305,0.3704918032786885,0.97527352297593
EGR1,4,0.05,47,4523,71,4570,118,0.3983050847457627,0.9897155361050328
EGR1,5,0.02,15,4555,17,4570,32,0.46875,0.9967177242888403
EGR1,6,0.01,5,4565,7,4570,12,0.4166666666666667,0.9989059080962801
EGR1,7,0.005,3,4567,4,4570,7,0.42857142857142855,0.9993435448577681
EGR1,8,0.001,0,4570,0,4570,0,0.0,1.0
EGR1,9,0.0005,0,4570,0,4570,0,0.0,1.0
EGR1,10,0.0001,0,4570,0,4570,0,0.0,1.0
TRIB1,1,0.5,1275,2721,1965,3996,3240,0.39351851851851855,0.6809309309309309
TRIB1,2,0.2,405,3591,506,3996,911,0.4445664105378705,0.8986486486486487
TRIB1,3,0.1,191,3805,191,3996,382,0.5,0.9522022022022022
TRIB1,4,0.05,74,3922,82,3996,156,0.47435897435897434,0.9814814814814815
TRIB1,5,0.02,21,3975,29,3996,50,0.42,0.9947447447447447
TRIB1,6,0.01,7,3989,11,3996,18,0.3888888888888889,0.9982482482482482
TRIB1,7,0.005,0,3996,6,3996,6,0.0,1.0
TRIB1,8,0.001,0,3996,1,3996,1,0.0,1.0
TRIB1,9,0.0005,0,3996,1,3996,1,0.0,1.0
TRIB1,10,0.0001,0,3996,0,3996,0,0.0,1.0
TMEM38A,1,0.5,125,470,3064,595,3189,0.039197240514267796,0.7899159663865546
TMEM38A,2,0.2,33,562,775,595,808,0.04084158415841584,0.9445378151260504
TMEM38A,3,0.1,15,580,297,595,312,0.04807692307692308,0.9747899159663865
TMEM38A,4,0.05,6,589,109,595,115,0.05217391304347826,0.9899159663865547
TMEM38A,5,0.02,2,593,37,595,39,0.05128205128205128,0.9966386554621849
TMEM38A,6,0.01,0,595,17,595,17,0.0,1.0
TMEM38A,7,0.005,0,595,8,595,8,0.0,1.0
TMEM38A,8,0.001,0,595,0,595,0,0.0,1.0
TMEM38A,9,0.0005,0,595,0,595,0,0.0,1.0
TMEM38A,10,0.0001,0,595,0,595,0,0.0,1.0
HAPLN3,1,0.5,114,265,3180,379,3294,0.03460837887067395,0.6992084432717678
HAPLN3,2,0.2,29,350,833,379,862,0.033642691415313224,0.9234828496042217
HAPLN3,3,0.1,14,365,358,379,372,0.03763440860215054,0.9630606860158312
HAPLN3,4,0.05,4,375,163,379,167,0.023952095808383235,0.9894459102902374
HAPLN3,5,0.02,2,377,56,379,58,0.034482758620689655,0.9947229551451188
HAPLN3,6,0.01,1,378,21,379,22,0.045454545454545456,0.9973614775725593
HAPLN3,7,0.005,0,379,8,379,8,0.0,1.0
HAPLN3,8,0.001,0,379,4,379,4,0.0,1.0
HAPLN3,9,0.0005,0,379,3,379,3,0.0,1.0
HAPLN3,10,0.0001,0,379,0,379,0,0.0,1.0
ITGA1,1,0.5,1224,2261,2185,3485,3409,0.35904957465532417,0.6487804878048781
ITGA1,2,0.2,409,3076,536,3485,945,0.4328042328042328,0.8826398852223817
ITGA1,3,0.1,173,3312,203,3485,376,0.4601063829787234,0.9503586800573888
ITGA1,4,0.05,74,3411,78,3485,152,0.4868421052631579,0.9787661406025825
ITGA1,5,0.02,32,3453,24,3485,56,0.5714285714285714,0.9908177905308465
ITGA1,6,0.01,12,3473,14,3485,26,0.46153846153846156,0.9965566714490675
ITGA1,7,0.005,5,3480,6,3485,11,0.45454545454545453,0.9985652797704447
ITGA1,8,0.001,0,3485,0,3485,0,0.0,1.0
ITGA1,9,0.0005,0,3485,0,3485,0,0.0,1.0
ITGA1,10,0.0001,0,3485,0,3485,0,0.0,1.0
MEGF9,1,0.5,190,397,3038,587,3228,0.05885997521685254,0.676320272572402
MEGF9,2,0.2,60,527,785,587,845,0.07100591715976332,0.8977853492333902
MEGF9,3,0.1,32,555,326,587,358,0.0893854748603352,0.9454855195911414
MEGF9,4,0.05,13,574,142,587,155,0.08387096774193549,0.9778534923339012
MEGF9,5,0.02,3,584,44,587,47,0.06382978723404255,0.9948892674616695
MEGF9,6,0.01,0,587,18,587,18,0.0,1.0
MEGF9,7,0.005,0,587,5,587,5,0.0,1.0
MEGF9,8,0.001,0,587,1,587,1,0.0,1.0
MEGF9,9,0.0005,0,587,0,587,0,0.0,1.0
MEGF9,10,0.0001,0,587,0,587,0,0.0,1.0
SFT2D3,1,0.5,32,60,3225,92,3257,0.009824992324224747,0.6521739130434783
SFT2D3,2,0.2,15,77,824,92,839,0.017878426698450536,0.8369565217391305
SFT2D3,3,0.1,4,88,313,92,317,0.012618296529968454,0.9565217391304348
SFT2D3,4,0.05,4,88,125,92,129,0.031007751937984496,0.9565217391304348
SFT2D3,5,0.02,0,92,39,92,39,0.0,1.0
SFT2D3,6,0.01,0,92,14,92,14,0.0,1.0
SFT2D3,7,0.005,0,92,5,92,5,0.0,1.0
SFT2D3,8,0.001,0,92,1,92,1,0.0,1.0
SFT2D3,9,0.0005,0,92,1,92,1,0.0,1.0
SFT2D3,10,0.0001,0,92,0,92,0,0.0,1.0
OS9,1,0.5,674,1810,2567,2484,3241,0.20796050601666152,0.7286634460547504
OS9,2,0.2,167,2317,608,2484,775,0.21548387096774194,0.9327697262479872
OS9,3,0.1,63,2421,249,2484,312,0.20192307692307693,0.9746376811594203
OS9,4,0.05,29,2455,100,2484,129,0.2248062015503876,0.9883252818035426
OS9,5,0.02,9,2475,45,2484,54,0.16666666666666666,0.9963768115942029
OS9,6,0.01,3,2481,22,2484,25,0.12,0.998792270531401
OS9,7,0.005,1,2483,8,2484,9,0.1111111111111111,0.999597423510467
OS9,8,0.001,1,2483,3,2484,4,0.25,0.999597423510467
OS9,9,0.0005,1,2483,1,2484,2,0.5,0.999597423510467
OS9,10,0.0001,0,2484,1,2484,1,0.0,1.0
PLEKHH3,1,0.5,199,485,3090,684,3289,0.06050471267862572,0.7090643274853801
PLEKHH3,2,0.2,76,608,795,684,871,0.08725602755453502,0.8888888888888888
PLEKHH3,3,0.1,31,653,346,684,377,0.08222811671087533,0.9546783625730995
PLEKHH3,4,0.05,13,671,161,684,174,0.07471264367816093,0.9809941520467836
PLEKHH3,5,0.02,6,678,76,684,82,0.07317073170731707,0.9912280701754386
PLEKHH3,6,0.01,4,680,39,684,43,0.09302325581395349,0.9941520467836257
PLEKHH3,7,0.005,1,683,19,684,20,0.05,0.9985380116959064
PLEKHH3,8,0.001,0,684,6,684,6,0.0,1.0
PLEKHH3,9,0.0005,0,684,4,684,4,0.0,1.0
PLEKHH3,10,0.0001,0,684,0,684,0,0.0,1.0
RAB1A,1,0.5,1399,2387,2100,3786,3499,0.3998285224349814,0.6304807184363445
RAB1A,2,0.2,455,3331,527,3786,982,0.46334012219959264,0.8798203909138933
RAB1A,3,0.1,211,3575,219,3786,430,0.4906976744186046,0.9442683571051241
RAB1A,4,0.05,89,3697,90,3786,179,0.4972067039106145,0.9764923402007396
RAB1A,5,0.02,37,3749,35,3786,72,0.5138888888888888,0.9902271526677232
RAB1A,6,0.01,11,3775,15,3786,26,0.4230769230769231,0.997094558901215
RAB1A,7,0.005,2,3784,10,3786,12,0.16666666666666666,0.9994717379820391
RAB1A,8,0.001,1,3785,0,3786,1,1.0,0.9997358689910195
RAB1A,9,0.0005,1,3785,0,3786,1,1.0,0.9997358689910195
RAB1A,10,0.0001,0,3786,0,3786,0,0.0,1.0
GRB14,1,0.5,496,1337,2774,1833,3270,0.15168195718654434,0.729405346426623
GRB14,2,0.2,124,1709,704,1833,828,0.1497584541062802,0.9323513366066557
GRB14,3,0.1,54,1779,281,1833,335,0.16119402985074627,0.9705400981996727
GRB14,4,0.05,22,1811,108,1833,130,0.16923076923076924,0.9879978177850518
GRB14,5,0.02,7,1826,40,1833,47,0.14893617021276595,0.9961811238406983
GRB14,6,0.01,3,1830,20,1833,23,0.13043478260869565,0.9983633387888707
GRB14,7,0.005,1,1832,9,1833,10,0.1,0.9994544462629569
GRB14,8,0.001,0,1833,3,1833,3,0.0,1.0
GRB14,9,0.0005,0,1833,2,1833,2,0.0,1.0
GRB14,10,0.0001,0,1833,1,1833,1,0.0,1.0
ZNF785,1,0.5,142,349,3143,491,3285,0.04322678843226788,0.7107942973523421
ZNF785,2,0.2,38,453,814,491,852,0.04460093896713615,0.9226069246435845
ZNF785,3,0.1,16,475,305,491,321,0.04984423676012461,0.9674134419551935
ZNF785,4,0.05,8,483,148,491,156,0.05128205128205128,0.9837067209775967
ZNF785,5,0.02,4,487,53,491,57,0.07017543859649122,0.9918533604887984
ZNF785,6,0.01,4,487,18,491,22,0.18181818181818182,0.9918533604887984
ZNF785,7,0.005,0,491,6,491,6,0.0,1.0
ZNF785,8,0.001,0,491,1,491,1,0.0,1.0
ZNF785,9,0.0005,0,491,0,491,0,0.0,1.0
ZNF785,10,0.0001,0,491,0,491,0,0.0,1.0
OTUD7B,1,0.5,802,2360,2408,3162,3210,0.2498442367601246,0.7463630613535737
OTUD7B,2,0.2,211,2951,615,3162,826,0.25544794188861986,0.9332700822264389
OTUD7B,3,0.1,80,3082,265,3162,345,0.2318840579710145,0.9746995572422518
OTUD7B,4,0.05,30,3132,117,3162,147,0.20408163265306123,0.9905123339658444
OTUD7B,5,0.02,9,3153,39,3162,48,0.1875,0.9971537001897534
OTUD7B,6,0.01,5,3157,20,3162,25,0.2,0.9984187223276407
OTUD7B,7,0.005,2,3160,8,3162,10,0.2,0.9993674889310563
OTUD7B,8,0.001,0,3162,1,3162,1,0.0,1.0
OTUD7B,9,0.0005,0,3162,1,3162,1,0.0,1.0
OTUD7B,10,0.0001,0,3162,0,3162,0,0.0,1.0
TLR4,1,0.5,1338,3574,1861,4912,3199,0.4182557049077837,0.7276058631921825
TLR4,2,0.2,350,4562,470,4912,820,0.4268292682926829,0.9287459283387622
TLR4,3,0.1,144,4768,210,4912,354,0.4067796610169492,0.9706840390879479
TLR4,4,0.05,58,4854,90,4912,148,0.3918918918918919,0.9881921824104235
TLR4,5,0.02,23,4889,33,4912,56,0.4107142857142857,0.9953175895765473
TLR4,6,0.01,9,4903,18,4912,27,0.3333333333333333,0.9981677524429967
TLR4,7,0.005,7,4905,10,4912,17,0.4117647058823529,0.9985749185667753
TLR4,8,0.001,1,4911,3,4912,4,0.25,0.9997964169381107
TLR4,9,0.0005,1,4911,2,4912,3,0.3333333333333333,0.9997964169381107
TLR4,10,0.0001,0,4912,1,4912,1,0.0,1.0
ACTG1,1,0.5,722,2186,2706,2908,3428,0.21061843640606767,0.7517193947730398
ACTG1,2,0.2,203,2705,723,2908,926,0.21922246220302377,0.9301925722145805
ACTG1,3,0.1,80,2828,309,2908,389,0.20565552699228792,0.9724896836313618
ACTG1,4,0.05,41,2867,138,2908,179,0.22905027932960895,0.9859009628610729
ACTG1,5,0.02,13,2895,50,2908,63,0.20634920634920634,0.9955295735900963
ACTG1,6,0.01,9,2899,23,2908,32,0.28125,0.9969050894085282
ACTG1,7,0.005,6,2902,11,2908,17,0.35294117647058826,0.9979367262723521
ACTG1,8,0.001,5,2903,3,2908,8,0.625,0.9982806052269602
ACTG1,9,0.0005,4,2904,2,2908,6,0.6666666666666666,0.9986244841815681
ACTG1,10,0.0001,1,2907,1,2908,2,0.5,0.999656121045392
MGA,1,0.5,915,2299,2429,3214,3344,0.2736244019138756,0.7153080273802116
MGA,2,0.2,244,2970,650,3214,894,0.27293064876957496,0.924082140634723
MGA,3,0.1,105,3109,265,3214,370,0.28378378378378377,0.9673304293714997
MGA,4,0.05,46,3168,117,3214,163,0.2822085889570552,0.985687616677038
MGA,5,0.02,23,3191,44,3214,67,0.34328358208955223,0.9928438083385189
MGA,6,0.01,8,3206,24,3214,32,0.25,0.9975108898568762
MGA,7,0.005,5,3209,13,3214,18,0.2777777777777778,0.9984443061605476
MGA,8,0.001,3,3211,4,3214,7,0.42857142857142855,0.9990665836963286
MGA,9,0.0005,2,3212,3,3214,5,0.4,0.9993777224642191
MGA,10,0.0001,0,3214,1,3214,1,0.0,1.0
STAC3,1,0.5,230,490,3054,720,3284,0.07003654080389768,0.6805555555555556
STAC3,2,0.2,56,664,770,720,826,0.06779661016949153,0.9222222222222223
STAC3,3,0.1,20,700,276,720,296,0.06756756756756757,0.9722222222222222
STAC3,4,0.05,6,714,114,720,120,0.05,0.9916666666666667
STAC3,5,0.02,1,719,41,720,42,0.023809523809523808,0.9986111111111111
STAC3,6,0.01,1,719,11,720,12,0.08333333333333333,0.9986111111111111
STAC3,7,0.005,0,720,6,720,6,0.0,1.0
STAC3,8,0.001,0,720,2,720,2,0.0,1.0
STAC3,9,0.0005,0,720,1,720,1,0.0,1.0
STAC3,10,0.0001,0,720,0,720,0,0.0,1.0
NOS3,1,0.5,1671,3497,1662,5168,3333,0.5013501350135013,0.6766640866873065
NOS3,2,0.2,479,4689,379,5168,858,0.5582750582750583,0.9073142414860681
NOS3,3,0.1,218,4950,154,5168,372,0.5860215053763441,0.9578173374613003
NOS3,4,0.05,106,5062,68,5168,174,0.6091954022988506,0.9794891640866873
NOS3,5,0.02,37,5131,25,5168,62,0.5967741935483871,0.9928405572755418
NOS3,6,0.01,22,5146,6,5168,28,0.7857142857142857,0.9957430340557275
NOS3,7,0.005,8,5160,2,5168,10,0.8,0.9984520123839009
NOS3,8,0.001,0,5168,1,5168,1,0.0,1.0
NOS3,9,0.0005,0,5168,1,5168,1,0.0,1.0
NOS3,10,0.0001,0,5168,0,5168,0,0.0,1.0
CYB561D1,1,0.5,20,59,3133,79,3153,0.006343165239454488,0.7468354430379747
CYB561D1,2,0.2,7,72,802,79,809,0.00865265760197775,0.9113924050632911
CYB561D1,3,0.1,4,75,341,79,345,0.011594202898550725,0.9493670886075949
CYB561D1,4,0.05,1,78,157,79,158,0.006329113924050633,0.9873417721518988
CYB561D1,5,0.02,1,78,55,79,56,0.017857142857142856,0.9873417721518988
CYB561D1,6,0.01,0,79,26,79,26,0.0,1.0
CYB561D1,7,0.005,0,79,13,79,13,0.0,1.0
CYB561D1,8,0.001,0,79,0,79,0,0.0,1.0
CYB561D1,9,0.0005,0,79,0,79,0,0.0,1.0
CYB561D1,10,0.0001,0,79,0,79,0,0.0,1.0
ADAMTS10,1,0.5,559,1238,2621,1797,3180,0.17578616352201257,0.6889259877573733
ADAMTS10,2,0.2,143,1654,653,1797,796,0.17964824120603015,0.9204229271007234
ADAMTS10,3,0.1,57,1740,245,1797,302,0.18874172185430463,0.9682804674457429
ADAMTS10,4,0.05,24,1773,103,1797,127,0.1889763779527559,0.986644407345576
ADAMTS10,5,0.02,3,1794,37,1797,40,0.075,0.998330550918197
ADAMTS10,6,0.01,2,1795,14,1797,16,0.125,0.9988870339454646
ADAMTS10,7,0.005,1,1796,5,1797,6,0.16666666666666666,0.9994435169727324
ADAMTS10,8,0.001,0,1797,0,1797,0,0.0,1.0
ADAMTS10,9,0.0005,0,1797,0,1797,0,0.0,1.0
ADAMTS10,10,0.0001,0,1797,0,1797,0,0.0,1.0
MIER3,1,0.5,550,1428,2741,1978,3291,0.1671224551807961,0.7219413549039434
MIER3,2,0.2,152,1826,729,1978,881,0.17253121452894438,0.923154701718908
MIER3,3,0.1,71,1907,299,1978,370,0.1918918918918919,0.9641051567239636
MIER3,4,0.05,29,1949,121,1978,150,0.19333333333333333,0.9853387259858443
MIER3,5,0.02,6,1972,50,1978,56,0.10714285714285714,0.9969666329625885
MIER3,6,0.01,2,1976,22,1978,24,0.08333333333333333,0.9989888776541962
MIER3,7,0.005,1,1977,15,1978,16,0.0625,0.9994944388270981
MIER3,8,0.001,0,1978,3,1978,3,0.0,1.0
MIER3,9,0.0005,0,1978,3,1978,3,0.0,1.0
MIER3,10,0.0001,0,1978,1,1978,1,0.0,1.0
RAP1A,1,0.5,865,2345,2351,3210,3216,0.2689676616915423,0.7305295950155763
