source,bin_id,threshold,TP,FP,FN,size_A,size_B,TPR,FPR
TMED10,8,0.001,4,2308,2,2312,6,0.6666666666666666,0.9982698961937716
TMED10,9,0.0005,0,2312,2,2312,2,0.0,1.0
TMED10,10,0.0001,0,2312,1,2312,1,0.0,1.0
GNAS,1,0.5,1414,3263,1862,4677,3276,0.43162393162393164,0.6976694462262134
GNAS,2,0.2,467,4210,464,4677,931,0.5016111707841031,0.9001496685909771
GNAS,3,0.1,225,4452,183,4677,408,0.5514705882352942,0.9518922386144965
GNAS,4,0.05,124,4553,91,4677,215,0.5767441860465117,0.973487278169767
GNAS,5,0.02,45,4632,38,4677,83,0.5421686746987951,0.9903784477228993
GNAS,6,0.01,25,4652,25,4677,50,0.5,0.9946546931793885
GNAS,7,0.005,14,4663,13,4677,27,0.5185185185185185,0.9970066281804576
GNAS,8,0.001,1,4676,6,4677,7,0.14285714285714285,0.9997861877271755
GNAS,9,0.0005,1,4676,2,4677,3,0.3333333333333333,0.9997861877271755
GNAS,10,0.0001,0,4677,2,4677,2,0.0,1.0
PVR,1,0.5,837,2492,2535,3329,3372,0.24822064056939502,0.7485731450886152
PVR,2,0.2,208,3121,660,3329,868,0.23963133640552994,0.9375187744067287
PVR,3,0.1,86,3243,282,3329,368,0.23369565217391305,0.9741664163412436
PVR,4,0.05,47,3282,126,3329,173,0.27167630057803466,0.985881646139982
PVR,5,0.02,22,3307,37,3329,59,0.3728813559322034,0.9933914088314809
PVR,6,0.01,9,3320,19,3329,28,0.32142857142857145,0.9972964854310604
PVR,7,0.005,4,3325,10,3329,14,0.2857142857142857,0.9987984379693602
PVR,8,0.001,2,3327,5,3329,7,0.2857142857142857,0.9993992189846801
PVR,9,0.0005,1,3328,4,3329,5,0.2,0.99969960949234
PVR,10,0.0001,0,3329,2,3329,2,0.0,1.0
ACAD11,1,0.5,538,1196,2892,1734,3430,0.15685131195335278,0.6897347174163783
ACAD11,2,0.2,176,1558,768,1734,944,0.1864406779661017,0.8985005767012687
ACAD11,3,0.1,77,1657,358,1734,435,0.17701149425287357,0.955594002306805
ACAD11,4,0.05,42,1692,178,1734,220,0.19090909090909092,0.9757785467128027
ACAD11,5,0.02,21,1713,83,1734,104,0.20192307692307693,0.9878892733564014
ACAD11,6,0.01,10,1724,48,1734,58,0.1724137931034483,0.994232987312572
ACAD11,7,0.005,8,1726,26,1734,34,0.23529411764705882,0.9953863898500577
ACAD11,8,0.001,4,1730,8,1734,12,0.3333333333333333,0.9976931949250288
ACAD11,9,0.0005,3,1731,6,1734,9,0.3333333333333333,0.9982698961937716
ACAD11,10,0.0001,2,1732,2,1734,4,0.5,0.9988465974625144
MICALL2,1,0.5,722,1459,2546,2181,3268,0.22093023255813954,0.6689591930307198
MICALL2,2,0.2,228,1953,611,2181,839,0.27175208581644816,0.8954607977991746
MICALL2,3,0.1,99,2082,224,2181,323,0.3065015479876161,0.9546079779917469
MICALL2,4,0.05,44,2137,95,2181,139,0.31654676258992803,0.9798257679963319
MICALL2,5,0.02,19,2162,33,2181,52,0.36538461538461536,0.9912883998165979
MICALL2,6,0.01,10,2171,15,2181,25,0.4,0.9954149472718936
MICALL2,7,0.005,6,2175,7,2181,13,0.46153846153846156,0.9972489683631361
MICALL2,8,0.001,0,2181,0,2181,0,0.0,1.0
MICALL2,9,0.0005,0,2181,0,2181,0,0.0,1.0
MICALL2,10,0.0001,0,2181,0,2181,0,0.0,1.0
STK38,1,0.5,880,2563,2350,3443,3230,0.2724458204334365,0.744408945686901
STK38,2,0.2,266,3177,600,3443,866,0.3071593533487298,0.9227417949462677
STK38,3,0.1,97,3346,233,3443,330,0.29393939393939394,0.9718268951495789
STK38,4,0.05,43,3400,97,3443,140,0.30714285714285716,0.9875108916642463
STK38,5,0.02,9,3434,30,3443,39,0.23076923076923078,0.9973860005808888
STK38,6,0.01,4,3439,14,3443,18,0.2222222222222222,0.998838222480395
STK38,7,0.005,1,3442,9,3443,10,0.1,0.9997095556200988
STK38,8,0.001,0,3443,1,3443,1,0.0,1.0
STK38,9,0.0005,0,3443,1,3443,1,0.0,1.0
STK38,10,0.0001,0,3443,0,3443,0,0.0,1.0
GPR162,1,0.5,85,213,3151,298,3236,0.02626699629171817,0.714765100671141
GPR162,2,0.2,28,270,799,298,827,0.03385731559854897,0.9060402684563759
GPR162,3,0.1,14,284,341,298,355,0.03943661971830986,0.9530201342281879
GPR162,4,0.05,5,293,149,298,154,0.032467532467532464,0.9832214765100671
GPR162,5,0.02,4,294,55,298,59,0.06779661016949153,0.9865771812080537
GPR162,6,0.01,2,296,33,298,35,0.05714285714285714,0.9932885906040269
GPR162,7,0.005,0,298,15,298,15,0.0,1.0
GPR162,8,0.001,0,298,4,298,4,0.0,1.0
GPR162,9,0.0005,0,298,4,298,4,0.0,1.0
GPR162,10,0.0001,0,298,2,298,2,0.0,1.0
TRAF3IP2,1,0.5,1035,2385,2300,3420,3335,0.3103448275862069,0.6973684210526315
TRAF3IP2,2,0.2,326,3094,575,3420,901,0.36182019977802443,0.9046783625730994
TRAF3IP2,3,0.1,148,3272,249,3420,397,0.37279596977329976,0.9567251461988304
TRAF3IP2,4,0.05,75,3345,113,3420,188,0.39893617021276595,0.9780701754385965
TRAF3IP2,5,0.02,28,3392,52,3420,80,0.35,0.991812865497076
TRAF3IP2,6,0.01,19,3401,23,3420,42,0.4523809523809524,0.9944444444444445
TRAF3IP2,7,0.005,9,3411,13,3420,22,0.4090909090909091,0.9973684210526316
TRAF3IP2,8,0.001,2,3418,2,3420,4,0.5,0.9994152046783625
TRAF3IP2,9,0.0005,2,3418,0,3420,2,1.0,0.9994152046783625
TRAF3IP2,10,0.0001,0,3420,0,3420,0,0.0,1.0
GSTM2,1,0.5,538,1245,2647,1783,3185,0.16891679748822605,0.6982613572630398
GSTM2,2,0.2,156,1627,647,1783,803,0.19427148194271482,0.9125070106561974
GSTM2,3,0.1,69,1714,259,1783,328,0.21036585365853658,0.9613011777902412
GSTM2,4,0.05,25,1758,119,1783,144,0.1736111111111111,0.9859786876051598
GSTM2,5,0.02,6,1777,38,1783,44,0.13636363636363635,0.9966348850252383
GSTM2,6,0.01,2,1781,19,1783,21,0.09523809523809523,0.9988782950084127
GSTM2,7,0.005,2,1781,6,1783,8,0.25,0.9988782950084127
GSTM2,8,0.001,0,1783,0,1783,0,0.0,1.0
GSTM2,9,0.0005,0,1783,0,1783,0,0.0,1.0
GSTM2,10,0.0001,0,1783,0,1783,0,0.0,1.0
ABCA5,1,0.5,325,787,2850,1112,3175,0.10236220472440945,0.7077338129496403
ABCA5,2,0.2,88,1024,710,1112,798,0.11027568922305764,0.920863309352518
ABCA5,3,0.1,41,1071,276,1112,317,0.12933753943217666,0.9631294964028777
ABCA5,4,0.05,17,1095,107,1112,124,0.13709677419354838,0.9847122302158273
ABCA5,5,0.02,7,1105,46,1112,53,0.1320754716981132,0.9937050359712231
ABCA5,6,0.01,3,1109,21,1112,24,0.125,0.9973021582733813
ABCA5,7,0.005,1,1111,12,1112,13,0.07692307692307693,0.9991007194244604
ABCA5,8,0.001,1,1111,3,1112,4,0.25,0.9991007194244604
ABCA5,9,0.0005,1,1111,1,1112,2,0.5,0.9991007194244604
ABCA5,10,0.0001,0,1112,0,1112,0,0.0,1.0
ZDHHC18,1,0.5,398,1090,2810,1488,3208,0.12406483790523691,0.7325268817204301
ZDHHC18,2,0.2,98,1390,681,1488,779,0.1258023106546855,0.9341397849462365
ZDHHC18,3,0.1,40,1448,273,1488,313,0.12779552715654952,0.9731182795698925
ZDHHC18,4,0.05,12,1476,122,1488,134,0.08955223880597014,0.9919354838709677
ZDHHC18,5,0.02,3,1485,51,1488,54,0.05555555555555555,0.9979838709677419
ZDHHC18,6,0.01,1,1487,26,1488,27,0.037037037037037035,0.9993279569892473
ZDHHC18,7,0.005,1,1487,11,1488,12,0.08333333333333333,0.9993279569892473
ZDHHC18,8,0.001,1,1487,3,1488,4,0.25,0.9993279569892473
ZDHHC18,9,0.0005,1,1487,2,1488,3,0.3333333333333333,0.9993279569892473
ZDHHC18,10,0.0001,0,1488,1,1488,1,0.0,1.0
TTBK2,1,0.5,402,1177,2864,1579,3266,0.12308634415186773,0.7454084863837872
TTBK2,2,0.2,114,1465,709,1579,823,0.1385176184690158,0.9278024065864471
TTBK2,3,0.1,40,1539,269,1579,309,0.12944983818770225,0.9746675110829639
TTBK2,4,0.05,22,1557,116,1579,138,0.15942028985507245,0.9860671310956302
TTBK2,5,0.02,6,1573,38,1579,44,0.13636363636363635,0.9962001266624446
TTBK2,6,0.01,3,1576,20,1579,23,0.13043478260869565,0.9981000633312223
TTBK2,7,0.005,1,1578,10,1579,11,0.09090909090909091,0.999366687777074
TTBK2,8,0.001,0,1579,2,1579,2,0.0,1.0
TTBK2,9,0.0005,0,1579,2,1579,2,0.0,1.0
TTBK2,10,0.0001,0,1579,0,1579,0,0.0,1.0
C1orf54,1,0.5,0,0,3237,0,3237,0.0,0.0
C1orf54,2,0.2,0,0,758,0,758,0.0,0.0
C1orf54,3,0.1,0,0,290,0,290,0.0,0.0
C1orf54,4,0.05,0,0,122,0,122,0.0,0.0
C1orf54,5,0.02,0,0,45,0,45,0.0,0.0
C1orf54,6,0.01,0,0,17,0,17,0.0,0.0
C1orf54,7,0.005,0,0,4,0,4,0.0,0.0
C1orf54,8,0.001,0,0,2,0,2,0.0,0.0
C1orf54,9,0.0005,0,0,1,0,1,0.0,0.0
C1orf54,10,0.0001,0,0,0,0,0,0.0,0.0
TIMM9,1,0.5,244,537,2953,781,3197,0.07632155145448859,0.6875800256081946
TIMM9,2,0.2,80,701,809,781,889,0.08998875140607424,0.8975672215108835
TIMM9,3,0.1,39,742,346,781,385,0.1012987012987013,0.9500640204865557
TIMM9,4,0.05,18,763,161,781,179,0.1005586592178771,0.9769526248399488
TIMM9,5,0.02,8,773,72,781,80,0.1,0.9897567221510883
TIMM9,6,0.01,5,776,37,781,42,0.11904761904761904,0.9935979513444302
TIMM9,7,0.005,5,776,20,781,25,0.2,0.9935979513444302
TIMM9,8,0.001,1,780,11,781,12,0.08333333333333333,0.998719590268886
TIMM9,9,0.0005,1,780,7,781,8,0.125,0.998719590268886
TIMM9,10,0.0001,0,781,2,781,2,0.0,1.0
NUDT3,1,0.5,267,597,2933,864,3200,0.0834375,0.6909722222222222
NUDT3,2,0.2,83,781,770,864,853,0.09730363423212192,0.9039351851851852
NUDT3,3,0.1,41,823,324,864,365,0.11232876712328767,0.9525462962962963
NUDT3,4,0.05,16,848,142,864,158,0.10126582278481013,0.9814814814814815
NUDT3,5,0.02,7,857,59,864,66,0.10606060606060606,0.9918981481481481
NUDT3,6,0.01,1,863,21,864,22,0.045454545454545456,0.9988425925925926
NUDT3,7,0.005,1,863,9,864,10,0.1,0.9988425925925926
NUDT3,8,0.001,0,864,0,864,0,0.0,1.0
NUDT3,9,0.0005,0,864,0,864,0,0.0,1.0
NUDT3,10,0.0001,0,864,0,864,0,0.0,1.0
OMA1,1,0.5,599,1465,2751,2064,3350,0.17880597014925373,0.7097868217054264
OMA1,2,0.2,194,1870,734,2064,928,0.20905172413793102,0.9060077519379846
OMA1,3,0.1,96,1968,320,2064,416,0.23076923076923078,0.9534883720930233
OMA1,4,0.05,45,2019,161,2064,206,0.21844660194174756,0.9781976744186046
OMA1,5,0.02,24,2040,66,2064,90,0.26666666666666666,0.9883720930232558
OMA1,6,0.01,11,2053,35,2064,46,0.2391304347826087,0.9946705426356589
OMA1,7,0.005,8,2056,16,2064,24,0.3333333333333333,0.9961240310077519
OMA1,8,0.001,2,2062,3,2064,5,0.4,0.999031007751938
OMA1,9,0.0005,2,2062,1,2064,3,0.6666666666666666,0.999031007751938
OMA1,10,0.0001,2,2062,0,2064,2,1.0,0.999031007751938
SLC2A11,1,0.5,57,176,3269,233,3326,0.017137702946482262,0.7553648068669528
SLC2A11,2,0.2,14,219,838,233,852,0.01643192488262911,0.9399141630901288
SLC2A11,3,0.1,11,222,311,233,322,0.034161490683229816,0.9527896995708155
SLC2A11,4,0.05,6,227,129,233,135,0.044444444444444446,0.9742489270386266
SLC2A11,5,0.02,3,230,43,233,46,0.06521739130434782,0.9871244635193133
SLC2A11,6,0.01,0,233,20,233,20,0.0,1.0
SLC2A11,7,0.005,0,233,12,233,12,0.0,1.0
SLC2A11,8,0.001,0,233,2,233,2,0.0,1.0
SLC2A11,9,0.0005,0,233,1,233,1,0.0,1.0
SLC2A11,10,0.0001,0,233,0,233,0,0.0,1.0
PHRF1,1,0.5,592,1319,2646,1911,3238,0.18282890673255095,0.6902145473574045
PHRF1,2,0.2,167,1744,651,1911,818,0.2041564792176039,0.912611198325484
PHRF1,3,0.1,63,1848,234,1911,297,0.21212121212121213,0.967032967032967
PHRF1,4,0.05,27,1884,101,1911,128,0.2109375,0.9858712715855573
PHRF1,5,0.02,7,1904,36,1911,43,0.16279069767441862,0.9963369963369964
PHRF1,6,0.01,3,1908,18,1911,21,0.14285714285714285,0.9984301412872841
PHRF1,7,0.005,1,1910,8,1911,9,0.1111111111111111,0.9994767137624281
PHRF1,8,0.001,0,1911,1,1911,1,0.0,1.0
PHRF1,9,0.0005,0,1911,0,1911,0,0.0,1.0
PHRF1,10,0.0001,0,1911,0,1911,0,0.0,1.0
SNX13,1,0.5,225,596,3043,821,3268,0.06884944920440636,0.7259439707673568
SNX13,2,0.2,66,755,735,821,801,0.08239700374531835,0.9196102314250914
SNX13,3,0.1,24,797,292,821,316,0.0759493670886076,0.9707673568818515
SNX13,4,0.05,13,808,118,821,131,0.09923664122137404,0.9841656516443362
SNX13,5,0.02,4,817,38,821,42,0.09523809523809523,0.9951278928136419
SNX13,6,0.01,1,820,19,821,20,0.05,0.9987819732034104
SNX13,7,0.005,1,820,5,821,6,0.16666666666666666,0.9987819732034104
SNX13,8,0.001,0,821,0,821,0,0.0,1.0
SNX13,9,0.0005,0,821,0,821,0,0.0,1.0
SNX13,10,0.0001,0,821,0,821,0,0.0,1.0
DTYMK,1,0.5,498,983,2840,1481,3338,0.14919113241461954,0.6637407157326131
DTYMK,2,0.2,176,1305,784,1481,960,0.18333333333333332,0.8811613774476705
DTYMK,3,0.1,79,1402,341,1481,420,0.1880952380952381,0.9466576637407157
DTYMK,4,0.05,43,1438,158,1481,201,0.21393034825870647,0.9709655638082377
DTYMK,5,0.02,22,1459,80,1481,102,0.21568627450980393,0.9851451721809588
DTYMK,6,0.01,13,1468,43,1481,56,0.23214285714285715,0.9912221471978393
DTYMK,7,0.005,5,1476,20,1481,25,0.2,0.9966239027683997
DTYMK,8,0.001,2,1479,8,1481,10,0.2,0.9986495611073599
DTYMK,9,0.0005,1,1480,4,1481,5,0.2,0.9993247805536799
DTYMK,10,0.0001,0,1481,1,1481,1,0.0,1.0
REXO4,1,0.5,622,1588,2678,2210,3300,0.18848484848484848,0.718552036199095
REXO4,2,0.2,161,2049,657,2210,818,0.19682151589242053,0.9271493212669684
REXO4,3,0.1,73,2137,267,2210,340,0.21470588235294116,0.9669683257918552
REXO4,4,0.05,39,2171,127,2210,166,0.23493975903614459,0.9823529411764705
REXO4,5,0.02,7,2203,39,2210,46,0.15217391304347827,0.9968325791855204
REXO4,6,0.01,3,2207,14,2210,17,0.17647058823529413,0.9986425339366516
REXO4,7,0.005,2,2208,6,2210,8,0.25,0.9990950226244344
REXO4,8,0.001,0,2210,1,2210,1,0.0,1.0
REXO4,9,0.0005,0,2210,0,2210,0,0.0,1.0
REXO4,10,0.0001,0,2210,0,2210,0,0.0,1.0
MALAT1,1,0.5,948,2403,2340,3351,3288,0.28832116788321166,0.7170993733213966
MALAT1,2,0.2,271,3080,587,3351,858,0.31585081585081587,0.9191286183228887
MALAT1,3,0.1,105,3246,245,3351,350,0.3,0.9686660698299016
MALAT1,4,0.05,56,3295,118,3351,174,0.3218390804597701,0.9832885705759474
MALAT1,5,0.02,21,3330,40,3351,61,0.3442622950819672,0.9937332139659804
MALAT1,6,0.01,5,3346,16,3351,21,0.23809523809523808,0.9985079080871382
MALAT1,7,0.005,2,3349,9,3351,11,0.18181818181818182,0.9994031632348552
MALAT1,8,0.001,1,3350,4,3351,5,0.2,0.9997015816174276
MALAT1,9,0.0005,1,3350,2,3351,3,0.3333333333333333,0.9997015816174276
MALAT1,10,0.0001,1,3350,1,3351,2,0.5,0.9997015816174276
WDR47,1,0.5,503,1184,2758,1687,3261,0.15424716344679545,0.7018375815056312
WDR47,2,0.2,142,1545,647,1687,789,0.17997465145754118,0.915826911677534
WDR47,3,0.1,60,1627,246,1687,306,0.19607843137254902,0.96443390634262
WDR47,4,0.05,27,1660,104,1687,131,0.20610687022900764,0.983995257854179
WDR47,5,0.02,11,1676,36,1687,47,0.23404255319148937,0.993479549496147
WDR47,6,0.01,5,1682,16,1687,21,0.23809523809523808,0.997036158861885
WDR47,7,0.005,0,1687,8,1687,8,0.0,1.0
WDR47,8,0.001,0,1687,1,1687,1,0.0,1.0
WDR47,9,0.0005,0,1687,0,1687,0,0.0,1.0
WDR47,10,0.0001,0,1687,0,1687,0,0.0,1.0
DET1,1,0.5,732,1789,2667,2521,3399,0.21535745807590467,0.7096390321301072
DET1,2,0.2,226,2295,744,2521,970,0.2329896907216495,0.9103530345101151
DET1,3,0.1,112,2409,319,2521,431,0.25986078886310904,0.9555731852439509
DET1,4,0.05,49,2472,144,2521,193,0.2538860103626943,0.9805632685442285
DET1,5,0.02,21,2500,59,2521,80,0.2625,0.9916699722332408
DET1,6,0.01,9,2512,33,2521,42,0.21428571428571427,0.9964299880999603
DET1,7,0.005,7,2514,19,2521,26,0.2692307692307692,0.9972233240777469
DET1,8,0.001,2,2519,6,2521,8,0.25,0.9992066640222134
DET1,9,0.0005,1,2520,5,2521,6,0.16666666666666666,0.9996033320111067
DET1,10,0.0001,0,2521,1,2521,1,0.0,1.0
PLBD2,1,0.5,326,856,2911,1182,3237,0.1007105344454742,0.7241962774957699
PLBD2,2,0.2,77,1105,783,1182,860,0.08953488372093023,0.9348561759729273
PLBD2,3,0.1,33,1149,289,1182,322,0.10248447204968944,0.9720812182741116
PLBD2,4,0.05,11,1171,123,1182,134,0.08208955223880597,0.9906937394247038
PLBD2,5,0.02,2,1180,37,1182,39,0.05128205128205128,0.9983079526226735
PLBD2,6,0.01,2,1180,15,1182,17,0.11764705882352941,0.9983079526226735
PLBD2,7,0.005,1,1181,6,1182,7,0.14285714285714285,0.9991539763113367
PLBD2,8,0.001,1,1181,0,1182,1,1.0,0.9991539763113367
PLBD2,9,0.0005,1,1181,0,1182,1,1.0,0.9991539763113367
PLBD2,10,0.0001,0,1182,0,1182,0,0.0,1.0
RAB3A,1,0.5,465,920,2757,1385,3222,0.14432029795158285,0.6642599277978339
RAB3A,2,0.2,151,1234,702,1385,853,0.17702227432590856,0.8909747292418773
RAB3A,3,0.1,57,1328,284,1385,341,0.16715542521994134,0.9588447653429603
RAB3A,4,0.05,25,1360,121,1385,146,0.17123287671232876,0.9819494584837545
RAB3A,5,0.02,9,1376,42,1385,51,0.17647058823529413,0.9935018050541516
RAB3A,6,0.01,6,1379,19,1385,25,0.24,0.9956678700361011
RAB3A,7,0.005,2,1383,9,1385,11,0.18181818181818182,0.9985559566787003
RAB3A,8,0.001,0,1385,4,1385,4,0.0,1.0
RAB3A,9,0.0005,0,1385,4,1385,4,0.0,1.0
RAB3A,10,0.0001,0,1385,2,1385,2,0.0,1.0
MANEA,1,0.5,115,494,3607,609,3722,0.03089736700698549,0.8111658456486043
MANEA,2,0.2,34,575,1079,609,1113,0.030548068283917342,0.9441707717569786
MANEA,3,0.1,11,598,489,609,500,0.022,0.9819376026272578
MANEA,4,0.05,3,606,206,609,209,0.014354066985645933,0.9950738916256158
MANEA,5,0.02,1,608,76,609,77,0.012987012987012988,0.9983579638752053
MANEA,6,0.01,1,608,39,609,40,0.025,0.9983579638752053
MANEA,7,0.005,0,609,21,609,21,0.0,1.0
MANEA,8,0.001,0,609,4,609,4,0.0,1.0
MANEA,9,0.0005,0,609,2,609,2,0.0,1.0
MANEA,10,0.0001,0,609,0,609,0,0.0,1.0
NFKBIL1,1,0.5,301,656,2902,957,3203,0.09397439900093663,0.6854754440961337
NFKBIL1,2,0.2,76,881,698,957,774,0.09819121447028424,0.9205851619644723
NFKBIL1,3,0.1,29,928,281,957,310,0.0935483870967742,0.9696969696969697
NFKBIL1,4,0.05,18,939,117,957,135,0.13333333333333333,0.9811912225705329
NFKBIL1,5,0.02,5,952,44,957,49,0.10204081632653061,0.9947753396029259
NFKBIL1,6,0.01,3,954,16,957,19,0.15789473684210525,0.9968652037617555
NFKBIL1,7,0.005,3,954,8,957,11,0.2727272727272727,0.9968652037617555
NFKBIL1,8,0.001,1,956,0,957,1,1.0,0.9989550679205852
NFKBIL1,9,0.0005,1,956,0,957,1,1.0,0.9989550679205852
NFKBIL1,10,0.0001,0,957,0,957,0,0.0,1.0
TSLP,1,0.5,1314,2971,2050,4285,3364,0.3906064209274673,0.6933488914819137
TSLP,2,0.2,352,3933,491,4285,843,0.41755634638196915,0.9178529754959159
TSLP,3,0.1,148,4137,188,4285,336,0.44047619047619047,0.965460910151692
TSLP,4,0.05,69,4216,74,4285,143,0.4825174825174825,0.9838973162193699
TSLP,5,0.02,17,4268,32,4285,49,0.3469387755102041,0.9960326721120186
TSLP,6,0.01,11,4274,14,4285,25,0.44,0.9974329054842473
TSLP,7,0.005,5,4280,6,4285,11,0.45454545454545453,0.9988331388564761
TSLP,8,0.001,0,4285,0,4285,0,0.0,1.0
TSLP,9,0.0005,0,4285,0,4285,0,0.0,1.0
TSLP,10,0.0001,0,4285,0,4285,0,0.0,1.0
ARNT,1,0.5,869,2833,2638,3702,3507,0.24779013401767894,0.7652620205294436
ARNT,2,0.2,260,3442,756,3702,1016,0.2559055118110236,0.9297676931388439
ARNT,3,0.1,116,3586,325,3702,441,0.26303854875283444,0.968665586169638
ARNT,4,0.05,67,3635,159,3702,226,0.29646017699115046,0.9819016747703944
ARNT,5,0.02,33,3669,60,3702,93,0.3548387096774194,0.9910858995137763
ARNT,6,0.01,19,3683,29,3702,48,0.3958333333333333,0.9948676391139925
ARNT,7,0.005,12,3690,14,3702,26,0.46153846153846156,0.9967585089141004
ARNT,8,0.001,1,3701,3,3702,4,0.25,0.9997298757428417
ARNT,9,0.0005,0,3702,2,3702,2,0.0,1.0
ARNT,10,0.0001,0,3702,1,3702,1,0.0,1.0
ACCS,1,0.5,127,270,3219,397,3346,0.03795576808129109,0.6801007556675063
ACCS,2,0.2,43,354,802,397,845,0.05088757396449704,0.8916876574307305
ACCS,3,0.1,19,378,360,397,379,0.05013192612137203,0.9521410579345088
ACCS,4,0.05,9,388,151,397,160,0.05625,0.9773299748110831
ACCS,5,0.02,2,395,42,397,44,0.045454545454545456,0.9949622166246851
ACCS,6,0.01,1,396,17,397,18,0.05555555555555555,0.9974811083123426
ACCS,7,0.005,1,396,8,397,9,0.1111111111111111,0.9974811083123426
ACCS,8,0.001,0,397,2,397,2,0.0,1.0
ACCS,9,0.0005,0,397,2,397,2,0.0,1.0
ACCS,10,0.0001,0,397,0,397,0,0.0,1.0
KDM6B,1,0.5,1165,3122,2139,4287,3304,0.35260290556900725,0.7282481922090039
KDM6B,2,0.2,321,3966,568,4287,889,0.3610798650168729,0.9251224632610217
KDM6B,3,0.1,133,4154,218,4287,351,0.3789173789173789,0.9689759738745043
KDM6B,4,0.05,57,4230,93,4287,150,0.38,0.986703988803359
KDM6B,5,0.02,22,4265,35,4287,57,0.38596491228070173,0.9948682062048052
KDM6B,6,0.01,14,4273,18,4287,32,0.4375,0.9967343130394215
KDM6B,7,0.005,6,4281,9,4287,15,0.4,0.9986004198740378
KDM6B,8,0.001,2,4285,4,4287,6,0.3333333333333333,0.9995334732913459
KDM6B,9,0.0005,1,4286,1,4287,2,0.5,0.999766736645673
KDM6B,10,0.0001,0,4287,0,4287,0,0.0,1.0
CARD8,1,0.5,430,1133,2788,1563,3218,0.13362336855189558,0.7248880358285349
CARD8,2,0.2,114,1449,697,1563,811,0.1405672009864365,0.927063339731286
CARD8,3,0.1,41,1522,296,1563,337,0.12166172106824925,0.9737683941138836
CARD8,4,0.05,18,1545,127,1563,145,0.12413793103448276,0.9884836852207294
CARD8,5,0.02,6,1557,42,1563,48,0.125,0.9961612284069098
CARD8,6,0.01,6,1557,25,1563,31,0.1935483870967742,0.9961612284069098
CARD8,7,0.005,3,1560,11,1563,14,0.21428571428571427,0.9980806142034548
CARD8,8,0.001,0,1563,3,1563,3,0.0,1.0
CARD8,9,0.0005,0,1563,2,1563,2,0.0,1.0
CARD8,10,0.0001,0,1563,1,1563,1,0.0,1.0
GSTO1,1,0.5,787,1871,2486,2658,3273,0.2404521845401772,0.7039127163280662
GSTO1,2,0.2,271,2387,668,2658,939,0.288604898828541,0.8980436418359669
GSTO1,3,0.1,125,2533,287,2658,412,0.30339805825242716,0.952972159518435
GSTO1,4,0.05,62,2596,110,2658,172,0.36046511627906974,0.9766741911211437
GSTO1,5,0.02,24,2634,38,2658,62,0.3870967741935484,0.9909706546275395
GSTO1,6,0.01,12,2646,21,2658,33,0.36363636363636365,0.9954853273137697
GSTO1,7,0.005,7,2651,12,2658,19,0.3684210526315789,0.9973664409330324
GSTO1,8,0.001,2,2656,3,2658,5,0.4,0.999247554552295
GSTO1,9,0.0005,2,2656,1,2658,3,0.6666666666666666,0.999247554552295
GSTO1,10,0.0001,0,2658,1,2658,1,0.0,1.0
TAOK1,1,0.5,802,1643,2599,2445,3401,0.23581299617759482,0.6719836400817996
TAOK1,2,0.2,262,2183,701,2445,963,0.2720664589823468,0.8928425357873211
TAOK1,3,0.1,136,2309,280,2445,416,0.3269230769230769,0.9443762781186094
TAOK1,4,0.05,70,2375,129,2445,199,0.35175879396984927,0.9713701431492843
TAOK1,5,0.02,38,2407,55,2445,93,0.40860215053763443,0.9844580777096115
TAOK1,6,0.01,22,2423,29,2445,51,0.43137254901960786,0.9910020449897751
TAOK1,7,0.005,14,2431,17,2445,31,0.45161290322580644,0.9942740286298568
TAOK1,8,0.001,4,2441,5,2445,9,0.4444444444444444,0.9983640081799591
TAOK1,9,0.0005,3,2442,5,2445,8,0.375,0.9987730061349693
TAOK1,10,0.0001,0,2445,3,2445,3,0.0,1.0
NR2C1,1,0.5,763,2559,2678,3322,3441,0.22173786689915723,0.7703190848886213
NR2C1,2,0.2,204,3118,785,3322,989,0.20626895854398383,0.938591210114389
NR2C1,3,0.1,84,3238,334,3322,418,0.20095693779904306,0.9747140276941602
NR2C1,4,0.05,39,3283,137,3322,176,0.2215909090909091,0.9882600842865743
NR2C1,5,0.02,15,3307,54,3322,69,0.21739130434782608,0.9954846478025285
NR2C1,6,0.01,4,3318,26,3322,30,0.13333333333333333,0.9987959060806743
NR2C1,7,0.005,2,3320,14,3322,16,0.125,0.9993979530403372
NR2C1,8,0.001,1,3321,0,3322,1,1.0,0.9996989765201686
NR2C1,9,0.0005,0,3322,0,3322,0,0.0,1.0
NR2C1,10,0.0001,0,3322,0,3322,0,0.0,1.0
MAP3K6,1,0.5,349,1049,2836,1398,3185,0.10957613814756671,0.7503576537911302
MAP3K6,2,0.2,107,1291,723,1398,830,0.12891566265060242,0.9234620886981402
MAP3K6,3,0.1,45,1353,271,1398,316,0.14240506329113925,0.9678111587982833
MAP3K6,4,0.05,25,1373,111,1398,136,0.18382352941176472,0.9821173104434907
MAP3K6,5,0.02,5,1393,30,1398,35,0.14285714285714285,0.9964234620886981
MAP3K6,6,0.01,3,1395,13,1398,16,0.1875,0.9978540772532188
MAP3K6,7,0.005,1,1397,5,1398,6,0.16666666666666666,0.9992846924177397
MAP3K6,8,0.001,0,1398,3,1398,3,0.0,1.0
