source,target,stmt_type,statement_text,belief,evidence_count,logfoldchange,pval
HIF1A,ATG12,DecreaseAmount,HIF1A decreases the amount of ATG12,0.65,1,-0.51674914,0.0409066208640222
HIF1A,APEX1,IncreaseAmount,HIF1A increases the amount of APEX1,0.65,1,-0.33627504,0.0439593176840549
HIF1A,APEX1,DecreaseAmount,HIF1A decreases the amount of APEX1,0.9615,2,-0.33627504,0.0439593176840549
HIF1A,EPAS1,IncreaseAmount,HIF1A increases the amount of EPAS1,0.9816495,6,-0.51184994,0.0209171606115409
HIF1A,EPAS1,DecreaseAmount,HIF1A decreases the amount of EPAS1,0.9974635419121588,18,-0.51184994,0.0209171606115409
HIF1A,EPAS1,DecreaseAmount,HIF1A decreases the amount of EPAS1,0.65,1,-0.51184994,0.0209171606115409
HIF1A,HUWE1,IncreaseAmount,HIF1A increases the amount of HUWE1,0.65,1,0.33722338,0.0499821171794213
HIF1A,RER1,IncreaseAmount,HIF1A increases the amount of RER1,0.65,1,0.32888117,0.0398658004903113
HIF1A,HIF1A,DecreaseAmount,HIF1A (hydroxylation) decreases the amount of HIF1A,0.65,1,-0.38869473,0.0076600843663483
HIF1A,HIF1A,DecreaseAmount,HIF1A (modified) decreases the amount of HIF1A,0.65,1,-0.38869473,0.0076600843663483
HIF1A,HIF1A,DecreaseAmount,HIF1A decreases the amount of HIF1A,0.65,1,-0.38869473,0.0076600843663483
HIF1A,HIF1A,DecreaseAmount,HIF1A (ubiquitination) decreases the amount of HIF1A,0.86,2,-0.38869473,0.0076600843663483
HIF1A,HIF1A,DecreaseAmount,HIF1A (phosphorylated) decreases the amount of HIF1A,0.89,1,-0.38869473,0.0076600843663483
HIF1A,HIF1A,IncreaseAmount,HIF1A (sumoylation) increases the amount of HIF1A,0.89,1,-0.38869473,0.0076600843663483
HIF1A,HIF1A,DecreaseAmount,HIF1A decreases the amount of HIF1A,0.89,1,-0.38869473,0.0076600843663483
HIF1A,HIF1A,DecreaseAmount,HIF1A (phosphorylated) decreases the amount of HIF1A,0.9615,1,-0.38869473,0.0076600843663483
HIF1A,HIF1A,DecreaseAmount,HIF1A (acetylation) decreases the amount of HIF1A,0.65,1,-0.38869473,0.0076600843663483
HIF1A,HIF1A,IncreaseAmount,HIF1A increases the amount of HIF1A,0.65,1,-0.38869473,0.0076600843663483
HIF1A,HIF1A,IncreaseAmount,HIF1A increases the amount of HIF1A,0.65,1,-0.38869473,0.0076600843663483
HIF1A,HIF1A,IncreaseAmount,HIF1A (hydroxylation) increases the amount of HIF1A,0.65,1,-0.38869473,0.0076600843663483
HIF1A,HIF1A,DecreaseAmount,HIF1A (modified) decreases the amount of HIF1A,0.994499999526486,11,-0.38869473,0.0076600843663483
HIF1A,HIF1A,DecreaseAmount,HIF1A decreases the amount of HIF1A,0.9999994225,112,-0.38869473,0.0076600843663483
HIF1A,HIF1A,IncreaseAmount,HIF1A (modified) increases the amount of HIF1A,0.9944999999573837,17,-0.38869473,0.0076600843663483
HIF1A,HIF1A,IncreaseAmount,HIF1A increases the amount of HIF1A,0.9999978825,139,-0.38869473,0.0076600843663483
HIF1A,HIF1A,DecreaseAmount,HIF1A decreases the amount of HIF1A,0.65,1,-0.38869473,0.0076600843663483
EVL,CFL1,IncreaseAmount,EVL increases the amount of CFL1,0.65,1,0.15382816,0.0066347264210461
FLII,FLII,DecreaseAmount,FLII decreases the amount of FLII,0.9419,4,-1.0420303,0.0016319050482479
FLII,FLII,IncreaseAmount,FLII increases the amount of FLII,0.86,2,-1.0420303,0.0016319050482479
EHMT2,CCND1,IncreaseAmount,EHMT2 increases the amount of CCND1,0.65,1,-0.25071907,0.0043575434779654
DHODH,CDKN1A,IncreaseAmount,DHODH (modified) increases the amount of CDKN1A,0.65,1,0.26385847,0.0477798420158112
LMAN1,LMAN1,IncreaseAmount,LMAN1 increases the amount of LMAN1,0.65,1,-1.348268,3.446979186718562e-14
NUCB1,NUCB1,IncreaseAmount,NUCB1 increases the amount of NUCB1,0.65,1,-1.4924259,4.802707812018589e-10
NUCB1,NUCB1,DecreaseAmount,NUCB1 (modified) decreases the amount of NUCB1,0.65,1,-1.4924259,4.802707812018589e-10
TRAF6,MYC,IncreaseAmount,TRAF6 increases the amount of MYC,0.65,1,-0.42089328,0.0438001448855314
TRAF6,HIF1A,IncreaseAmount,TRAF6 increases the amount of HIF1A,0.997091188059,12,0.40533268,0.003631975299527
TRAF6,CCN2,IncreaseAmount,TRAF6 increases the amount of CCN2,0.65,1,0.5287909,0.0006783142011848
NFKB2,CD99,DecreaseAmount,NFKB2 decreases the amount of CD99,0.65,1,-0.11854488,0.0016388613553889
DGKA,DGKA,IncreaseAmount,DGKA increases the amount of DGKA,0.8775000000000001,1,-1.9368999,6.19590100197614e-06
DGKA,DGKA,DecreaseAmount,DGKA decreases the amount of DGKA,0.8775000000000001,1,-1.9368999,6.19590100197614e-06
DGKA,DGKA,DecreaseAmount,DGKA (modified) decreases the amount of DGKA,0.65,1,-1.9368999,6.19590100197614e-06
DGKA,DGKA,IncreaseAmount,DGKA (modified) increases the amount of DGKA,0.65,1,-1.9368999,6.19590100197614e-06
RBFOX2,PTEN,IncreaseAmount,RBFOX2 (modified) increases the amount of PTEN,0.86,2,-0.5598252,0.0382648088290242
RBFOX2,PTEN,IncreaseAmount,RBFOX2 increases the amount of PTEN,0.9419,2,-0.5598252,0.0382648088290242
RBFOX2,PRPF6,DecreaseAmount,RBFOX2 decreases the amount of PRPF6,0.65,1,-0.4597227,0.0083578094361105
UBA5,UFM1,DecreaseAmount,UBA5 decreases the amount of UFM1,0.65,1,0.33813715,0.0437485720958278
IGFBP2,STAT3,IncreaseAmount,IGFBP2 increases the amount of STAT3,0.65,1,-0.57174045,0.0344555474446345
VAMP8,VAMP8,DecreaseAmount,VAMP8 decreases the amount of VAMP8,0.86,2,-2.1143038,9.84264094391468e-07
VAMP8,VAMP8,IncreaseAmount,VAMP8 (modified) increases the amount of VAMP8,0.65,1,-2.1143038,9.84264094391468e-07
S100A10,S100A10,DecreaseAmount,S100A10 decreases the amount of S100A10,0.923,2,-0.98901904,9.054222481724972e-21
S100A10,S100A10,IncreaseAmount,S100A10 increases the amount of S100A10,0.86,2,-0.98901904,9.054222481724972e-21
S100A10,S100A10,DecreaseAmount,S100A10 (modified) decreases the amount of S100A10,0.65,1,-0.98901904,9.054222481724972e-21
REPIN1,RABAC1,DecreaseAmount,REPIN1 decreases the amount of RABAC1,0.79,1,-0.14038385,0.0384902499153413
REPIN1,RAB5B,DecreaseAmount,REPIN1 decreases the amount of RAB5B,0.79,1,0.40847537,0.0397674514632104
REPIN1,NOVA1,DecreaseAmount,REPIN1 decreases the amount of NOVA1,0.79,1,-0.40611282,0.0210704380210996
REPIN1,MEF2C,DecreaseAmount,REPIN1 decreases the amount of MEF2C,0.79,1,-0.717929,0.0350557434524507
REPIN1,DUSP1,DecreaseAmount,REPIN1 decreases the amount of DUSP1,0.79,1,-0.56085104,0.0478236510474421
REPIN1,POLR3GL,DecreaseAmount,REPIN1 decreases the amount of POLR3GL,0.79,1,-0.43364325,0.0099331183864892
REPIN1,RNF216,DecreaseAmount,REPIN1 decreases the amount of RNF216,0.79,1,0.47380176,0.0347770677517664
REPIN1,CLEC14A,DecreaseAmount,REPIN1 decreases the amount of CLEC14A,0.79,1,0.2927857,0.0347173231770352
REPIN1,PLAAT3,DecreaseAmount,REPIN1 decreases the amount of PLAAT3,0.79,1,0.2958915,0.037793348622002
REPIN1,CALM3,DecreaseAmount,REPIN1 decreases the amount of CALM3,0.95,2,-0.22371696,0.0428243380850227
DKK1,HDGF,DecreaseAmount,DKK1 decreases the amount of HDGF,0.65,1,-0.6122979,0.0012924014622371
DKK1,HDGF,IncreaseAmount,DKK1 increases the amount of HDGF,0.65,1,-0.6122979,0.0012924014622371
DKK1,CDKN1A,DecreaseAmount,DKK1 decreases the amount of CDKN1A,0.94757,3,0.29268342,0.0174239018375208
DKK1,CDKN1A,DecreaseAmount,DKK1 (modified) decreases the amount of CDKN1A,0.86,2,0.29268342,0.0174239018375208
DKK1,CDKN1A,IncreaseAmount,DKK1 increases the amount of CDKN1A,0.949980317,9,0.29268342,0.0174239018375208
FYN,MAPRE1,DecreaseAmount,FYN decreases the amount of MAPRE1,0.65,1,0.3509116,0.0231804814237057
RAB13,RAB13,DecreaseAmount,RAB13 decreases the amount of RAB13,0.9419,4,-1.629307,5.071930801548485e-21
PAK2,PAK2,DecreaseAmount,PAK2 decreases the amount of PAK2,0.86,2,-1.0038497,1.0705682736227045e-08
ST3GAL4,NFE2L2,DecreaseAmount,ST3GAL4 decreases the amount of NFE2L2,0.9419,4,-0.49923256,0.0193674619647371
ST3GAL4,NFE2L2,IncreaseAmount,ST3GAL4 increases the amount of NFE2L2,0.949271,6,-0.49923256,0.0193674619647371
ST3GAL4,NFE2L1,DecreaseAmount,ST3GAL4 decreases the amount of NFE2L1,0.86,2,-0.50311095,0.0318641015979841
ST3GAL4,IDE,DecreaseAmount,ST3GAL4 decreases the amount of IDE,0.923,3,-1.0597451,0.0229490757929259
ST3GAL4,IDE,IncreaseAmount,ST3GAL4 increases the amount of IDE,0.9419,4,-1.0597451,0.0229490757929259
ST3GAL4,EDN1,IncreaseAmount,ST3GAL4 increases the amount of EDN1,0.923,3,-0.57079846,0.0382931753946243
ST3GAL4,DNMT1,DecreaseAmount,ST3GAL4 decreases the amount of DNMT1,0.65,1,-0.8127267,0.0085584878075992
ST3GAL4,CCN2,DecreaseAmount,ST3GAL4 decreases the amount of CCN2,0.65,1,-0.48566395,0.0054542727725477
ST3GAL4,CCN2,IncreaseAmount,ST3GAL4 increases the amount of CCN2,0.86,2,-0.48566395,0.0054542727725477
NOTCH4,INTS3,IncreaseAmount,NOTCH4 increases the amount of INTS3,0.65,1,0.95678365,0.010065886030035
NOTCH4,ACTA2,IncreaseAmount,NOTCH4 increases the amount of ACTA2,0.89,1,0.6917858,0.0357036638535219
NOTCH4,NOTCH4,IncreaseAmount,NOTCH4 increases the amount of NOTCH4,0.65,1,-1.9839098,6.976869724927102e-05
IBTK,IBTK,DecreaseAmount,IBTK decreases the amount of IBTK,0.65,1,-1.2607226,0.0143499415052029
P4HA2,P4HA2,DecreaseAmount,P4HA2 decreases the amount of P4HA2,0.65,1,-1.6481285,2.054878092929701e-12
GSS,NR3C1,DecreaseAmount,GSS decreases the amount of NR3C1,0.65,1,-1.0646657,0.042761912467573
GSS,NR3C1,IncreaseAmount,GSS increases the amount of NR3C1,0.86,2,-1.0646657,0.042761912467573
GSS,GSS,IncreaseAmount,GSS (modified) increases the amount of GSS,0.65,1,-1.7924072,2.043711686858635e-06
FAM126A,BAX,IncreaseAmount,HYCC1 increases the amount of BAX,0.65,1,0.22034806,0.0277168864523068
FAM126A,PAFAH1B1,DecreaseAmount,HYCC1 decreases the amount of PAFAH1B1,0.65,1,0.4008237,0.0361199123348932
FAM126A,FOXA1,IncreaseAmount,HYCC1 increases the amount of FOXA1,0.65,1,0.84934944,0.0360792361134308
FAM126A,TM4SF1,IncreaseAmount,HYCC1 increases the amount of TM4SF1,0.65,1,-0.1734202,0.0491770205847418
CHUK,NUMB,DecreaseAmount,CHUK decreases the amount of NUMB,0.923,3,-0.55841154,0.0089225514392756
CHUK,NUMB,IncreaseAmount,CHUK increases the amount of NUMB,0.65,1,-0.55841154,0.0089225514392756
SCARB1,CD81,DecreaseAmount,SCARB1 decreases the amount of CD81,0.65,1,-0.19226862,0.0334262253415096
SCARB1,CD81,IncreaseAmount,SCARB1 increases the amount of CD81,0.65,1,-0.19226862,0.0334262253415096
SCARB1,SCARB1,IncreaseAmount,SCARB1 increases the amount of SCARB1,0.949999468559,10,-1.2246113,1.3046612056839526e-06
SCARB1,SCARB1,DecreaseAmount,SCARB1 decreases the amount of SCARB1,0.65,1,-1.2246113,1.3046612056839526e-06
SCARB1,SCARB1,DecreaseAmount,SCARB1 decreases the amount of SCARB1,0.65,1,-1.2246113,1.3046612056839526e-06
SCARB1,SCARB1,DecreaseAmount,SCARB1 decreases the amount of SCARB1,0.65,1,-1.2246113,1.3046612056839526e-06
SCARB1,SCARB1,IncreaseAmount,SCARB1 (modified) increases the amount of SCARB1,0.86,2,-1.2246113,1.3046612056839526e-06
SCARB1,SCARB1,DecreaseAmount,SCARB1 decreases the amount of SCARB1,0.86,1,-1.2246113,1.3046612056839526e-06
SCARB1,SCARB1,DecreaseAmount,SCARB1 decreases the amount of SCARB1,0.94993439,4,-1.2246113,1.3046612056839526e-06
MMP11,LGALS1,DecreaseAmount,MMP11 decreases the amount of LGALS1,0.65,1,-0.42673224,9.232016368883129e-05
KIF3A,KIF3A,IncreaseAmount,KIF3A increases the amount of KIF3A,0.86,2,-1.146618,0.0158990305813747
UBE2D1,UBE2D1,DecreaseAmount,UBE2D1 (modified) decreases the amount of UBE2D1,0.65,1,-2.3706007,6.485462239333075e-05
USP25,USP25,DecreaseAmount,USP25 (modified) decreases the amount of USP25,0.65,1,-1.8783221,0.0008697112487895
USP25,USP25,DecreaseAmount,USP25 decreases the amount of USP25,0.97305,3,-1.8783221,0.0008697112487895
YES1,YES1,DecreaseAmount,YES1 decreases the amount of YES1,0.65,1,-1.2443154,2.4488801912140045e-07
YES1,YES1,IncreaseAmount,YES1 increases the amount of YES1,0.65,1,-1.2443154,2.4488801912140045e-07
TNFSF10,ANXA5,IncreaseAmount,TNFSF10 increases the amount of ANXA5,0.65,1,-0.22490418,0.0137883599893319
TNFSF10,GSK3B,IncreaseAmount,TNFSF10 increases the amount of GSK3B,0.89,1,0.4995617,0.0362575749395158
TNFSF10,MTCH2,IncreaseAmount,TNFSF10 increases the amount of MTCH2,0.65,1,-0.36501288,0.0451926557311884
OPTN,CALCOCO2,DecreaseAmount,OPTN decreases the amount of CALCOCO2,0.86,2,0.47183535,0.017920285728126
OPTN,OPTN,IncreaseAmount,OPTN increases the amount of OPTN,0.86,2,-1.4331818,2.191338676043378e-07
OPTN,OPTN,DecreaseAmount,OPTN decreases the amount of OPTN,0.949271,6,-1.4331818,2.191338676043378e-07
PMVK,PMVK,IncreaseAmount,PMVK increases the amount of PMVK,0.65,1,-2.0422199,0.0027943805932608
AGTRAP,AGTRAP,DecreaseAmount,AGTRAP decreases the amount of AGTRAP,0.65,1,-2.1480668,9.495402490938329e-06
IRF1,RBMS2,DecreaseAmount,IRF1 decreases the amount of RBMS2,0.79,1,0.6456912,0.0087214682615805
IRF1,PTMA,DecreaseAmount,IRF1 decreases the amount of PTMA,0.95,2,-0.122388385,0.0068121571202687
IRF1,PSME2,DecreaseAmount,IRF1 decreases the amount of PSME2,0.79,1,-0.41694582,0.0085120505254737
IRF1,PSMB9,IncreaseAmount,IRF1 (modified) increases the amount of PSMB9,0.65,1,-0.7327445,0.021741020407979
IRF1,PSMB9,DecreaseAmount,IRF1 decreases the amount of PSMB9,0.9265,2,-0.7327445,0.021741020407979
IRF1,PSMB9,IncreaseAmount,IRF1 increases the amount of PSMB9,0.99461,3,-0.7327445,0.021741020407979
IRF1,PSMB8,DecreaseAmount,IRF1 decreases the amount of PSMB8,0.95,2,-0.47529554,0.0152603052899011
IRF1,NFAT5,DecreaseAmount,IRF1 decreases the amount of NFAT5,0.79,1,0.5779299,0.0301496250874568
IRF1,CUL2,DecreaseAmount,IRF1 decreases the amount of CUL2,0.95,2,-0.61643535,0.0442365205793374
IRF1,C1orf122,DecreaseAmount,IRF1 decreases the amount of C1orf122,0.79,1,0.4136699,0.0127912547026512
IRF1,HIPK1,DecreaseAmount,IRF1 decreases the amount of HIPK1,0.79,1,0.68820685,0.0270348061956962
IRF1,LSM6,DecreaseAmount,IRF1 decreases the amount of LSM6,0.79,1,0.3794716,0.0424770498774203
IRF1,SEMA3A,DecreaseAmount,IRF1 decreases the amount of SEMA3A,0.79,1,0.529929,0.0093885810865658
CCL2,SAMHD1,IncreaseAmount,CCL2 increases the amount of SAMHD1,0.65,1,0.64831704,0.0186054904183772
CCL2,TGFB1,IncreaseAmount,CCL2 increases the amount of TGFB1,0.951,3,0.3564854,0.0414901091221891
CCL2,DUSP6,IncreaseAmount,CCL2 (modified) increases the amount of DUSP6,0.65,1,0.32526508,0.0410054909220131
CCL2,CCL2,IncreaseAmount,CCL2 increases the amount of CCL2,0.65,1,-0.8694972,0.004177337834497
CCL2,CCL2,DecreaseAmount,CCL2 (modified) decreases the amount of CCL2,0.65,1,-0.8694972,0.004177337834497
CCL2,CCL2,IncreaseAmount,CCL2 increases the amount of CCL2,0.65,1,-0.8694972,0.004177337834497
CCL2,CCL2,IncreaseAmount,CCL2 (modified) increases the amount of CCL2,0.86,2,-0.8694972,0.004177337834497
CCL2,CCL2,DecreaseAmount,CCL2 decreases the amount of CCL2,0.9929999999985355,22,-0.8694972,0.004177337834497
CCL2,CCL2,IncreaseAmount,CCL2 increases the amount of CCL2,0.999082475,43,-0.8694972,0.004177337834497
CREB1,RAB1A,DecreaseAmount,CREB1 decreases the amount of RAB1A,0.79,1,-0.5340898,0.0028892539672896
CREB1,SRGN,IncreaseAmount,CREB1 increases the amount of SRGN,0.86,2,0.23173778,0.001499176784331
CREB1,PKM,IncreaseAmount,CREB1 increases the amount of PKM,0.987599,2,0.21393381,0.0256476235255784
CREB1,ATF4,IncreaseAmount,CREB1 increases the amount of ATF4,0.982423455,8,0.27738303,0.0442104940624914
CREB1,DGUOK,DecreaseAmount,CREB1 decreases the amount of DGUOK,0.79,1,0.44724166,0.0130387663720282
CREB1,RIPOR1,DecreaseAmount,CREB1 decreases the amount of RIPOR1,0.989936,6,-0.80884266,0.0189181684573049
CREB1,AKIRIN1,DecreaseAmount,CREB1 decreases the amount of AKIRIN1,0.989936,6,-0.5594538,0.0283702364926907
CREB1,RBM15B,DecreaseAmount,CREB1 decreases the amount of RBM15B,0.79,1,0.93461627,0.023337771283891
CREB1,COX8A,DecreaseAmount,CREB1 decreases the amount of COX8A,0.79,1,0.16714917,0.0442918698661975
CREB1,USP48,DecreaseAmount,CREB1 decreases the amount of USP48,0.9884,4,0.42720142,0.0048667778866792
CREB1,SPAG9,DecreaseAmount,CREB1 decreases the amount of SPAG9,0.98968,5,0.4160189,0.0267243598058408
CREB1,CALM2,DecreaseAmount,CREB1 decreases the amount of CALM2,0.982,3,-0.14880651,0.0332450174530837
CREB1,SLC38A2,DecreaseAmount,CREB1 decreases the amount of SLC38A2,0.79,1,-0.39090374,0.0236995539531268
CREB1,TPT1,DecreaseAmount,CREB1 decreases the amount of TPT1,0.982,3,-0.091309085,0.006186914939152
CREB1,SSNA1,DecreaseAmount,CREB1 decreases the amount of SSNA1,0.79,1,-0.49340883,0.008243829605242
CREB1,SREBF2,DecreaseAmount,CREB1 decreases the amount of SREBF2,0.9899872,7,0.67354107,0.0116917169962256
CREB1,CREB1,DecreaseAmount,CREB1 decreases the amount of CREB1,0.9846,2,-1.3376337,0.0319993752857765
CREB1,CREB1,IncreaseAmount,CREB1 (phosphorylated) increases the amount of CREB1,0.65,1,-1.3376337,0.0319993752857765
CREB1,CREB1,DecreaseAmount,CREB1 (phosphorylated on S119) decreases the amount of CREB1,0.89,1,-1.3376337,0.0319993752857765
CREB1,CREB1,IncreaseAmount,CREB1 increases the amount of CREB1,0.99614986359681,13,-1.3376337,0.0319993752857765
KPNA2,ICAM1,IncreaseAmount,KPNA2 increases the amount of ICAM1,0.65,1,0.8083568,0.0162467947161725
DHCR24,DHCR24,IncreaseAmount,DHCR24 increases the amount of DHCR24,0.94757,5,-0.79332685,0.0008994234424679
PMAIP1,USP9X,DecreaseAmount,PMAIP1 decreases the amount of USP9X,0.65,1,-0.55212045,0.0284456280485069
PMAIP1,TIMP1,IncreaseAmount,PMAIP1 increases the amount of TIMP1,0.65,1,0.28804696,0.0106684119349587
PMAIP1,PMAIP1,IncreaseAmount,PMAIP1 (methylation) increases the amount of PMAIP1,0.65,1,-1.3276415,0.0054602362996755
PMAIP1,PMAIP1,IncreaseAmount,PMAIP1 (modified) increases the amount of PMAIP1,0.86,2,-1.3276415,0.0054602362996755
PMAIP1,PMAIP1,IncreaseAmount,PMAIP1 increases the amount of PMAIP1,0.9499998405677,10,-1.3276415,0.0054602362996755
NRP1,NRP1,IncreaseAmount,NRP1 increases the amount of NRP1,0.65,1,-1.2174689,6.398393401994258e-10
NRP1,NRP1,IncreaseAmount,NRP1 increases the amount of NRP1,0.65,1,-1.2174689,6.398393401994258e-10
NRP1,NRP1,IncreaseAmount,NRP1 (modified) increases the amount of NRP1,0.65,1,-1.2174689,6.398393401994258e-10
NRP1,NRP1,IncreaseAmount,NRP1 increases the amount of NRP1,0.94999995217031,11,-1.2174689,6.398393401994258e-10
NRP1,NRP1,DecreaseAmount,NRP1 decreases the amount of NRP1,0.9970526451,10,-1.2174689,6.398393401994258e-10
FLI1,PHLDA1,DecreaseAmount,FLI1 decreases the amount of PHLDA1,0.9615,2,-0.7174093,0.0450820900791216
FLI1,CD99,IncreaseAmount,FLI1 increases the amount of CD99,0.65,1,-0.10899077,0.0474090205372784
FLI1,SMAD5,DecreaseAmount,FLI1 decreases the amount of SMAD5,0.65,1,-0.46360576,0.0177634565891165
FLI1,SMAD1,DecreaseAmount,FLI1 decreases the amount of SMAD1,0.65,1,-1.0614545,9.267141942312028e-05
FLI1,JAK1,DecreaseAmount,FLI1 decreases the amount of JAK1,0.65,1,-0.31356797,0.0299590336971604
FLI1,CAV1,DecreaseAmount,FLI1 decreases the amount of CAV1,0.65,1,-0.21794005,0.0033872025537661
FLI1,FLI1,IncreaseAmount,FLI1 (modified) increases the amount of FLI1,0.9419,4,-0.5976909,0.034094955005109
FLI1,FLI1,IncreaseAmount,FLI1 increases the amount of FLI1,0.9996804122617841,11,-0.5976909,0.034094955005109
FLI1,FLI1,DecreaseAmount,FLI1 decreases the amount of FLI1,0.9926598,6,-0.5976909,0.034094955005109
FLI1,FLI1,DecreaseAmount,FLI1 (methylation) decreases the amount of FLI1,0.65,1,-0.5976909,0.034094955005109
SMARCB1,SMARCB1,IncreaseAmount,SMARCB1 increases the amount of SMARCB1,0.65,1,-0.75309485,0.0095706670891052
SMARCB1,SMARCB1,DecreaseAmount,SMARCB1 decreases the amount of SMARCB1,0.86,2,-0.75309485,0.0095706670891052
SMARCB1,SMARCB1,IncreaseAmount,SMARCB1 increases the amount of SMARCB1,0.949271,5,-0.75309485,0.0095706670891052
SMARCB1,SMARCB1,DecreaseAmount,SMARCB1 decreases the amount of SMARCB1,0.992969382,7,-0.75309485,0.0095706670891052
TYRO3,BAX,DecreaseAmount,TYRO3 decreases the amount of BAX,0.65,1,-0.21892014,0.0278602720314031
UIMC1,TP53,DecreaseAmount,UIMC1 decreases the amount of TP53,0.65,1,0.61851144,0.0349120690512617
VWF,SERPINE1,DecreaseAmount,VWF decreases the amount of SERPINE1,0.86,2,0.20808381,0.0244273273189866
VWF,NEU1,IncreaseAmount,VWF increases the amount of NEU1,0.65,1,-0.9035391,0.0475940067139432
FZD6,FZD6,IncreaseAmount,FZD6 (modified) increases the amount of FZD6,0.65,1,-2.218034,1.0723662606424533e-07
FZD6,FZD6,IncreaseAmount,FZD6 increases the amount of FZD6,0.86,1,-2.218034,1.0723662606424533e-07
IRF3,JUN,DecreaseAmount,IRF3 decreases the amount of JUN,0.65,1,0.42041352,0.0308934083139893
IRF3,STK4,IncreaseAmount,IRF3 increases the amount of STK4,0.923,3,0.59664863,0.0131672968139664
IRF3,BST2,IncreaseAmount,IRF3 increases the amount of BST2,0.65,1,0.21639295,0.027520903759458
IRF3,IRF3,IncreaseAmount,IRF3 (modified) increases the amount of IRF3,0.86,2,-0.9668767,0.0189898701364946
IRF3,IRF3,IncreaseAmount,IRF3 increases the amount of IRF3,0.996148484409,10,-0.9668767,0.0189898701364946
IRF3,IRF3,DecreaseAmount,IRF3 decreases the amount of IRF3,0.65,1,-0.9668767,0.0189898701364946
IRF3,IRF3,DecreaseAmount,IRF3 (modified) decreases the amount of IRF3,0.923,3,-0.9668767,0.0189898701364946
IRF3,IRF3,DecreaseAmount,IRF3 decreases the amount of IRF3,0.9974890625980551,17,-0.9668767,0.0189898701364946
UGGT1,PSAP,DecreaseAmount,UGGT1 decreases the amount of PSAP,0.9419,4,-0.24515034,0.0429322698941704
UGGT1,HSPA5,DecreaseAmount,UGGT1 decreases the amount of HSPA5,0.65,1,0.60708374,5.172430491664529e-07
UGGT1,CALR,DecreaseAmount,UGGT1 decreases the amount of CALR,0.65,1,0.8130566,2.7616640781788257e-19
AGER,BAX,DecreaseAmount,AGER decreases the amount of BAX,0.65,1,-0.2845951,0.023645491471094
AGER,BAX,IncreaseAmount,AGER increases the amount of BAX,0.86,1,-0.2845951,0.023645491471094
AGER,BAX,IncreaseAmount,AGER (modified) increases the amount of BAX,0.65,1,-0.2845951,0.023645491471094
AGER,BAX,DecreaseAmount,AGER decreases the amount of BAX,0.86,1,-0.2845951,0.023645491471094
AGER,HSPA5,IncreaseAmount,AGER increases the amount of HSPA5,0.65,1,-0.2459832,0.023685890116451
STAT5A,PLS3,DecreaseAmount,STAT5A decreases the amount of PLS3,0.79,1,0.28458688,0.0478989787182687
STAT5A,APBB2,DecreaseAmount,STAT5A decreases the amount of APBB2,0.79,1,0.7019776,0.023404352891188
STAT5A,FLI1,DecreaseAmount,STAT5A decreases the amount of FLI1,0.79,1,0.54763675,0.049614876732086
STAT5A,SETD7,DecreaseAmount,STAT5A decreases the amount of SETD7,0.79,1,0.8322059,0.0060794559752613
STAT5A,TINAGL1,DecreaseAmount,STAT5A decreases the amount of TINAGL1,0.79,1,0.31805572,0.006490911911771
STAT5A,ASXL1,DecreaseAmount,STAT5A decreases the amount of ASXL1,0.95,2,0.57049686,0.0016788142289661
STAT5A,LETM2,DecreaseAmount,STAT5A decreases the amount of LETM2,0.79,1,-0.69545716,0.02423814282829
STAT5A,CALR,DecreaseAmount,STAT5A decreases the amount of CALR,0.79,1,0.2123449,0.0146810634166021
TRAPPC6A,TRAPPC6A,DecreaseAmount,TRAPPC6A decreases the amount of TRAPPC6A,0.65,1,-0.8654032,0.0235342247005234
