source,target,logfoldchange,pval,fold_change
PVT1,RPL26,0.14766796,1.1578493921006478e-08,1.1077773606945505
PVT1,EEF1B2,0.20432004,7.979352432901177e-07,1.1521431994860698
PVT1,RPS2,0.12313596,9.725456042161076e-07,1.089099647567339
PVT1,MT-ND6,0.5247666,4.090150427023555e-06,1.4387008073715877
PVT1,EEF1A1,0.09954942,4.429839848959976e-06,1.0714387803833796
PVT1,RPL17,0.122099414,8.698063393458072e-06,1.088317433445644
PVT1,RPS9,0.12467482,1.799481392726915e-05,1.090261962538382
PVT1,SNHG8,0.47660974,1.949987700621352e-05,1.3914699376972224
PVT1,RPL7,0.12611765,1.952785116785262e-05,1.091352871905924
PVT1,MT-CO2,0.15202138,2.1970878805841792e-05,1.1111251948381526
PVT1,MT-CO3,0.20444518,2.2914738348282377e-05,1.1522431412264664
PVT1,RPS18,0.09202665,2.3093428871653754e-05,1.0658664249675815
PVT1,RPL4,0.17775017,2.724658127086431e-05,1.1311185712584622
PVT1,RPS16,0.14900225,3.189712910486732e-05,1.1088023728690075
PVT1,RPS3,0.10090878,3.618415883220086e-05,1.0724488049311052
PVT1,RPL5,0.12139105,4.4223666224604774e-05,1.0877832001965537
PVT1,RPL7A,0.112738654,6.0275815472574105e-05,1.0812788707295287
PVT1,RPS11,0.110142894,6.989019172159477e-05,1.079335135656884
PVT1,RPS25,0.11391317,7.042675689192809e-05,1.0821595117461231
PVT1,RPL27,0.11665264,8.701729605089755e-05,1.0842163289087197
PVT1,RPS14,0.09511093,8.989670509928698e-05,1.0681475356267953
PVT1,MYC,0.5681117,9.54609478048944e-05,1.4825817935727188
PVT1,EEF2,0.18922782,0.0001024325100812,1.1401533032684383
PVT1,RPL9,0.11345615,0.0001026089131252,1.0818167572491033
PVT1,RPL23A,0.123326875,0.000102744002997,1.0892437800496342
PVT1,MRPL17,0.45946476,0.0001426788426155,1.3750315866457117
PVT1,RPS12,0.10066371,0.0001794797268599,1.072266643975774
PVT1,NCL,0.27070567,0.0001875231070062,1.2063977725660635
PVT1,NPM1,0.24645661,0.00020493535288,1.1862898983034025
PVT1,MFNG,0.66222095,0.000221403243944,1.5825169476593335
PVT1,RPS23,0.09575164,0.0002467011455488,1.068622012059997
PVT1,RPL11,0.09898582,0.0002535945294639,1.0710202962664939
PVT1,RPL13A,0.0934459,0.0003468693524555,1.0669154860641155
PVT1,RPS6,0.08466097,0.0003592065678722,1.0604385114860124
PVT1,RPL3,0.111462936,0.0003726852046622,1.0803231613234219
PVT1,MT-ND4,0.15343176,0.0003929665251059,1.1122119629776517
PVT1,ALG3,0.8604124,0.0004017457476184,1.8155572205717785
PVT1,RPL27A,0.108287245,0.0004022325699669,1.0779477463759208
PVT1,RPL24,0.10588204,0.0004074723865544,1.076152131069546
PVT1,RPL35A,0.11299336,0.0004459339592066,1.081469786010416
PVT1,RPL14,0.11121502,0.0004827630576001,1.0801375320820479
PVT1,RPL23,0.10519842,0.0004870905381299,1.0756423179586567
PVT1,RPL18,0.11042458,0.0005272159673113,1.0795458962622753
PVT1,SUPT16H,0.4926186,0.0005594490552035,1.4069963636823326
PVT1,C1QBP,0.291561,0.0005619006858034,1.223963893782382
PVT1,RPS29,0.14152315,0.0006532232235013,1.1030690854084726
PVT1,RPL22L1,0.2149232,0.000678392649613,1.1606421274603167
PVT1,LDHB,0.20259677,0.0006970446734445,1.1507678093759246
PVT1,RPL35,0.09672228,0.0007318506114736,1.0693412189933735
PVT1,RPLP2,0.09333037,0.0007365763896166,1.0668300516462885
PVT1,UQCRH,0.21581483,0.0009170977663348,1.161359661773098
PVT1,RPS5,0.107152805,0.0009285390570708,1.0771004527054968
PVT1,PPA1,0.29905143,0.0009385451850266,1.230335203647094
PVT1,MT-CO1,0.13742723,0.0013180336651573,1.0999418304606696
PVT1,RPLP0,0.10316573,0.0014292125265023,1.0741278552736528
PVT1,RPL10A,0.10145507,0.0017398412994295,1.0728549746185692
PVT1,CCT3,0.27151448,0.0021002154276327,1.207074298179269
PVT1,ASCC3,0.38276133,0.0022007391219737,1.3038350195064334
PVT1,RPS21,0.09481991,0.0022225328761141,1.0679320909648244
PVT1,AHCY,0.45694098,0.0024442324248524,1.3726282765058482
PVT1,MRPS18B,0.52910817,0.0025990120405057,1.4430368784358016
PVT1,FAM162A,0.3507305,0.0032514669755502,1.2752061568813917
PVT1,RPS24,0.066675544,0.0033137336844737,1.0473005671538829
PVT1,HSPD1,0.23232237,0.0033158365870242,1.174724433895232
PVT1,RPL8,0.076353446,0.0034339281196174,1.054349696888177
PVT1,PRKDC,0.28423938,0.0035915847143876,1.2177680607626928
PVT1,MT-CYB,0.1516014,0.0037165228770702,1.110801784533217
PVT1,SNHG29,0.18002643,0.0041468753261791,1.1329046397827203
PVT1,MKLN1,0.5551012,0.0043628689036758,1.4692716939226458
PVT1,GAS5,0.13854882,0.005080774421396,1.1007972873635088
PVT1,SF1,0.40320814,0.0052565845586289,1.3224453827632523
PVT1,ATP5F1B,0.20834,0.0054920602575488,1.1553580357477045
PVT1,RPS3A,0.06824162,0.0055212151425826,1.0484380513544274
PVT1,RPL37A,0.070703395,0.005824480828423,1.0502286043494542
PVT1,TUFM,0.2957477,0.0059715862919741,1.2275209950026584
PVT1,RPS15A,0.0761897,0.0070038739632423,1.054230034906051
PVT1,CYC1,0.29310057,0.0071085261825788,1.225270742320703
PVT1,ATP5F1A,0.24257793,0.0077285114244693,1.183104845949769
PVT1,NHP2,0.2262602,0.0082109694007144,1.1697986262767563
PVT1,FAM50A,0.3082771,0.0084728912068101,1.2382280958112564
PVT1,RPL34,0.081773564,0.0090634598005069,1.0583182751080262
PVT1,AMD1,0.42065203,0.0090830235363462,1.3385323714960085
PVT1,SLC27A5,0.45400983,0.0094822965411938,1.369842313541745
PVT1,FASN,0.37052125,0.0095339722515884,1.292819845912655
PVT1,HSPA8,0.20580436,0.0095564884774305,1.1533291945803579
PVT1,NME2,0.09823999,0.0097404159979283,1.0704667540396577
PVT1,RPL19,0.07042302,0.0098213029874411,1.050024521555921
PVT1,SIGMAR1,0.54848653,0.009930318787546,1.462550591266587
PVT1,SPG7,0.47677988,0.011342599177915,1.3916340462918548
PVT1,FAM136A,0.36469126,0.0115422256485473,1.2876060494182533
PVT1,EXOC6B,0.5258671,0.0116884693245593,1.4397986792161575
PVT1,LUC7L3,0.3286922,0.0118951417178479,1.2558744108713162
PVT1,DANCR,0.42893595,0.0119300390343326,1.346240300162123
PVT1,PGK1,0.283681,0.0119725363597315,1.2172968275925322
PVT1,SRRM2,0.22849579,0.012327648701446,1.171612743137065
PVT1,ATG4B,0.7503765,0.0125739013711375,1.6822317851113806
PVT1,MRPL47,0.34949818,0.0129357978653666,1.2741173674680115
PVT1,GAL,1.0785499,0.0132237138644382,2.111912261811513
PVT1,MSI2,0.43376723,0.013456074786993,1.3507561307328517
PVT1,CDK4,0.34459925,0.0135600851793398,1.269798210607176
PVT1,RPL12,0.07699912,0.0147258574831208,1.0548216736587965
PVT1,MRPS25,0.4428092,0.0148273840377909,1.3592484660357413
PVT1,CCT4,0.2443554,0.0148627101413358,1.1845633865982361
PVT1,KCTD12,0.31987312,0.0149406887223765,1.2482207674087005
PVT1,HSP90AB1,0.109741725,0.0150752051030264,1.0790350475655295
PVT1,RPL18A,0.07392584,0.0162481162796482,1.0525770468641318
PVT1,RPSA,0.06907063,0.0163346495208266,1.0490406841872242
PVT1,SNHG3,0.35966596,0.0165266710846795,1.2831287689623763
PVT1,SERBP1,0.12286759,0.016757690499855,1.088897072192284
PVT1,MRPS23,0.44497982,0.0168049084690414,1.3612950749654258
PVT1,DPH5,0.38625786,0.0170609964841496,1.3069988393662606
PVT1,MT-ND2,0.13355605,0.0189964998649529,1.0969943155923372
PVT1,FADS1,0.29340416,0.0194191381481387,1.225528606301106
PVT1,MRPS2,0.56906575,0.0196490055856844,1.4835625448135237
PVT1,HUS1,0.8685188,0.0198213363990675,1.8257874208919969
PVT1,CDKN1A,0.2495309,0.0199073428094074,1.1888205008142978
PVT1,PA2G4,0.20762946,0.0202599370250241,1.154789151852295
PVT1,UBE2G2,0.31930104,0.0204864111952868,1.2477259015114814
PVT1,RNASEH1,0.444414,0.0215638582059877,1.360761284432472
PVT1,RPS27A,0.053913765,0.0217704873459,1.0380772191309917
PVT1,MT-ND1,0.13433525,0.0218454077844063,1.0975869625627308
PVT1,RPS17,0.0796451,0.0220915229480133,1.0567580482868915
PVT1,AGPAT5,0.38035884,0.0221258558865076,1.3016655770725605
PVT1,BACE2,0.32390845,0.0229816315808885,1.2517170251448781
PVT1,SLC25A6,0.13803473,0.0232747050398977,1.1004050991009824
PVT1,CACNG8,0.35327482,0.0235513637662683,1.2774570797232667
PVT1,DDX27,0.36478794,0.0235528751098167,1.287692339258125
PVT1,GATA2,0.653495,0.0238461445655143,1.572974191503469
PVT1,MCRIP2,0.5268033,0.0243409308506199,1.4407333029136833
PVT1,RPL6,0.0577372,0.0243954137508694,1.0408319834191093
PVT1,ATP11C,0.45864308,0.0258790416303061,1.3742486670148344
PVT1,SLC39A10,0.38265717,0.0259414215297426,1.3037408883495545
PVT1,AK3,0.34449977,0.0260253462211695,1.2697106556025661
PVT1,EEF1G,0.12244434,0.0260368835960734,1.088577664365433
PVT1,POLD2,0.3529399,0.0265271377786926,1.2771605539469324
PVT1,IMP4,0.36813948,0.0268251016908656,1.2906872682828048
PVT1,GRHPR,0.31912124,0.0268674190407128,1.2475704097881877
PVT1,RPS28,0.074509196,0.0272628810460014,1.053002744101937
PVT1,SUCLG2,0.36277655,0.0273676905196448,1.2858983032708673
PVT1,BCAT1,0.34357205,0.0274176397771307,1.2688944350684916
PVT1,TOMM20,0.19612962,0.0278847225211107,1.1456208225037667
PVT1,TRAPPC11,0.75919306,0.0281358042248056,1.6925436725393321
PVT1,AC016747.1,0.5026713,0.0288179004711312,1.4168345517201804
PVT1,MAVS,0.3601436,0.0288503045152401,1.2835536509177055
PVT1,CHD8,0.41322473,0.0293200471252516,1.331659030894602
PVT1,NDUFA10,0.27832496,0.0293675641880352,1.212785962403315
PVT1,TRAP1,0.4306728,0.0299466756422009,1.3478620049891736
PVT1,TIMM9,0.49394524,0.0300099670639807,1.40829077177148
PVT1,DFFA,0.3913893,0.0302642838050519,1.3116559065780065
PVT1,HNRNPAB,0.25725704,0.0309024581691499,1.1952041312861954
PVT1,MRPS9,0.52951396,0.0310652346090186,1.4434428216727948
PVT1,RACK1,0.08123074,0.0313117450422666,1.0579201504312945
PVT1,RAB30-DT,0.65774596,0.0314046181801477,1.577615859428206
PVT1,NPM3,0.3269757,0.0315793923641221,1.2543810762048946
PVT1,MLF1,0.41517967,0.0318960885509246,1.3334647334536915
PVT1,TAF1,0.6083831,0.0330139218503615,1.5245496126399576
PVT1,IL27RA,0.76531565,0.0333428936439183,1.6997418473581476
PVT1,TMX4,0.38694036,0.0333959519290647,1.3076172914387425
PVT1,RP9,0.53593457,0.0339118937279269,1.4498810754822316
PVT1,PRDM2,0.5411837,0.0339905953748831,1.4551659597750781
PVT1,TNKS,0.45414725,0.0340985453579406,1.369972800367442
PVT1,DUSP23,0.4267526,0.0346448083946286,1.3442044640054134
PVT1,RPL37,0.06142086,0.03476721015194,1.0434929547306953
PVT1,CCDC12,0.41386902,0.0355783238605021,1.3322538663807635
PVT1,HNRNPA1,0.23573786,0.035591259295239,1.1775088149178634
PVT1,AKR1A1,0.32434967,0.0359442100893028,1.2520998968060337
PVT1,HAGHL,0.79661506,0.0360617948191766,1.7370208364328827
PVT1,ATF5,0.48903695,0.0368763224930384,1.4035076719201554
PVT1,EIF3E,0.08309765,0.0370857352226752,1.05929003117412
PVT1,ITPA,0.37937286,0.0372445791334841,1.3007762846530868
PVT1,MRPS6,0.42250094,0.0386425619888018,1.3402488897633829
PVT1,C1orf131,0.48159736,0.0392806631995038,1.3962887895475968
PVT1,ANKRD40,0.5638357,0.040571681606567,1.478194078912348
PVT1,PNRC2,0.3170486,0.0412269012261488,1.2457793813740576
PVT1,PABPC4,0.25131392,0.0417501011864156,1.190290666765466
PVT1,TBC1D4,0.6252315,0.0423338512543748,1.5424583139221395
PVT1,SRM,0.19398908,0.0430586574201565,1.1439223146317619
PVT1,RPS4X,0.046934932,0.0433688409927661,1.03306779351893
PVT1,MIB1,0.3103964,0.0442147435110656,1.2400483732182854
PVT1,NEAT1,0.12200916,0.0450797989635398,1.0882493511923095
PVT1,IMPDH2,0.24556595,0.0453783686787775,1.1855577582090715
PVT1,GAR1,0.44069847,0.0461549333575987,1.3572612762890737
PVT1,MRPL41,0.20126723,0.0462787077931067,1.1497077883655697
PVT1,GNL2,0.41569075,0.0463892639297769,1.3339372018992832
PVT1,RPL29,0.06398583,0.0465216835670152,1.0453498328378727
PVT1,SLC25A13,0.67478245,0.0475208755535379,1.5963560333810216
PVT1,UBAP1,0.9251882,0.047672575628261,1.898931941984749
PVT1,FBXO22,0.32473,0.0478911842370772,1.2524300247376294
PVT1,SPG21,0.2917989,0.0483449005790166,1.2241657417206018
PVT1,ZRANB1,0.5490156,0.0484847989247244,1.463087041119449
PVT1,EXOC5,0.3598004,0.0490959035501284,1.28324834507832
PVT1,PDLIM2,-0.25616324,0.0490760900739831,0.8373117408725953
PVT1,MSN,-0.18171637,0.0484988074398919,0.8816534715928595
PVT1,FKBP8,-0.34897563,0.0481412579944169,0.7851413811672477
PVT1,ECE1,-0.1900067,0.0481245523468626,0.876601650293034
PVT1,CAVIN3,-0.37339157,0.0472789997094882,0.7719655811218203
PVT1,UBE2V1,-0.17647465,0.0464784095610077,0.8848625948473382
PVT1,A1BG,-0.27382553,0.0464730026934845,0.8271233892294609
PVT1,S1PR1,-0.31725255,0.0461764392998685,0.8025968783667023
PVT1,HSP90B1,-0.12514965,0.046168373582876,0.9169089277893947
PVT1,CAPRIN1,-0.26285923,0.0459028697103743,0.8334345250061025
PVT1,CD81,-0.14619333,0.0458520618022184,0.9036316264469406
PVT1,HOOK3,-0.29130054,0.0451404351702583,0.8171650801900894
PVT1,RABAC1,-0.15747389,0.0447069552562193,0.8965936022398232
PVT1,HLA-E,-0.12580526,0.0445789030598351,0.9164923476544939
PVT1,COMMD6,-0.12527053,0.0445606351730412,0.9168321053807506
PVT1,MCAM,-0.1631657,0.0443393143456263,0.8930632741371481
PVT1,ASPH,-0.1403709,0.0438736958998624,0.9072858727584328
PVT1,APLP2,-0.06796179,0.0437142751282238,0.9539848166475308
PVT1,KRT19,-0.17308438,0.0437040067379368,0.8869444282430323
PVT1,ERICH1,-0.43725795,0.0426748244680361,0.7385369715579153
PVT1,OST4,-0.09997933,0.0426144845297793,0.9330463595248758
PVT1,FAM177A1,-0.24576527,0.0424940210777087,0.843368317168936
PVT1,ERGIC1,-0.44959745,0.0418885855742959,0.7322471357510394
PVT1,BCL7C,-0.465575,0.0403168713643318,0.7241823898871785
PVT1,S100A16,-0.08929276,0.0381023232665962,0.9399834362928273
PVT1,TMEM173,-0.6233378,0.0373253407469055,0.6491672842184991
PVT1,RGS4,-0.6749886,0.0372199316641824,0.6263371685323137
PVT1,PRSS3,-0.21320075,0.0369853584451801,0.8626213030435425
PVT1,TAX1BP3,-0.42418745,0.0368318967632352,0.7452583553632144
PVT1,TUBB3,-0.5135194,0.0343174147852394,0.7005114805411112
PVT1,CSNK1A1,-0.20913109,0.0340237795940266,0.8650580838017146
PVT1,BRD4,-0.27493232,0.0337673248069932,0.8264890896672239
PVT1,TWISTNB,-0.60793525,0.0336150681907122,0.6561350748171264
PVT1,EMP3,-0.14409533,0.033050336536721,0.9049466640943044
PVT1,C6orf62,-0.3617239,0.0329129500936924,0.778234099140764
PVT1,MESD,-0.26591522,0.0324837729379504,0.8316709700984196
PVT1,MFAP2,-0.23521724,0.0318803855645547,0.8495570638042261
PVT1,ENY2,-0.16766842,0.0311517079064633,0.8902803261993296
PVT1,ARPC5,-0.14546931,0.0307099938678289,0.9040852299784649
PVT1,TMEM59,-0.25165048,0.0304354838182544,0.8399349583330618
PVT1,REEP3,-0.36228597,0.0302755461836114,0.7779309603418045
PVT1,LAMTOR2,-0.28257614,0.0298408268552556,0.8221216890019076
PVT1,PRSS23,-0.21170203,0.0295399097930938,0.8635178886085232
PVT1,SERP1,-0.19429424,0.0295178598997598,0.8740003484390166
PVT1,SRSF9,-0.19714768,0.0295050040008473,0.8722734118263283
PVT1,BRK1,-0.1726562,0.02866709560739,0.8872077051079802
PVT1,LMNA,-0.16270383,0.0283852796171222,0.8933492286570688
PVT1,MALL,-0.54910934,0.0280636172982883,0.6834419268241797
PVT1,PHPT1,-0.1988979,0.0272714589354555,0.8712158461910321
PVT1,NUDT21,-0.5228849,0.0271857847553077,0.6959787197462519
PVT1,RAI14,-0.19839825,0.0265539543184927,0.8715176274915645
PVT1,APLN,-0.25644493,0.0262536144005433,0.8371482695132786
PVT1,TWF1,-0.5036929,0.0257089805337501,0.7052990981087396
PVT1,HLA-B,-0.13992861,0.0256389497542639,0.9075640639039797
PVT1,BRI3,-0.18708391,0.0246096931344852,0.8783793784688617
PVT1,ARHGAP18,-0.3612637,0.0246049834790888,0.7784823847796277
PVT1,SELENOT,-0.31981766,0.0245657667088095,0.8011711299737538
PVT1,BMPR2,-0.34494177,0.0243829512073531,0.787339754503822
PVT1,VPS28,-0.22585529,0.0239502246094622,0.8550879434675936
PVT1,APP,-0.117785424,0.0239256998084479,0.9216012482931639
PVT1,CD47,-0.28082103,0.023385628934767,0.8231224493849929
PVT1,HYAL2,-0.3084817,0.0233661091427641,0.8074911201941836
PVT1,NPC2,-0.19929834,0.0229905101267901,0.8709740617173661
PVT1,OAZ1,-0.08816652,0.0227943997875838,0.9407175209325002
PVT1,LOXL2,-0.1860307,0.02235304164334,0.8790208554843573
PVT1,TMED3,-0.31673098,0.0210856059067758,0.8028870894786337
PVT1,HSBP1,-0.15328704,0.0210156975693429,0.8991993887693053
PVT1,PRKAR2B,-0.31008503,0.0208683227711984,0.8065942185252845
PVT1,CRIP2,-0.14474566,0.020669177132308,0.9045388292270616
PVT1,LXN,-0.24637875,0.0205319700456311,0.8430097662688093
PVT1,TPM4,-0.109417506,0.0204957837446708,0.9269622511302189
PVT1,POLR3GL,-0.44993877,0.0203249897297231,0.7320739175568202
PVT1,ATP6V1F,-0.24241222,0.0201620384947057,0.8453307172562945
PVT1,MAPK1,-0.45577177,0.0200343373939305,0.7291200248719233
PVT1,IFI27L2,-0.39909527,0.0196709596402488,0.7583336936099156
PVT1,COX17,-0.30673784,0.0194063659753885,0.8084677665543867
PVT1,TPM1,-0.16598798,0.01931716610531,0.8913179219963808
PVT1,MYL12B,-0.1659998,0.0189802137545322,0.8913106194588513
PVT1,TGM2,-0.10966797,0.0187002667829717,0.9268013366510931
PVT1,HMGN2,-0.23947375,0.0186521117237805,0.8470542348917506
PVT1,PSMA7,-0.1347157,0.0184349228359844,0.9108493094604111
PVT1,C19orf33,-0.28644896,0.0174923140441519,0.8199177169035526
PVT1,DYNLL1,-0.16408345,0.0161685135550643,0.8924953452536207
PVT1,C4orf48,-0.1750213,0.0159812332526767,0.8857544416962925
PVT1,SRP14,-0.105367504,0.0159199472850931,0.9295681195096089
PVT1,GCLM,-0.41367543,0.0156430110467502,0.7507084202225426
PVT1,SSR4,-0.13458571,0.0156239963609412,0.9109313826863182
PVT1,ATP5F1E,-0.105610535,0.0155712844468716,0.9294115411364832
PVT1,PLAUR,-0.5331827,0.0154286989176842,0.6910285872517374
PVT1,SEC61G,-0.18007344,0.015283121309488,0.8826580636775448
PVT1,RHOA,-0.16710404,0.0139488326972637,0.890628670575062
PVT1,COL13A1,-0.37814942,0.0131102258527689,0.7694239166787331
PVT1,CMIP,-0.31601185,0.0124714206731378,0.8032873986926486
PVT1,TMBIM6,-0.21289356,0.012361092149505,0.8628049987271817
PVT1,CAVIN1,-0.18705924,0.0118000523287778,0.8783943988327836
PVT1,LY96,-0.34302565,0.011215160868888,0.7883861570366569
PVT1,EID1,-0.21899474,0.0108787095880654,0.8591638874136321
PVT1,TIMP1,-0.19610655,0.0106893202246726,0.8729031206396589
PVT1,VIM,-0.06885574,0.0106772514812011,0.9533938736286356
PVT1,CLU,-0.352873,0.0105311344160887,0.7830232225157726
PVT1,PABPN1,-0.39766583,0.0103237043062666,0.7590854323199149
PVT1,IL32,-0.40335727,0.0101141693799589,0.7560967351362914
PVT1,MGST3,-0.24002211,0.0100254321297563,0.8467323356800903
PVT1,ARPC1B,-0.21956599,0.0098823604687826,0.8588237599428518
PVT1,CALM1,-0.18786862,0.009726530132579,0.8779017406854169
PVT1,CIB1,-0.32100838,0.0094484357390702,0.8005101608207934
PVT1,DEK,-0.29644716,0.0093334454675163,0.81425514744974
PVT1,GNAS,-0.13871935,0.0092058230002235,0.9083250986125859
PVT1,DCXR,-0.43833852,0.0089836412463571,0.7379840188663154
PVT1,TMSB4X,-0.08027068,0.0088297029664332,0.945880163019641
PVT1,PALM2-AKAP2,-0.23359343,0.0081284380483388,0.8505138120147583
PVT1,ERCC1,-0.4837698,0.0078393840688462,0.7151065882593334
PVT1,SVIP,-0.35894442,0.0077766665981291,0.7797348814128005
PVT1,MRPL33,-0.32684472,0.0073225902839475,0.7972782844945795
PVT1,GRN,-0.33338612,0.0068705562168472,0.7936714858630481
PVT1,BASP1,-0.28379032,0.0066240099219539,0.8214300779856866
PVT1,H2AFZ,-0.2915178,0.0065559495375156,0.817042029986816
PVT1,PDIA6,-0.18042831,0.0064375166496831,0.8824409766717891
PVT1,GABARAP,-0.19082259,0.0059913314047609,0.8761060442909715
PVT1,ITM2B,-0.2076244,0.0056349826365777,0.8659619859840797
PVT1,FSTL1,-0.24228327,0.0056048628473663,0.8454062774159743
PVT1,TPPP3,-0.5170138,0.0053870245836531,0.6988168014096033
PVT1,MAP1B,-0.27810162,0.0050183819876076,0.8246754583905715
PVT1,MTCH1,-0.43595895,0.0049136775268296,0.739202248370615
PVT1,IGFBP6,-0.51426345,0.0047907162559196,0.7001502945866486
PVT1,ENG,-0.28192943,0.0047475589145454,0.822490300167664
PVT1,POLR2L,-0.16582485,0.0044751638763489,0.8914187117747175
PVT1,CALD1,-0.22479363,0.0044679186109218,0.8557174228418737
PVT1,MMP24OS,-0.4015602,0.0042304400624608,0.7570391417647331
PVT1,CD151,-0.28371388,0.0040364229159623,0.8214736019300075
PVT1,LSM3,-0.4315171,0.0039225162296321,0.7414816526813083
PVT1,CST3,-0.16550946,0.0036790662937484,0.8916136076276312
PVT1,TM9SF3,-0.36609414,0.0035636895895268,0.7758802242072617
PVT1,CAPN2,-0.36614746,0.0032865062707004,0.7758515492843542
PVT1,HHIP,-0.4610985,0.003221119170395,0.7264329258864791
PVT1,CAP1,-0.3108201,0.0030953698838698,0.806183354014421
PVT1,SDF4,-0.402032,0.0029449549149731,0.7567916101235571
PVT1,NDUFB4,-0.33851802,0.0028890440679392,0.790853283173854
PVT1,AP2S1,-0.14924137,0.0028300048831499,0.9017245028021832
PVT1,CFL1,-0.122208185,0.0027352259368825,0.9187802913018798
PVT1,TMED9,-0.32035553,0.0026373747766327,0.8008724905635614
PVT1,ANXA2,-0.12981956,0.0026161163805522,0.913945751626621
PVT1,SRGN,-0.18908738,0.0024242055079665,0.8771604199727606
PVT1,AKR1B1,-0.49604762,0.0023992363258479,0.7090466134777321
PVT1,MXRA7,-0.33985278,0.0021400494784814,0.7901219358436822
PVT1,POLD4,-0.32765713,0.0020834756089176,0.7968294477716953
PVT1,SERF2,-0.12212213,0.002078323177878,0.9188350970604485
PVT1,CTSB,-0.22861584,0.0017904856079553,0.8534533249149239
