source,intermediate_1,intermediate_2,intermediate_3,target,stmt_type_1,stmt_type_2,stmt_type_3,stmt_type_4,belief_1,belief_2,belief_3,belief_4,evidence_1,evidence_2,evidence_3,evidence_4,logfoldchange,pval,edge1_evidence_text,edge2_evidence_text,edge3_evidence_text,edge4_evidence_text,edge1_pmids,edge2_pmids,edge3_pmids,edge4_pmids
SEC11C,MYC,RGS3,CNKSR2,CEP192,Complex,Complex,Complex,IncreaseAmount,0.4261616001712757,0.4261616001712757,0.6835099360940164,0.4844526880351076,1,1,1,1,1.2492535,0.0372478965490513,,,,,,,,
SEC11C,MYC,RGN,DAB2IP,SRP9,Complex,Complex,Activation,DecreaseAmount,0.4261616001712757,0.4073065404350923,0.3663871154342217,0.5034580088219961,1,4,3,4,0.45163214,0.0003665821905362,,,,,,,,
SEC61A2,RAF1,IL6,PPARGC1A,ACAT2,Complex,IncreaseAmount,Complex,IncreaseAmount,0.8302066725941236,0.504176544902569,0.4244737435129522,0.6163664161553967,1,5,2,1,-0.76058155,3.699150781984751e-05,,,,,,,,
SFT2D3,RABAC1,RET,NKX2-1,UCK2,Complex,Complex,Activation,DecreaseAmount,0.8302066725941236,0.8302066725941236,0.3715222573296911,0.6301266297471854,1,1,1,1,-1.3601924,0.0436795922482046,,,,,,,,
SFT2D3,RABAC1,RGS2,PGF,CYLD,Complex,Complex,Inhibition,IncreaseAmount,0.8302066725941236,0.8302066725941236,0.4357402620936744,0.4844526880351076,1,1,1,1,-1.2750988,0.0481934897635983,,,,,,,,
SFT2D3,RABAC1,RGS2,STAT5B,A1BG,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.8302066725941236,0.4244737435129522,0.6301266297471854,1,1,2,1,-0.6357956,0.0004205067031548,,,,,,,,
SHISA4,PDCD6,KIF14,NF1,QRSL1,Complex,Complex,Complex,DecreaseAmount,0.8329154561839106,0.8302066725941236,0.8302066725941236,0.6301266297471854,2,1,1,1,-2.143098,0.0452642246234925,,,,,,,,
SHISA4,PDCD6,RIGI,ELK1,FAM104A,Complex,Complex,Inhibition,DecreaseAmount,0.8329154561839106,0.8302066725941236,0.4357402620936744,0.6301266297471854,2,1,1,1,-1.4515464,0.0095217892742232,,,,,,,,
SHISA4,PDCD6,TNIP2,JUN,COMMD10,Complex,Complex,Complex,DecreaseAmount,0.8329154561839106,0.8302066725941236,0.4261616001712757,0.6301266297471854,2,1,1,1,-1.300326,0.0081173264980819,,,,,,,,
SHISA4,PDCD6,KIF14,SUZ12,AEBP2,Complex,Complex,Complex,DecreaseAmount,0.8329154561839106,0.8302066725941236,0.8302066725941236,0.4729549708402811,2,1,1,1,-1.2860969,0.0286642126370029,,,,,,,,
SLC22A4,RGN,SIGMAR1,SOD1,COPB2,Activation,Complex,IncreaseAmount,IncreaseAmount,0.3715222573296911,0.4261616001712757,0.4715315630410047,0.4844526880351076,1,1,2,1,-0.7506113,0.0004306136131699,,,,,,,,
SLC2A11,PLK1,OPN1MW,BDNF,NENF,IncreaseAmount,Complex,Complex,DecreaseAmount,0.4844526880351076,0.4111657003835089,0.528750241156915,0.4738574987008168,1,2,3,1,-0.59684753,0.0002462081519836,,,,,,,,
SLC2A6,RELA,REL,CD28,SRRT,Complex,Complex,Complex,IncreaseAmount,0.4244737435129522,0.4321616952089651,0.712360506871101,0.4844526880351076,2,6,11,1,-1.362378,0.0377365913262231,,,,,,,,
SLC2A6,RELA,REL,MYC,CD164,Complex,Complex,IncreaseAmount,DecreaseAmount,0.4244737435129522,0.4321616952089651,0.4922809406747177,0.6309317981560123,2,6,5,2,-0.53886825,0.00017282481232,,,,,,,,
SMARCB1,TRIM27,RET,TP53,LTBP1,Complex,Complex,IncreaseAmount,DecreaseAmount,0.8302066725941236,0.4117976602725213,0.4844526880351076,0.6301266297471854,1,30,1,1,-0.30595252,0.0004274357283142,,,,,,,,
