source,intermediate_1,intermediate_2,intermediate_3,target,stmt_type_1,stmt_type_2,stmt_type_3,stmt_type_4,belief_1,belief_2,belief_3,belief_4,evidence_1,evidence_2,evidence_3,evidence_4,logfoldchange,pval,edge1_evidence_text,edge2_evidence_text,edge3_evidence_text,edge4_evidence_text,edge1_pmids,edge2_pmids,edge3_pmids,edge4_pmids
GSS,BCL2,BCL2L1,MIR608,C19orf53,Activation,Complex,DecreaseAmount,DecreaseAmount,0.3715222573296911,0.4261616001712757,0.6324007949925685,0.6309317981560123,1,1,1,2,0.40453184,0.0001843476224666,,,,,,,,
SVIL,RELA,REL,PTGS2,ADIPOR2,Complex,Complex,Complex,IncreaseAmount,0.8302066725941236,0.4321616952089651,0.4244737435129522,0.4844526880351076,1,6,2,1,-1.3547571,0.0163303739109213,,,,,,,,
SVIL,RELA,REL,LEF1,SVIL,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.4321616952089651,0.4261616001712757,0.6301266297471854,1,6,1,1,-1.2605519,1.7149265965389014e-06,,,,,,,,
TAOK1,RELA,REL,PPARA,TAOK1,Phosphorylation,Complex,Complex,DecreaseAmount,0.565177305878659,0.4321616952089651,0.4261616001712757,0.6301266297471854,1,6,1,1,-0.98339784,8.866243912576169e-05,,,,,,,,
TIMM9,MOK,REST,SERPINF2,MT-ATP6,Activation,Complex,Activation,IncreaseAmount,0.3715222573296911,0.8302066725941236,0.3715222573296911,0.4844526880351076,1,1,1,1,-0.40119484,2.2870557838010466e-08,,,,,,,,
TMEM167B,ASPH,RCN2,ELK1,SLC35F6,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.8302066725941236,0.8302066725941236,0.6301266297471854,1,1,1,1,-1.7772907,0.0405346154948966,,,,,,,,
STK38,RELA,BCL2L1,PAX4,CYBC1,Phosphorylation,Complex,IncreaseAmount,DecreaseAmount,0.565177305878659,0.4244737435129522,0.4844526880351076,0.6301266297471854,1,1,1,1,-1.7675139,0.0481876997052302,,,,,,,,
TNFSF10,RBX1,TRIM27,MYOD1,SERF2,Activation,Complex,DecreaseAmount,DecreaseAmount,0.3715222573296911,0.8302066725941236,0.4738574987008168,0.6301266297471854,1,1,1,1,-0.15651818,0.0002178351943333,,,,,,,,
TRIP12,RFXANK,BCL2,NFATC1,TMEM64,Complex,Inhibition,Inhibition,IncreaseAmount,0.8302066725941236,0.4824092651701481,0.4357402620936744,0.4844526880351076,1,1,1,1,-1.3747598,0.0484854275007871,,,,,,,,
TRIP12,RFXANK,BCL2,NMT1,NMT2,Complex,Inhibition,Inhibition,IncreaseAmount,0.8302066725941236,0.4824092651701481,0.4357402620936744,0.4844526880351076,1,1,1,1,-0.79001737,4.3190761319692714e-06,,,,,,,,
TRIP12,RFXANK,RECQL4,RPL22,RPL22L1,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.8302066725941236,0.8302066725941236,0.4738574987008168,1,1,1,1,-0.3431666,3.222644234950655e-05,,,,,,,,
TTC32,BAG3,TRIM27,PPARG,KLF6,Complex,Complex,Inhibition,IncreaseAmount,0.8302066725941236,0.8302066725941236,0.497172507174369,0.4844526880351076,1,1,5,1,-0.7835853,0.0002384695679751,,,,,,,,
TTLL11,RECQL4,RFXANK,IL6,RC3H1,Complex,Complex,Activation,IncreaseAmount,0.8302066725941236,0.8302066725941236,0.3715222573296911,0.4844526880351076,1,1,1,1,-1.8723841,0.0097411074519017,,,,,,,,
TTLL11,RECQL4,RFC5,RB1,PPIG,Complex,Complex,Complex,IncreaseAmount,0.8302066725941236,0.8302066725941236,0.8329154561839106,0.4844526880351076,1,1,2,1,-0.6517511,0.0002283614340727,,,,,,,,
TTLL11,RECQL4,RFC5,MYC,MYL12A,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.8302066725941236,0.8329154561839106,0.6301266297471854,1,1,2,1,-0.20823532,0.0003922126186666,,,,,,,,
UBA5,RBBP7,REST,NRF1,LSM1,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.8302066725941236,0.4261616001712757,0.6301266297471854,1,1,1,1,-0.65042084,0.0002411828597943,,,,,,,,
USP25,RELA,REL,MAP2K6,NDUFB11,Activation,Complex,Activation,DecreaseAmount,0.3715222573296911,0.4321616952089651,0.3715222573296911,0.4729549708402811,1,6,1,1,-0.4635,0.0002619899859493,,,,,,,,
XPO7,TRIM27,RET,TP53,UBE2C,Complex,Complex,IncreaseAmount,IncreaseAmount,0.8302066725941236,0.4117976602725213,0.4844526880351076,0.4715315630410047,1,30,1,2,1.7953829,0.0062867217350243,,,,,,,,
XPO7,TRIM27,RET,CYGB,TOP2A,Complex,Complex,Complex,IncreaseAmount,0.8302066725941236,0.4117976602725213,0.4244737435129522,0.4583769289308221,1,30,2,1,1.7889636,0.0053932340957868,,,,,,,,
XPO7,TRIM27,RELA,MCL1,FAM83D,Complex,Inhibition,IncreaseAmount,DecreaseAmount,0.8302066725941236,0.4357402620936744,0.4844526880351076,0.4738574987008168,1,1,1,1,1.7316334,0.0309858979489278,,,,,,,,
XPO7,TRIM27,RET,FBXO7,DLGAP5,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.4117976602725213,0.8302066725941236,0.546949795795761,1,30,1,1,1.7163911,0.0001644569326731,,,,,,,,
XPO7,TRIM27,RET,TP53,CENPE,Complex,Complex,IncreaseAmount,DecreaseAmount,0.8302066725941236,0.4117976602725213,0.4844526880351076,0.4738574987008168,1,30,1,1,1.7126687,0.0240524517247442,,,,,,,,
XPO7,TRIM27,RET,YAP1,CCNA2,Complex,Complex,Complex,IncreaseAmount,0.8302066725941236,0.4117976602725213,0.4443350122709595,0.545553245403983,1,30,1,2,1.6257229,0.0386072540047215,,,,,,,,
XPO7,TRIM27,RET,TP53,PRC1,Complex,Complex,IncreaseAmount,DecreaseAmount,0.8302066725941236,0.4117976602725213,0.4844526880351076,0.4738574987008168,1,30,1,1,1.5607872,0.0001985240273355,,,,,,,,
XPO7,TRIM27,RET,TP53,CENPF,Complex,Complex,IncreaseAmount,DecreaseAmount,0.8302066725941236,0.4117976602725213,0.4844526880351076,0.4738574987008168,1,30,1,1,1.5512686,0.0048733274712871,,,,,,,,
XPO7,TRIM27,RET,PTEN,KIF11,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.4117976602725213,0.4261616001712757,0.4738574987008168,1,30,1,1,1.5005555,0.0314368659990758,,,,,,,,
XPO7,TRIM27,RET,TP53,GTSE1,Complex,Complex,IncreaseAmount,IncreaseAmount,0.8302066725941236,0.4117976602725213,0.4844526880351076,0.4715315630410047,1,30,1,1,1.4824659,0.0371006390662404,,,,,,,,
XPO7,TRIM27,RET,SP1,KIF20B,Complex,Complex,Activation,DecreaseAmount,0.8302066725941236,0.4117976602725213,0.3715222573296911,0.6301266297471854,1,30,1,1,1.4073141,0.0111089728335921,,,,,,,,
XPO7,TRIM27,RET,SP1,GNA12,Complex,Complex,Activation,DecreaseAmount,0.8302066725941236,0.4117976602725213,0.3715222573296911,0.6301266297471854,1,30,1,1,-1.3804524,0.038595988990445,,,,,,,,
XPO7,TRIM27,RET,TP53,CENPK,Complex,Complex,IncreaseAmount,IncreaseAmount,0.8302066725941236,0.4117976602725213,0.4844526880351076,0.4844526880351076,1,30,1,1,1.3794352,0.0041254704127721,,,,,,,,
XPO7,TRIM27,RET,SP1,NUSAP1,Complex,Complex,Activation,DecreaseAmount,0.8302066725941236,0.4117976602725213,0.3715222573296911,0.6301266297471854,1,30,1,1,1.2991619,0.0099794441887685,,,,,,,,
XPO7,TRIM27,RET,YAP1,TAGLN,Complex,Complex,Complex,IncreaseAmount,0.8302066725941236,0.4117976602725213,0.4443350122709595,0.5028536023408147,1,30,1,3,-1.2925625,0.039747953781872,,,,,,,,
XPO7,TRIM27,RELA,NR3C1,C19orf48,Complex,Inhibition,Complex,DecreaseAmount,0.8302066725941236,0.4357402620936744,0.4244737435129522,0.6301266297471854,1,1,1,1,1.248342,0.00069428935225,,,,,,,,
XPO7,TRIM27,RET,TP53,RPS27L,Complex,Complex,IncreaseAmount,IncreaseAmount,0.8302066725941236,0.4117976602725213,0.4844526880351076,0.4844526880351076,1,30,1,1,-0.349045,1.680474496060589e-05,,,,,,,,
XPO7,TRIM27,RET,TP53,NEAT1,Complex,Complex,IncreaseAmount,DecreaseAmount,0.8302066725941236,0.4117976602725213,0.4844526880351076,0.6329669864572899,1,30,1,2,-0.5157702,2.156936377763793e-05,,,,,,,,
XPO7,TRIM27,RET,STAT3,H2AFV,Complex,Complex,Activation,DecreaseAmount,0.8302066725941236,0.4117976602725213,0.3715222573296911,0.4738574987008168,1,30,1,1,0.5981362,0.0001011000017987,,,,,,,,
XPO7,TRIM27,RET,IL1B,TUBA1B,Complex,Complex,Activation,DecreaseAmount,0.8302066725941236,0.4117976602725213,0.3748629023279588,0.4738574987008168,1,30,4,1,0.5434115,0.0001049625180885,,,,,,,,
XPO7,TRIM27,RET,SRY,PCLAF,Complex,Complex,Complex,IncreaseAmount,0.8302066725941236,0.4117976602725213,0.8302066725941236,0.4844526880351076,1,30,1,1,1.0725397,0.0001215372473964,,,,,,,,
XPO7,TRIM27,RET,YAP1,PSAT1,Complex,Complex,Complex,IncreaseAmount,0.8302066725941236,0.4117976602725213,0.4443350122709595,0.4848522412157821,1,30,1,9,0.71963316,0.000168814368032,,,,,,,,
XPO7,TRIM27,RET,TP53,PTMA,Complex,Complex,IncreaseAmount,DecreaseAmount,0.8302066725941236,0.4117976602725213,0.4844526880351076,0.4738574987008168,1,30,1,1,0.17862771,0.0001791793202228,,,,,,,,
XPO7,TRIM27,RET,CHMP4B,UBE2S,Complex,Complex,Complex,IncreaseAmount,0.8302066725941236,0.4117976602725213,0.8302066725941236,0.4844526880351076,1,30,1,1,0.8516654,0.0002569089051882,,,,,,,,
XPO7,TRIM27,RET,SP1,TUBA1C,Complex,Complex,Activation,DecreaseAmount,0.8302066725941236,0.4117976602725213,0.3715222573296911,0.6301266297471854,1,30,1,1,0.5709213,0.0003850101832969,,,,,,,,
XPO7,TRIM27,RET,SP1,PSMC5,Complex,Complex,Activation,DecreaseAmount,0.8302066725941236,0.4117976602725213,0.3715222573296911,0.6301266297471854,1,30,1,1,0.52378106,0.0003942303892404,,,,,,,,
YLPM1,B9D2,QARS1,MYC,REX1BD,Complex,Complex,Complex,IncreaseAmount,0.8302066725941236,0.8302066725941236,0.8216256011114469,0.4844526880351076,1,1,3,1,0.5746948,0.0002517628207072,,,,,,,,
ZDHHC18,UPF1,DPF2,PPARG,SLC39A4,Complex,Inhibition,Complex,DecreaseAmount,0.8302066725941236,0.4357402620936744,0.8302066725941236,0.4738574987008168,1,1,1,1,-1.2861389,0.0026936773376091,,,,,,,,
ZDHHC18,UPF1,DPF2,MAZ,MAP2K2,Complex,Inhibition,Complex,IncreaseAmount,0.8302066725941236,0.4357402620936744,0.8302066725941236,0.4715315630410047,1,1,1,2,-0.574207,0.0002674203950796,,,,,,,,
ZNF281,RELA,REL,MYC,ZNF281,Complex,Complex,IncreaseAmount,IncreaseAmount,0.8302066725941236,0.4321616952089651,0.4922809406747177,0.4844526880351076,1,6,5,1,-1.394579,0.0084558370192233,,,,,,,,
ZNF324B,RGS3,SMAD3,ELK1,AAGAB,Complex,Complex,Complex,DecreaseAmount,0.8329154561839106,0.4261616001712757,0.7036433258099775,0.6301266297471854,2,1,10,1,-1.4791291,0.0315407498714927,,,,,,,,
ZNF764,TRIM27,RET,TP53,SRSF3,Complex,Complex,IncreaseAmount,DecreaseAmount,0.8329154561839106,0.4117976602725213,0.4844526880351076,0.4738574987008168,2,30,1,1,-0.6837725,5.3620759831968115e-05,,,,,,,,
ZNF774,RBM11,PCYT1A,DKK1,ENY2,Complex,Complex,Inhibition,IncreaseAmount,0.8302066725941236,0.8302066725941236,0.4357402620936744,0.4844526880351076,1,1,1,1,0.34995297,0.0002780261376167,,,,,,,,
ZNF827,RBBP7,REST,PTGS2,FTH1,Complex,Complex,IncreaseAmount,IncreaseAmount,0.8216256011114469,0.8302066725941236,0.4844526880351076,0.4844526880351076,3,1,1,1,-0.2120373,3.1286624190613074e-05,,,,,,,,
