source,intermediate_1,intermediate_2,target,stmt_type_1,stmt_type_2,stmt_type_3,belief_1,belief_2,belief_3,evidence_1,evidence_2,evidence_3,logfoldchange,pval
BABAM1,GPT2,RN7SL179P,GDI2,Complex,Activation,DecreaseAmount,0.98,0.86,0.89,1,2,1,-0.29153216,0.0382497526809891
BABAM1,PCNA,hgnc:uniprot:Q89268,PDIA6,Complex,Complex,DecreaseAmount,0.98,0.9899,0.86,1,4,2,-0.13381119,0.0381513063124712
BABAM1,GRB2,PPARA,HHEX,Complex,Complex,DecreaseAmount,0.98,0.9899,0.79,1,2,1,-0.44305927,0.0368583035979595
BABAM1,PRDX5,POU1F1,BZW2,Complex,Complex,DecreaseAmount,0.98,0.86,0.79,1,2,1,-0.34873378,0.0357274322437045
BABAM1,SHMT2,GTF2A1,PNPLA6,Complex,Complex,DecreaseAmount,0.989999,0.98,0.79,3,1,1,-0.76345366,0.0353352879870395
BABAM1,NSF,hgnc:uniprot:P40136,RAB11A,Complex,Complex,DecreaseAmount,0.98,0.86,0.94993439,1,2,8,-0.25458324,0.0340561267228824
BABAM1,PRDX5,hgnc:mesh:D052638,DUSP6,Complex,Methylation,IncreaseAmount,0.98,0.86,0.989,1,2,1,-0.32380214,0.0330427199870852
BABAM1,PRDX5,hgnc:mesh:D052638,SUB1,Complex,Methylation,DecreaseAmount,0.98,0.86,0.89,1,2,1,-0.16467807,0.032723566772352
BABAM1,GRB2,LMO2,BABAM1,Complex,Complex,DecreaseAmount,0.98,0.98,0.79,1,1,1,-0.4528159,0.029468578605492
BABAM1,PCNA,hgnc:uniprot:P03129,DEK,Complex,Complex,IncreaseAmount,0.98,0.89,0.94993439,1,1,8,-0.3198276,0.0292307864328136
BABAM1,BRCA1,GABPA,ZRANB2,Complex,Complex,DecreaseAmount,0.9419,0.86,0.79,4,2,1,-0.36884603,0.0250778965340121
BABAM1,hgnc:mesh:D004249,hgnc:mesh:D009369,SERPINH1,Activation,Activation,IncreaseAmount,0.923,0.9974999999999999,0.86,3,4,1,-0.31483102,0.0232737463245704
BABAM1,PLK1,hgnc:uniprot.chain:PRO_0000032458,SMAD1,Complex,Activation,IncreaseAmount,0.98,0.86,0.8775000000000001,1,2,2,-0.5400651,0.0232737463245704
BABAM1,PLK1,hgnc:uniprot.chain:PRO_0000032458,CAV1,Complex,Activation,IncreaseAmount,0.98,0.86,0.94993439,1,2,8,-0.102776475,0.0208388672454947
BABAM1,TRIM27,hgnc:mesh:D051379,ORAI1,Complex,Activation,DecreaseAmount,0.98,0.949271,0.923,1,6,3,-0.5690706,0.0193864386017001
BABAM1,GPT2,RN7SL179P,WDR43,Complex,Activation,DecreaseAmount,0.98,0.86,0.89,1,2,1,-0.45713773,0.0172254526386103
BABAM1,GRB2,PPARA,RPL19,Complex,Complex,DecreaseAmount,0.98,0.9899,0.79,1,2,1,-0.077377446,0.0161316167215535
BABAM1,PRDX5,hgnc:mesh:D052638,GARS,Complex,Methylation,IncreaseAmount,0.98,0.86,0.89,1,2,1,-0.34312654,0.0156970776430914
BABAM1,PRDX5,hgnc:mesh:D052638,MYL6B,Complex,Methylation,IncreaseAmount,0.98,0.86,0.89,1,2,1,-0.42140782,0.0149607943433865
BABAM1,GRB2,LMO2,UROD,Complex,Complex,DecreaseAmount,0.98,0.98,0.79,1,1,1,-0.57166964,0.014185851516925
BABAM1,USP7,NRF1,NPDC1,Complex,Complex,DecreaseAmount,0.98,0.923,0.79,1,3,1,-0.4004728,0.0138633414509437
BABAM1,PAXIP1,PAX2,LMAN2,Complex,Activation,DecreaseAmount,0.98,0.987599,0.79,1,2,1,-0.38488021,0.0132945489032837
BABAM1,TRIM25,POU2F1,SDCCAG8,Complex,Complex,DecreaseAmount,0.98,0.98,0.79,1,1,1,-0.56865007,0.0057818171805646
BABAM1,PRDX5,hgnc:mesh:D052638,SNRPD2,Complex,Methylation,IncreaseAmount,0.98,0.86,0.89,1,2,1,-0.24806857,0.0032985426478045
BABAM1,PRDX5,hgnc:mesh:D052638,PTMA,Complex,Methylation,IncreaseAmount,0.98,0.86,0.98,1,2,2,-0.11694185,0.0027917737565072
BABAM1,PCNA,hgnc:uniprot:Q157B2,SRSF3,Complex,Complex,IncreaseAmount,0.98,0.923,0.86,1,3,1,-0.5321988,0.0001447882593168
GSTO2,CTNNB1,HSF1,LRRC8B,DecreaseAmount,Complex,DecreaseAmount,0.86,0.98285,0.95,2,4,2,0.4525004,0.0037373730853415
GSTO2,CTNNB1,TCF3,MED10,DecreaseAmount,Complex,DecreaseAmount,0.86,0.923,0.95,2,3,2,0.56217784,0.0041786337367645
GSTO2,HINT1,LEF1,NECTIN2,Complex,Complex,DecreaseAmount,0.98,0.98,0.79,1,1,1,0.38274738,0.0051837885261731
GSTO2,HINT1,LEF1,SSR4,Complex,Complex,DecreaseAmount,0.98,0.98,0.79,1,1,1,0.119036466,0.0074317703252364
GSTO2,GPX4,BACH1,ADGRG1,Complex,Complex,DecreaseAmount,0.98,0.8775000000000001,0.79,1,2,1,0.36021653,0.0083610918483989
GSTO2,ESPL1,HOXD1,ARL5A,Activation,Activation,IncreaseAmount,0.86,0.86,0.98,2,2,2,0.33090407,0.0122949795811426
GSTO2,hgnc:uniprot:P86981,hgnc:mesh:D009369,LYN,Complex,Inhibition,IncreaseAmount,0.86,0.923,0.923,2,2,1,0.5600309,0.0128894421173882
GSTO2,hgnc:go:0006915,hgnc:uniprot:P27958,SLC25A1,Activation,Inhibition,IncreaseAmount,0.8775000000000001,0.951,0.86,2,3,2,0.26354855,0.0132606975132189
GSTO2,hgnc:uniprot:P06788,RB1,H2AFV,Complex,Complex,DecreaseAmount,0.89,0.98,0.79,1,2,1,0.26745927,0.0132763045259798
GSTO2,GPX4,hgnc:chebi:64090,RPL7A,Complex,Inhibition,IncreaseAmount,0.98,0.8775000000000001,0.89,1,2,1,0.061524224,0.0143153877992618
GSTO2,HINT1,LEF1,WDR1,Complex,Complex,DecreaseAmount,0.98,0.98,0.79,1,1,1,0.2214594,0.0146875915535668
GSTO2,hgnc:uniprot:P86981,NGF,LNPEP,Complex,Complex,IncreaseAmount,0.86,0.86,0.89,2,2,1,0.4291596,0.0156029152346343
GSTO2,hgnc:go:0006915,hgnc:mesh:D000860,RBBP7,Activation,Activation,IncreaseAmount,0.8775000000000001,0.86,0.86,2,2,2,0.29908392,0.0160532574274947
GSTO2,CTNNB1,hgnc:uniprot.chain:PRO_0000032458,AGTRAP,DecreaseAmount,Activation,DecreaseAmount,0.86,0.8775000000000001,0.86,2,2,2,0.41024512,0.016111503496164
GSTO2,ESPL1,hgnc:chebi:63632,TUBGCP2,Activation,Activation,DecreaseAmount,0.86,0.9419,0.89,2,4,1,0.40036133,0.0209606329780591
GSTO2,TXN,MAP2K6,NDUFA6,Complex,Phosphorylation,DecreaseAmount,0.98,0.86,0.89,1,2,1,0.23519488,0.0210201638772687
GSTO2,hgnc:fplx:ATP_synthase,DYSF,ZNF106,Activation,Complex,IncreaseAmount,0.86,0.951,0.89,2,3,1,0.22591107,0.0210225014213186
GSTO2,hgnc:uniprot:P86981,NR3C1,CTDSPL,Complex,Complex,DecreaseAmount,0.86,0.86,0.79,2,2,1,0.45688644,0.0213851973739036
GSTO2,CTNNB1,POU3F2,FBXW11,DecreaseAmount,IncreaseAmount,DecreaseAmount,0.86,0.923,0.79,2,3,1,0.3892163,0.021477909171119
GSTO2,CTNNB1,KRT8P33,GATAD1,DecreaseAmount,Activation,DecreaseAmount,0.86,0.9419,0.89,2,4,1,0.34170106,0.0214969701730405
GSTO2,hgnc:uniprot:P86981,hgnc:mesh:D009369,RBX1,Complex,Inhibition,IncreaseAmount,0.86,0.923,0.923,2,2,1,0.147112,0.0215901036176765
GSTO2,hgnc:uniprot:P86981,REST,KTN1,Complex,Complex,DecreaseAmount,0.86,0.86,0.79,2,2,1,0.13132057,0.0219613016388824
GSTO2,CTNNB1,FOXO4,ATP5MF,DecreaseAmount,Activation,DecreaseAmount,0.86,0.97305,0.79,2,4,1,0.15517397,0.0239148050223124
GSTO2,FUS,XBP1,RPL36AL,Inhibition,Activation,DecreaseAmount,0.86,0.86,0.79,2,1,1,0.14311476,0.0243935060697073
GSTO2,FUS,RELA,TATDN1,Inhibition,IncreaseAmount,DecreaseAmount,0.86,0.951,0.79,2,3,1,0.31342903,0.0248615528078834
GSTO2,FKBP1A,FXYD6P1,SNRNP25,Complex,Activation,DecreaseAmount,0.98,0.86,0.989,1,2,3,0.46098733,0.0250052414699867
GSTO2,hgnc:uniprot:P86981,SP1,CRTAP,Complex,Complex,DecreaseAmount,0.86,0.9419,0.79,2,4,1,0.19460636,0.0254696114514521
GSTO2,HINT1,LEF1,RBMX,Complex,Complex,DecreaseAmount,0.98,0.98,0.95,1,1,2,0.27927515,0.0259694945164843
GSTO2,hgnc:uniprot:P86981,LRRK2,STK25,Complex,Complex,DecreaseAmount,0.86,0.86,0.86,2,2,2,0.3920045,0.0265421598018321
GSTO2,CTNNB1,ATF3,ARIH1,DecreaseAmount,Activation,DecreaseAmount,0.86,0.923,0.95,2,2,2,0.42658293,0.0266783945988951
GSTO2,hgnc:uniprot:P86981,HIF1A,RTRAF,Complex,Complex,DecreaseAmount,0.86,0.923,0.79,2,3,1,0.19293757,0.0282867420372748
GSTO2,FKBP1A,FXYD6P1,NRBP1,Complex,Activation,IncreaseAmount,0.98,0.86,0.89,1,2,1,0.2734186,0.0297925149740236
GSTO2,ESPL1,HOXD1,RPL35,Activation,Activation,IncreaseAmount,0.86,0.86,0.89,2,2,1,0.070824884,0.0308646236913824
GSTO2,hgnc:uniprot:P86981,REST,PTPN12,Complex,Complex,IncreaseAmount,0.86,0.86,0.86,2,2,2,0.34485304,0.0312759424738909
GSTO2,CTNNB1,hgnc:uniprot:Q157B2,ELAVL1,DecreaseAmount,Activation,IncreaseAmount,0.86,0.86,0.9419,2,2,4,0.3131093,0.0318606893007127
GSTO2,CTNNB1,PPARA,TUBA1B,DecreaseAmount,Activation,DecreaseAmount,0.86,0.8775000000000001,0.86,2,2,2,0.16756628,0.0335767965331975
GSTO2,ESPL1,RN7SL179P,KIAA0100,Activation,Activation,DecreaseAmount,0.86,0.95,0.89,2,41,1,0.46185008,0.0343317934540208
GSTO2,hgnc:uniprot:P86981,SP1,TMEM230,Complex,Complex,DecreaseAmount,0.86,0.9419,0.79,2,4,1,0.14859724,0.0344265094128715
GSTO2,FUS,PRKN,PLK2,Inhibition,Complex,DecreaseAmount,0.86,0.98,0.97305,2,1,3,0.1767425,0.0344282986502382
GSTO2,CTNNB1,PPARA,PURA,DecreaseAmount,Activation,DecreaseAmount,0.86,0.8775000000000001,0.79,2,2,1,0.31922135,0.0344533563169024
GSTO2,hgnc:uniprot:P86981,hgnc:uniprot:Q9UHZ2,ZEB1,Complex,Complex,DecreaseAmount,0.86,0.86,0.86,2,2,1,0.22117835,0.034755265691902
GSTO2,CTNNB1,FOXO4,HPCAL1,DecreaseAmount,Activation,DecreaseAmount,0.86,0.97305,0.79,2,4,1,0.26323265,0.0349505410429119
GSTO2,FKBP1A,FXYD6P1,MED4,Complex,Activation,DecreaseAmount,0.98,0.86,0.89,1,2,1,0.35329238,0.0350140253716668
GSTO2,CTNNB1,NR1H4,SWAP70,DecreaseAmount,Complex,DecreaseAmount,0.86,0.86,0.79,2,2,1,0.33157608,0.0355438356136083
GSTO2,CTNNB1,MYOG,COL4A5,DecreaseAmount,IncreaseAmount,DecreaseAmount,0.86,0.86,0.79,2,1,1,0.27788606,0.0356469278369482
GSTO2,FUS,ESRRA,LRPPRC,Inhibition,Complex,DecreaseAmount,0.86,0.98,0.79,2,1,1,0.2747589,0.0374139259534025
GSTO2,ESPL1,HOXD1,VTI1B,Activation,Activation,IncreaseAmount,0.86,0.86,0.89,2,2,1,0.24665503,0.0409063377429782
GSTO2,hgnc:uniprot:P86981,MYC,SRFBP1,Complex,Complex,DecreaseAmount,0.86,0.94757,0.79,2,5,1,0.46427855,0.041236913664915
GSTO2,HINT1,LEF1,FAM32A,Complex,Complex,DecreaseAmount,0.98,0.98,0.79,1,1,1,0.3679636,0.0418351194055567
GSTO2,GPX4,hgnc:mesh:D007239,NID1,Complex,Inhibition,DecreaseAmount,0.98,0.957125,0.86,1,1,2,0.2529162,0.0430297905622599
GSTO2,FUS,PAX3,PDXDC1,Inhibition,Complex,DecreaseAmount,0.86,0.923,0.79,2,3,1,0.38777196,0.0433595813515343
GSTO2,CTNNB1,POU3F2,PNISR,DecreaseAmount,IncreaseAmount,DecreaseAmount,0.86,0.923,0.79,2,3,1,0.22036333,0.0441823541401194
GSTO2,CTNNB1,FOXO4,CLINT1,DecreaseAmount,Activation,DecreaseAmount,0.86,0.97305,0.79,2,4,1,0.32176477,0.0453043675069652
GSTO2,CTNNB1,MYOD1,STRN3,DecreaseAmount,Activation,DecreaseAmount,0.86,0.999392351,0.95,2,5,2,0.30963036,0.0456056271352284
GSTO2,FUS,PRKN,EIF4B,Inhibition,Complex,DecreaseAmount,0.86,0.98,0.923,2,1,3,0.18545479,0.0456215295544686
GSTO2,hgnc:uniprot:P86981,NR3C1,SF3B1,Complex,Complex,DecreaseAmount,0.86,0.86,0.79,2,2,1,0.24132553,0.0458127233060521
GSTO2,CTNNB1,PPARA,YARS,DecreaseAmount,Activation,DecreaseAmount,0.86,0.8775000000000001,0.79,2,2,1,0.33022165,0.0461145342146848
GSTO2,FUS,PITX2,ZNF281,Inhibition,Complex,DecreaseAmount,0.86,0.94757,0.79,2,5,1,0.39941272,0.047237877278908
GSTO2,TXN,MAP2K6,PDHB,Complex,Phosphorylation,DecreaseAmount,0.98,0.86,0.89,1,2,1,0.31605887,0.0472448967798036
GSTO2,ESPL1,PSMB9,LCORL,Activation,Inhibition,IncreaseAmount,0.86,0.9419,0.89,2,4,1,0.56843996,0.0473596728660319
GSTO2,CTNNB1,MYCN,XRN2,DecreaseAmount,IncreaseAmount,DecreaseAmount,0.86,0.86,0.79,2,2,1,0.16888249,0.0497317583348144
GSTO2,hgnc:uniprot:P86981,hgnc:mesh:D017382,DDB2,Complex,Complex,IncreaseAmount,0.86,0.86,0.97305,2,2,4,-0.35724333,0.0499692028822179
GSTO2,hgnc:uniprot:P86981,hgnc:mesh:D009369,CDCP1,Complex,Inhibition,DecreaseAmount,0.86,0.923,0.923,2,2,2,-0.28505555,0.0496829185407885
GSTO2,GPX4,hgnc:mesh:D007239,MYDGF,Complex,Inhibition,IncreaseAmount,0.98,0.957125,0.94999822853,1,1,9,-0.17733471,0.0493009217441018
GSTO2,CTNNB1,FOXO4,USO1,DecreaseAmount,Activation,DecreaseAmount,0.86,0.97305,0.79,2,4,1,-0.3373693,0.0487433580217899
GSTO2,ESPL1,RN7SL179P,MAP7D3,Activation,Activation,DecreaseAmount,0.86,0.95,0.89,2,41,1,-0.3234961,0.0484868922003643
GSTO2,hgnc:uniprot:P86981,SP1,POLR2G,Complex,Complex,DecreaseAmount,0.86,0.9419,0.79,2,4,1,-0.27980658,0.0479939549873685
GSTO2,CTNNB1,INHBB,CDK5RAP1,DecreaseAmount,Activation,DecreaseAmount,0.86,0.9419,0.89,2,4,1,-0.8698256,0.0462683656555957
GSTO2,CTNNB1,hgnc:uniprot.chain:PRO_0000032458,MMP14,DecreaseAmount,Activation,IncreaseAmount,0.86,0.8775000000000001,0.94993439,2,2,8,-0.34784833,0.0462017289443219
GSTO2,TXN,hgnc:uniprot:Q64755,TNFRSF10B,Complex,Activation,IncreaseAmount,0.98,0.923,0.949271,1,3,6,-0.3227734,0.0445106824653492
GSTO2,GPX4,hgnc:mesh:D009362,CD164,Complex,Activation,IncreaseAmount,0.98,0.9804,0.86,1,4,2,-0.23282629,0.0443152130118983
GSTO2,hgnc:uniprot:P86981,hgnc:uniprot:P01533,ARF3,Complex,Complex,DecreaseAmount,0.86,0.923,0.923,2,3,3,-0.30855033,0.0439352503578957
GSTO2,ESPL1,HOXD1,NDUFB6,Activation,Activation,IncreaseAmount,0.86,0.86,0.89,2,2,1,-0.32080615,0.0438450849511335
GSTO2,CTNNB1,NF1,ATP6V1A,DecreaseAmount,Activation,DecreaseAmount,0.86,0.86,0.79,2,2,1,-0.40106812,0.0435842697738285
GSTO2,hgnc:uniprot:P06788,REL,DUSP6,Complex,Complex,DecreaseAmount,0.89,0.89,0.79,1,1,1,-0.23562297,0.0425990875476016
GSTO2,hgnc:uniprot:P86981,YY1,TAF6,Complex,Complex,DecreaseAmount,0.86,0.923,0.982,2,3,3,-0.7177298,0.0424449295341221
GSTO2,FUS,PAX3,PLPBP,Inhibition,Complex,DecreaseAmount,0.86,0.923,0.79,2,3,1,-0.3774337,0.042027665874446
GSTO2,GPX4,hgnc:mesh:D007239,IRF3,Complex,Inhibition,DecreaseAmount,0.98,0.957125,0.97305,1,1,1,-0.524985,0.0414187507360183
GSTO2,ESPL1,ODC1,COL18A1,Activation,Inhibition,DecreaseAmount,0.86,0.99288275,0.923,2,3,3,-0.26116797,0.0395057087463746
GSTO2,hgnc:uniprot:P86981,NFE2L2,CCDC186,Complex,Complex,DecreaseAmount,0.86,0.923,0.79,2,3,1,-0.85997075,0.0393350296238259
GSTO2,FUS,hgnc:chebi:85990,SEPTIN6,Inhibition,Activation,IncreaseAmount,0.86,0.94757,0.98,2,5,2,-0.28566197,0.0384988676664803
GSTO2,FUS,ESRRA,DIPK1B,Inhibition,Complex,DecreaseAmount,0.86,0.98,0.79,2,1,1,-0.3876125,0.0365957131883847
GSTO2,hgnc:uniprot:P86981,BMP2,HACD1,Complex,Complex,IncreaseAmount,0.86,0.86,0.951,2,2,3,-0.5648343,0.0362334551581472
GSTO2,ESPL1,RN7SL179P,TMEM203,Activation,Activation,IncreaseAmount,0.86,0.95,0.89,2,41,1,-0.5290304,0.0355806250274466
GSTO2,CTNNB1,NF1,ARL14EP,DecreaseAmount,Activation,DecreaseAmount,0.86,0.86,0.79,2,2,1,-0.80831313,0.0353970023153391
GSTO2,CTNNB1,hgnc:uniprot.chain:PRO_0000032458,PFN1,DecreaseAmount,Activation,IncreaseAmount,0.86,0.8775000000000001,0.86,2,2,2,-0.09266111,0.0353000105567796
GSTO2,TXN,hgnc:uniprot:Q9X725,GLRX,Complex,Activation,IncreaseAmount,0.98,0.8775000000000001,0.86,1,2,2,-0.40464544,0.0349777365684608
GSTO2,RBM12,PCBP1,GART,Complex,Complex,DecreaseAmount,0.98,0.98,0.79,1,1,1,-0.34473553,0.0346867796565812
GSTO2,CTNNB1,hgnc:uniprot:P03230,FSCN1,DecreaseAmount,Complex,IncreaseAmount,0.86,0.8775000000000001,0.9419,2,2,4,-0.28964356,0.0346399872307569
GSTO2,CTNNB1,SERPINE1,SERPINE2,DecreaseAmount,Activation,IncreaseAmount,0.86,0.99288275,0.923,2,6,3,-0.40228236,0.0341892477273014
GSTO2,CTNNB1,PPARA,ACOT13,DecreaseAmount,Activation,IncreaseAmount,0.86,0.8775000000000001,0.86,2,2,2,-0.32422403,0.0339816856147108
GSTO2,HINT1,JUN,SUPT4H1,Complex,Complex,DecreaseAmount,0.98,0.86,0.79,1,2,1,-0.40809363,0.0337769619726505
GSTO2,FUS,AR,UFC1,Inhibition,Complex,DecreaseAmount,0.86,0.923,0.79,2,3,1,-0.2475488,0.0328068474389096
GSTO2,hgnc:go:0006915,hgnc:uniprot:P27958,SOD1,Activation,Inhibition,IncreaseAmount,0.8775000000000001,0.951,0.9419,2,3,4,-0.19318801,0.0321481231477892
GSTO2,hgnc:uniprot:P86981,ESR1,HTATSF1,Complex,Complex,DecreaseAmount,0.86,0.9499999998837738,0.79,2,19,1,-0.42969343,0.0312084352752651
GSTO2,hgnc:uniprot:P06788,PTHLH,ECH1,Complex,Complex,IncreaseAmount,0.89,0.89,0.86,1,1,2,-0.28266618,0.0311262786737394
GSTO2,FUS,RELA,BCL6B,Inhibition,IncreaseAmount,DecreaseAmount,0.86,0.951,0.95,2,3,2,-0.7110967,0.0307247660152986
GSTO2,FUS,RELA,NEK7,Inhibition,IncreaseAmount,IncreaseAmount,0.86,0.951,0.9497812999999999,2,3,7,-0.9367783,0.0303903613377432
GSTO2,hgnc:uniprot:P86981,hgnc:mesh:D013274,KDM5A,Complex,Complex,IncreaseAmount,0.86,0.94999822853,0.86,2,11,2,-0.32361868,0.0294840842228381
GSTO2,hgnc:uniprot:P86981,hgnc:mesh:D000544,PPP1CA,Complex,Complex,DecreaseAmount,0.86,0.9825,0.89,2,71,1,-0.26060125,0.0282806959309997
GSTO2,TXN,NFE2L1,DCAF8,Complex,Activation,DecreaseAmount,0.98,0.86,0.79,1,2,1,-0.46655947,0.0281404375385933
GSTO2,hgnc:uniprot:P86981,hgnc:mesh:D009369,TXLNA,Complex,Inhibition,IncreaseAmount,0.86,0.923,0.923,2,2,1,-0.41946992,0.028029262769459
GSTO2,hgnc:go:0006915,LINC01898,MRPL19,Activation,Activation,IncreaseAmount,0.8775000000000001,0.923,0.89,2,3,1,-0.3322479,0.0273848298584678
GSTO2,CTNNB1,hgnc:uniprot:O67480,CALR,DecreaseAmount,Complex,IncreaseAmount,0.86,0.97305,0.86,2,4,2,-0.10105575,0.0271169543750543
GSTO2,hgnc:uniprot:P86981,hgnc:mesh:D009369,RNF115,Complex,Inhibition,IncreaseAmount,0.86,0.923,0.86,2,2,1,-0.42719865,0.0269599275509729
GSTO2,GPX4,SLX1B,MMP24OS,Complex,Inhibition,DecreaseAmount,0.98,0.86,0.89,1,2,1,-0.2733675,0.0263439098868931
GSTO2,CTNNB1,SOX9,ZDHHC9,DecreaseAmount,IncreaseAmount,DecreaseAmount,0.86,0.86,0.79,2,2,1,-0.5457792,0.0257317334845448
GSTO2,CTNNB1,hgnc:uniprot.chain:PRO_0000032458,PPIA,DecreaseAmount,Activation,IncreaseAmount,0.86,0.8775000000000001,0.94999822853,2,2,11,-0.08354723,0.0250283526580152
GSTO2,hgnc:uniprot:P86981,SP1,PSMA4,Complex,Complex,DecreaseAmount,0.86,0.9419,0.79,2,4,1,-0.2235304,0.0247967218141287
GSTO2,hgnc:uniprot:P86981,hgnc:mesh:D010300,RAB10,Complex,Complex,IncreaseAmount,0.86,0.949271,0.86,2,6,2,-0.29399407,0.0238677776254645
GSTO2,GPX4,hgnc:mesh:D007239,HSP90AB1,Complex,Inhibition,IncreaseAmount,0.98,0.957125,0.8775000000000001,1,1,1,-0.0751027,0.0236131442539023
GSTO2,hgnc:uniprot:P06788,REL,CSRP1,Complex,Complex,IncreaseAmount,0.89,0.89,0.941,1,1,1,-0.2529633,0.02328794687117
GSTO2,CTNNB1,HAL,PTRH1,DecreaseAmount,Activation,DecreaseAmount,0.86,0.9497812999999999,0.89,2,7,1,-0.38655695,0.0232866692593711
GSTO2,CTNNB1,PPARD,ACSL3,DecreaseAmount,IncreaseAmount,IncreaseAmount,0.86,0.98934691,0.86,2,6,2,-0.21863635,0.0230083340983452
GSTO2,hgnc:uniprot:P86981,hgnc:mesh:D017382,PRDX5,Complex,Complex,IncreaseAmount,0.86,0.86,0.86,2,2,2,-0.17049776,0.0220988735305985
GSTO2,CTNNB1,KLF4,UGDH,DecreaseAmount,IncreaseAmount,IncreaseAmount,0.86,0.97305,0.949271,2,4,5,-0.38862276,0.0210189951901763
GSTO2,CTNNB1,hgnc:uniprot:Q157B2,IL32,DecreaseAmount,Activation,IncreaseAmount,0.86,0.86,0.949271,2,2,6,-0.29143193,0.020578972400453
GSTO2,hgnc:uniprot:P86981,MYD88,BCAP31,Complex,Complex,IncreaseAmount,0.86,0.86,0.923,2,2,3,-0.23221233,0.0193262898199232
GSTO2,hgnc:uniprot:P86981,PGR,MAP1B,Complex,Complex,DecreaseAmount,0.86,0.949271,0.79,2,6,1,-0.22656266,0.0189547457425007
GSTO2,hgnc:uniprot:P86981,NR3C1,HMGCS1,Complex,Complex,DecreaseAmount,0.86,0.86,0.79,2,2,1,-0.26673263,0.0186293926941147
GSTO2,hgnc:uniprot:P86981,PIN1,FKBP1A,Complex,Complex,DecreaseAmount,0.86,0.86,0.923,2,2,3,-0.10056046,0.0179484733555907
GSTO2,CTNNB1,PLK1,USP16,DecreaseAmount,Complex,DecreaseAmount,0.86,0.999914453,0.86,2,6,2,-0.48186126,0.0177852230344817
GSTO2,FUS,SF1,DRAP1,Inhibition,Complex,DecreaseAmount,0.86,0.999934451,0.79,2,4,1,-0.20341814,0.0176965441525591
GSTO2,CTNNB1,POU3F2,PSMA1,DecreaseAmount,IncreaseAmount,DecreaseAmount,0.86,0.923,0.79,2,3,1,-0.2588322,0.0175762430198357
GSTO2,hgnc:uniprot:P86981,hgnc:mesh:D009369,THBD,Complex,Inhibition,DecreaseAmount,0.86,0.923,0.86,2,2,2,-0.40768838,0.0173842621552165
GSTO2,GPX4,hgnc:mesh:D007239,POLR2A,Complex,Inhibition,DecreaseAmount,0.98,0.957125,0.86,1,1,2,-0.40879086,0.0173111420506264
GSTO2,hgnc:go:0006915,hgnc:mesh:D000860,TXNRD1,Activation,Activation,IncreaseAmount,0.8775000000000001,0.86,0.923,2,2,3,-0.24844407,0.0170407975645275
GSTO2,hgnc:go:0006915,hgnc:mesh:D011839,CTSL,Activation,Activation,IncreaseAmount,0.8775000000000001,0.86,0.951,2,2,3,-0.2331613,0.0166947012933919
GSTO2,hgnc:uniprot:P86981,IRF7,RBCK1,Complex,Complex,DecreaseAmount,0.86,0.86,0.79,2,2,1,-0.3059716,0.0163594842130929
GSTO2,FUS,RELA,RBMS1,Inhibition,IncreaseAmount,DecreaseAmount,0.86,0.951,0.95,2,3,2,-0.36596918,0.015471070253717
GSTO2,GPX4,hgnc:mesh:D007239,ATP6AP1,Complex,Inhibition,DecreaseAmount,0.98,0.957125,0.923,1,1,3,-0.33154115,0.0151637263762347
GSTO2,ESPL1,RNU6-844P,C22orf39,Activation,Activation,DecreaseAmount,0.86,0.923,0.89,2,3,1,-0.49109668,0.0148807575743533
GSTO2,CTNNB1,KRT8P33,LINC00205,DecreaseAmount,Activation,IncreaseAmount,0.86,0.9419,0.89,2,4,1,-0.9890312,0.0147637336355093
GSTO2,hgnc:uniprot:P86981,NR3C1,CAMLG,Complex,Complex,DecreaseAmount,0.86,0.86,0.95,2,2,2,-0.24992852,0.0143580020282974
GSTO2,ESPL1,HOXD1,ITGB1BP1,Activation,Activation,IncreaseAmount,0.86,0.86,0.89,2,2,1,-0.44679263,0.0135472983685364
GSTO2,ESPL1,RN7SL179P,NDUFA1,Activation,Activation,DecreaseAmount,0.86,0.95,0.989,2,41,3,-0.20177794,0.0131086050581945
GSTO2,TXN,NFE2L1,KCNAB1,Complex,Activation,DecreaseAmount,0.98,0.86,0.79,1,2,1,-0.29488632,0.0128605679091648
GSTO2,FUS,PAX3,NDUFB2,Inhibition,Complex,DecreaseAmount,0.86,0.923,0.79,2,3,1,-0.2183886,0.012679523132241
GSTO2,hgnc:uniprot:P86981,MYC,ADSS,Complex,Complex,DecreaseAmount,0.86,0.94757,0.9884,2,5,4,-0.28024456,0.0123967458810337
GSTO2,CTNNB1,IRF1,PBDC1,DecreaseAmount,Complex,DecreaseAmount,0.86,0.9419,0.79,2,4,1,-0.63859993,0.0110876145182524
GSTO2,CTNNB1,LINC00917,MMAB,DecreaseAmount,Complex,DecreaseAmount,0.86,0.98922,0.89,2,5,1,-0.37947452,0.0103760046509262
GSTO2,CTNNB1,HNF4A,ACAT2,DecreaseAmount,Complex,IncreaseAmount,0.86,0.86,0.923,2,1,3,-0.27810687,0.0099365321965243
GSTO2,FUS,PITX2,MNAT1,Inhibition,Complex,DecreaseAmount,0.86,0.94757,0.79,2,5,1,-0.38030222,0.0098009244139447
