source,intermediate_1,intermediate_2,target,stmt_type_1,stmt_type_2,stmt_type_3,belief_1,belief_2,belief_3,evidence_1,evidence_2,evidence_3,logfoldchange,pval
HINT3,APP,hgnc:mesh:D000952,EIF4A1,Complex,Complex,DecreaseAmount,0.98,0.8775000000000001,0.89,1,2,1,0.12000093,0.037948984369138
HINT3,APP,PRKCD,GMCL1,Complex,Complex,DecreaseAmount,0.98,0.98,0.94757,1,1,5,0.5904705,0.0387588649449231
HINT3,APP,TP53I11,WDR77,Complex,Activation,IncreaseAmount,0.98,0.86,0.89,1,2,1,0.91753864,0.039109283951757
HINT3,APP,hgnc:chebi:79314,SMIM19,Complex,Activation,IncreaseAmount,0.98,0.923,0.89,1,1,1,0.33377862,0.0402831767911148
HINT3,APP,hgnc:uniprot.chain:PRO_0000032458,BTF3L4,Complex,Activation,IncreaseAmount,0.98,0.923,0.86,1,3,2,0.28712767,0.0403734374747149
HINT3,APP,RUNX2,ROCK2,Complex,Activation,DecreaseAmount,0.98,0.86,0.79,1,2,1,0.36045998,0.0406012151554673
HINT3,APP,TP53,ZDHHC9,Complex,DecreaseAmount,DecreaseAmount,0.98,0.97305,0.86,1,4,2,0.5572603,0.0406424958082059
HINT3,APP,RN7SL179P,RBM25,Complex,Activation,DecreaseAmount,0.98,0.9419,0.98,1,4,2,0.28883842,0.041001754049227
HINT3,APP,PARS2,IPO8,Complex,Activation,IncreaseAmount,0.98,0.86,0.89,1,1,1,0.7804671,0.0410350515834486
HINT3,APP,NFE2L2,IMP4,Complex,DecreaseAmount,IncreaseAmount,0.98,0.923,0.98249311095,1,3,10,0.41861936,0.0410655944467606
HINT3,APP,hgnc:mesh:D009369,TXNRD1,Complex,Inhibition,IncreaseAmount,0.98,0.9824999999989017,0.9419,1,1,1,0.22965318,0.0414168250558306
HINT3,APP,hgnc:mesh:D050197,MED19,Complex,Activation,DecreaseAmount,0.98,0.8775000000000001,0.86,1,2,2,0.47709483,0.0416973872063378
HINT3,APP,hgnc:uniprot:P04578,SERPINB9,Complex,Complex,IncreaseAmount,0.98,0.89,0.86,1,1,2,0.46609968,0.0423174423478001
HINT3,APP,MYC,MFN1,Complex,IncreaseAmount,DecreaseAmount,0.98,0.86,0.79,1,2,1,0.44981578,0.0433187733942159
HINT3,hgnc:uniprot:Q89268,JUN,TBC1D5,Complex,Complex,DecreaseAmount,0.89,0.99615,0.79,1,4,1,0.45472082,0.0440445205902011
HINT3,APP,ATF6,MIER1,Complex,Activation,DecreaseAmount,0.98,0.86,0.79,1,2,1,0.35053894,0.0443281975890295
HINT3,APP,hgnc:uniprot:P27958,LRRC59,Complex,Inhibition,DecreaseAmount,0.98,0.979665,0.9419,1,5,4,0.35694215,0.0447595903750661
HINT3,APP,UBE3A,MRPS25,Complex,Complex,DecreaseAmount,0.98,0.98,0.941,1,1,1,0.3800074,0.045466262403219
HINT3,APP,hgnc:mesh:D000952,LAMTOR1,Complex,Complex,IncreaseAmount,0.98,0.8775000000000001,0.89,1,2,1,0.28893292,0.045839871115891
HINT3,APP,ACAP2,CARHSP1,Complex,Complex,DecreaseAmount,0.98,0.951,0.98,1,2,2,0.43358535,0.0468891956291363
HINT3,APP,hgnc:uniprot.chain:PRO_0000032458,LMO7,Complex,Activation,IncreaseAmount,0.98,0.923,0.982423455,1,3,8,0.4017037,0.0475139856528335
HINT3,APP,MYC,CCN1,Complex,IncreaseAmount,DecreaseAmount,0.98,0.86,0.79,1,2,1,0.27517,0.0476618227403721
HINT3,hgnc:uniprot:Q89268,JUN,AKAP12,Complex,Complex,DecreaseAmount,0.89,0.99615,0.95,1,4,2,0.36911613,0.0478953710973399
HINT3,APP,RNU6-844P,AIG1,Complex,Complex,DecreaseAmount,0.98,0.951,0.89,1,3,1,0.3666718,0.0486146021374776
HINT3,APP,MVP,AASS,Complex,Complex,IncreaseAmount,0.98,0.86,0.94757,1,2,3,0.47840017,0.0486370232268926
HINT3,APP,YY1,ASAP2,Complex,Complex,DecreaseAmount,0.98,0.98,0.95,1,1,2,0.34583256,0.0489872733625799
HINT3,APP,PPARG,KIF1B,Complex,Activation,DecreaseAmount,0.98,0.992969382,0.79,1,9,1,-0.4757913,0.0496452176368539
HINT3,APP,FOXO4,DNAJA2,Complex,Complex,DecreaseAmount,0.98,0.8775000000000001,0.79,1,2,1,-0.30669457,0.049531253048837
HINT3,APP,hgnc:mesh:D017382,RBM43,Complex,Activation,DecreaseAmount,0.98,0.923,0.86,1,3,2,-1.0770904,0.0494564815853382
HINT3,hgnc:uniprot:Q89268,SP1,TXN2,Complex,Complex,DecreaseAmount,0.89,0.989,0.79,1,3,1,-0.3727723,0.0494110148976862
HINT3,APP,LARP6,MAN1A2,Complex,Complex,DecreaseAmount,0.98,0.98,0.86,1,1,2,-0.38652608,0.0482156845549072
HINT3,APP,PPARA,TXNDC5,Complex,DecreaseAmount,DecreaseAmount,0.98,0.923,0.79,1,3,1,-0.22804524,0.0475831379258906
HINT3,APP,FOXO4,DNAJC7,Complex,Complex,DecreaseAmount,0.98,0.8775000000000001,0.79,1,2,1,-0.3597864,0.0471070812413728
HINT3,APP,ACAP2,MRC2,Complex,Complex,DecreaseAmount,0.98,0.951,0.89,1,2,1,-0.83743066,0.0464868003082247
HINT3,APP,hgnc:mesh:D017382,SYNGR2,Complex,Activation,IncreaseAmount,0.98,0.923,0.86,1,3,2,-0.5759168,0.0464868003082247
HINT3,APP,ATF4,SCO2,Complex,Complex,DecreaseAmount,0.98,0.98,0.79,1,1,1,-0.83162785,0.0460597665211673
HINT3,APP,CASP3,SMARCAD1,Complex,DecreaseAmount,DecreaseAmount,0.98,0.86,0.9419,1,2,4,-0.77620345,0.045721130805587
HINT3,APP,TNF,ANP32B,Complex,Inhibition,IncreaseAmount,0.98,0.949999985651093,0.86,1,15,2,-0.28864115,0.0455844448670245
HINT3,APP,FOXO4,GANAB,Complex,Complex,DecreaseAmount,0.98,0.8775000000000001,0.79,1,2,1,-0.3611741,0.0438063616150559
HINT3,APP,hgnc:mesh:D059630,MARCH3,Complex,Activation,IncreaseAmount,0.98,0.86,0.923,1,2,3,-0.41750893,0.0437975618366399
HINT3,APP,hgnc:fplx:TGFB,TSC22D3,Complex,Inhibition,IncreaseAmount,0.98,0.86,0.9497812999999999,1,2,7,-0.40099096,0.0433274918486832
HINT3,APP,FOXO4,PAPSS1,Complex,Complex,DecreaseAmount,0.98,0.8775000000000001,0.79,1,2,1,-0.4792795,0.0428271438388655
HINT3,APP,hgnc:mesh:D000952,VGLL4,Complex,Complex,DecreaseAmount,0.98,0.8775000000000001,0.89,1,2,1,-0.810802,0.0424029858002895
HINT3,APP,RELA,SAP30BP,Complex,Phosphorylation,IncreaseAmount,0.98,0.9419,0.86,1,4,1,-0.5209128,0.0420758616461113
HINT3,APP,PIN1,CBR1,Complex,Activation,DecreaseAmount,0.98,0.8775000000000001,0.923,1,2,3,-0.41657165,0.0413609048884989
HINT3,APP,hgnc:mesh:D000952,FKBP1A,Complex,Complex,IncreaseAmount,0.98,0.8775000000000001,0.89,1,2,1,-0.12458386,0.0407499920420145
HINT3,APP,hgnc:mesh:D000544,TCEAL9,Complex,Complex,DecreaseAmount,0.98,0.86,0.9419,1,2,4,-0.31241485,0.0406810565110963
HINT3,APP,RN7SL179P,DBN1,Complex,Activation,IncreaseAmount,0.98,0.9419,0.89,1,4,1,-0.51033384,0.0397533043847724
HINT3,APP,hgnc:uniprot:Q38710,ANAPC16,Complex,Complex,DecreaseAmount,0.98,0.982423455,0.86,1,8,2,-0.29424018,0.0390294078894995
HINT3,APP,ENTPD3-AS1,NFATC2,Complex,Activation,IncreaseAmount,0.98,0.86,0.8775000000000001,1,2,2,-0.7857832,0.0388276751136481
HINT3,APP,STAT3,ZNF346,Complex,Inhibition,IncreaseAmount,0.98,0.949271,0.86,1,6,1,-1.7925899,0.036217290879561
HINT3,APP,RN7SL179P,UPF3A,Complex,Activation,DecreaseAmount,0.98,0.9419,0.89,1,4,1,-0.438056,0.0354504731724199
HINT3,APP,ETS1,PDZD11,Complex,Complex,DecreaseAmount,0.98,0.98,0.79,1,1,1,-0.57110023,0.0347408931816439
HINT3,APP,DUSP15,CLEC14A,Complex,Complex,IncreaseAmount,0.98,0.9497812999999999,0.89,1,3,1,-0.3863276,0.0343405506601775
HINT3,APP,ATF2,RTL8C,Complex,Complex,DecreaseAmount,0.98,0.98,0.79,1,1,1,-0.35373712,0.0343310101620211
HINT3,APP,hgnc:fplx:ERK,TMEM256,Complex,Complex,DecreaseAmount,0.98,0.94757,0.923,1,5,3,-0.24222466,0.0342904883084832
HINT3,APP,RN7SL179P,BRIX1,Complex,Activation,IncreaseAmount,0.98,0.9419,0.89,1,4,1,-1.1572895,0.0340600564968
HINT3,APP,ETS2,LYPLA1,Complex,Complex,DecreaseAmount,0.98,0.86,0.79,1,2,1,-0.2587801,0.0334535881998954
HINT3,APP,FOXO4,YWHAH,Complex,Complex,DecreaseAmount,0.98,0.8775000000000001,0.79,1,2,1,-0.305169,0.032243456877729
HINT3,APP,hgnc:mesh:D009369,ZMAT3,Complex,Inhibition,DecreaseAmount,0.98,0.9824999999989017,0.9497812999999999,1,1,1,-0.28552625,0.0309420794159729
HINT3,APP,hgnc:mesh:D009369,PCGF2,Complex,Inhibition,IncreaseAmount,0.98,0.9824999999989017,0.86,1,1,2,-0.6335671,0.0291782105581636
HINT3,APP,IL1A,ADAM15,Complex,Activation,DecreaseAmount,0.98,0.923,0.941,1,3,1,-0.38254672,0.0273207241269894
HINT3,APP,NF1,FBN1,Complex,Complex,DecreaseAmount,0.98,0.86,0.95,1,2,2,-0.42878395,0.0271467560442911
HINT3,APP,HAL,MGAT4A,Complex,Complex,DecreaseAmount,0.98,0.9974990156346817,0.89,1,25,1,-0.43670192,0.026736206858501
HINT3,APP,hgnc:mesh:D009369,ANXA11,Complex,Inhibition,IncreaseAmount,0.98,0.9824999999989017,0.9419,1,1,1,-0.39985085,0.0258320308106618
HINT3,APP,hgnc:mesh:D009369,KLF6,Complex,Inhibition,IncreaseAmount,0.98,0.9824999999989017,0.86,1,1,1,-0.40391,0.0250597332103052
HINT3,hgnc:uniprot:Q89268,SP1,CD99,Complex,Complex,DecreaseAmount,0.89,0.989,0.79,1,3,1,-0.088833734,0.0242349617581809
HINT3,APP,FOXO1,HDLBP,Complex,Phosphorylation,IncreaseAmount,0.98,0.9804,0.89,1,4,1,-0.29927975,0.0237098352043687
HINT3,APP,RN7SL179P,DNAJC8,Complex,Activation,IncreaseAmount,0.98,0.9419,0.89,1,4,1,-0.27685744,0.0228783932824333
HINT3,APP,RB1,LRRC75A,Complex,Phosphorylation,DecreaseAmount,0.98,0.86,0.79,1,2,1,-0.44990438,0.0225941811840725
HINT3,APP,RN7SL179P,IPO7,Complex,Activation,IncreaseAmount,0.98,0.9419,0.89,1,4,1,-0.37335935,0.0224598452608536
HINT3,APP,PTK2,CNIH4,Complex,Complex,IncreaseAmount,0.98,0.98,0.89,1,1,1,-0.41179457,0.0213750472670904
HINT3,hgnc:uniprot:Q89268,SP1,BMX,Complex,Complex,DecreaseAmount,0.89,0.989,0.79,1,3,1,-0.6005452,0.0208251723550959
HINT3,APP,YY1,LSM3,Complex,Complex,DecreaseAmount,0.98,0.98,0.79,1,1,1,-0.4007388,0.0200931875509039
HINT3,APP,POU2F1,DYNC1I2,Complex,Complex,DecreaseAmount,0.98,0.98,0.79,1,1,1,-0.2790137,0.0196192339068458
HINT3,hgnc:uniprot:Q89268,JUN,HNRNPA0,Complex,Complex,DecreaseAmount,0.89,0.99615,0.79,1,4,1,-0.5540012,0.0191795655078643
HINT3,APP,hgnc:uniprot:P27958,TMEM50B,Complex,Inhibition,DecreaseAmount,0.98,0.979665,0.86,1,5,2,-0.5801588,0.0186906746359189
HINT3,APP,RN7SL179P,EPAS1,Complex,Activation,IncreaseAmount,0.98,0.9419,0.989,1,4,3,-0.3883056,0.0176809647675862
HINT3,APP,MAF,ZSWIM6,Complex,Complex,DecreaseAmount,0.98,0.9419,0.79,1,4,1,-0.78841984,0.0173072583587151
HINT3,hgnc:uniprot:Q89268,JUN,CLNS1A,Complex,Complex,DecreaseAmount,0.89,0.99615,0.79,1,4,1,-0.42762664,0.0168540627310538
HINT3,hgnc:uniprot:Q89268,SP1,RBPMS,Complex,Complex,DecreaseAmount,0.89,0.989,0.79,1,3,1,-0.5207916,0.0163147451638423
HINT3,APP,hgnc:mesh:D055213,CRIP1,Complex,Inhibition,IncreaseAmount,0.98,0.949271,0.951,1,6,3,-0.3154565,0.0158612901768753
HINT3,APP,FOXI1,HTRA1,Complex,Complex,DecreaseAmount,0.98,0.98,0.79,1,1,1,-0.4874198,0.0140365414471181
HINT3,APP,hgnc:chebi:207229,AC010642.2,Complex,Complex,DecreaseAmount,0.98,0.94757,0.923,1,5,3,-0.64184093,0.0132346243829429
HINT3,APP,hgnc:mesh:D008607,COL13A1,Complex,Complex,DecreaseAmount,0.98,0.923,0.86,1,3,2,-0.45207423,0.0131889230277403
HINT3,hgnc:uniprot:Q89268,SP1,SPTLC1,Complex,Complex,DecreaseAmount,0.89,0.989,0.79,1,3,1,-0.8200004,0.0126193422754468
HINT3,APP,C17orf58,UBE2A,Complex,Complex,IncreaseAmount,0.98,0.996148484409,0.89,1,12,1,-0.68468434,0.0123741339600461
HINT3,APP,MYC,ZNF330,Complex,IncreaseAmount,DecreaseAmount,0.98,0.86,0.79,1,2,1,-0.8680433,0.0120256962673481
HINT3,APP,IFNG,PSMB4,Complex,IncreaseAmount,DecreaseAmount,0.98,0.94757,0.86,1,5,2,-0.4280685,0.0110506032041566
HINT3,APP,MYC,ARMCX3,Complex,IncreaseAmount,DecreaseAmount,0.98,0.86,0.941,1,2,1,-0.64188063,0.0100311179079064
HINT3,APP,NR3C1,CAP1,Complex,Inhibition,DecreaseAmount,0.98,0.86,0.79,1,2,1,-0.33141187,0.0099670387919666
HINT3,APP,hgnc:mesh:D009369,HLA-C,Complex,Inhibition,DecreaseAmount,0.98,0.9824999999989017,0.94757,1,1,2,-0.17889582,0.0091268710922856
HINT3,APP,NFE2L2,C20orf27,Complex,DecreaseAmount,DecreaseAmount,0.98,0.923,0.79,1,3,1,-0.5373904,0.0090612820691296
HINT3,APP,hgnc:mesh:D009369,B2M,Complex,Inhibition,IncreaseAmount,0.98,0.9824999999989017,0.86,1,1,2,-0.105025455,0.0078108282870411
HINT3,APP,PCBP1,PFN2,Complex,Complex,DecreaseAmount,0.98,0.98,0.79,1,1,1,-0.44079053,0.006744580714801
HINT3,APP,STAT1,BST2,Complex,IncreaseAmount,DecreaseAmount,0.98,0.949980317,0.79,1,9,1,-0.26174235,0.0066207297187974
HINT3,APP,FOXO4,PRCP,Complex,Complex,DecreaseAmount,0.98,0.8775000000000001,0.79,1,2,1,-0.5287374,0.0063520769861981
HINT3,APP,COA5,ARPC1A,Complex,Complex,IncreaseAmount,0.98,0.951,0.89,1,2,1,-0.39705965,0.0063364251951604
HINT3,APP,hgnc:mesh:D006973,RAD23A,Complex,Activation,IncreaseAmount,0.98,0.9804,0.9419,1,4,1,-0.35438037,0.0062522906893875
HINT3,APP,hgnc:mesh:D008285,GUK1,Complex,Complex,IncreaseAmount,0.98,0.94757,0.923,1,5,3,-0.27815425,0.0062395183599901
HINT3,APP,hgnc:mesh:D009369,HLA-B,Complex,Inhibition,IncreaseAmount,0.98,0.9824999999989017,0.86,1,1,1,-0.21106818,0.0056349374663233
HINT3,APP,NFE2L2,HMGN4,Complex,DecreaseAmount,DecreaseAmount,0.98,0.923,0.79,1,3,1,-0.8513993,0.0035110804032368
ROCK2,hgnc:mesh:D017382,hgnc:mesh:D052638,SRGN,Activation,Inhibition,DecreaseAmount,0.951,0.923,0.98,3,3,2,0.17847583,0.000144146221566
ROCK2,hgnc:mesh:D017382,hgnc:mesh:D052638,FKBP14,Activation,Inhibition,IncreaseAmount,0.951,0.923,0.98,3,3,1,0.42651755,0.0015832085854389
ROCK2,hgnc:mesh:D017382,PPARA,CELF1,Activation,Complex,DecreaseAmount,0.951,0.86,0.79,3,2,1,0.37574357,0.0030599768583606
ROCK2,hgnc:mesh:D017382,NRF1,CD320,Activation,Complex,DecreaseAmount,0.951,0.86,0.95,3,2,2,0.30336884,0.0045586353879965
ROCK2,FAM83C-AS1,hgnc:mesh:D014810,FIBP,Inhibition,Activation,IncreaseAmount,0.86,0.951,0.89,2,1,1,0.3390155,0.005543780011298
ROCK2,hgnc:mesh:D017382,hgnc:mesh:D009135,FHL1,Activation,Activation,DecreaseAmount,0.951,0.99945314138,0.86,3,2,2,0.288482,0.0075757864345416
ROCK2,FAM83C-AS1,hgnc:mesh:D016464,ASAH1,Inhibition,Activation,DecreaseAmount,0.86,0.951,0.86,2,1,1,0.38864616,0.0084424155657231
ROCK2,APP,hgnc:uniprot:P32831,FDFT1,Phosphorylation,Complex,IncreaseAmount,0.99572965,0.9974524555677,0.86,1,13,2,0.21615903,0.0088062660124033
ROCK2,NTRK1,PSG11,EIF3I,Complex,Inhibition,DecreaseAmount,0.98,0.86,0.89,1,2,1,0.24483931,0.010843958551398
ROCK2,MIR6079,HOXD1,MICOS10,Activation,Activation,IncreaseAmount,0.9419,0.923,0.89,1,1,1,0.1876837,0.0112276110036036
ROCK2,hgnc:mesh:D017382,hgnc:uniprot:P27958,NFE2L1,Activation,Activation,IncreaseAmount,0.951,0.94999995217031,0.86,3,14,2,0.32981423,0.0113264358693929
ROCK2,FAM83C-AS1,hgnc:mesh:D014810,PFDN5,Inhibition,Activation,IncreaseAmount,0.86,0.951,0.89,2,1,1,0.11427697,0.012587787593011
ROCK2,hgnc:mesh:D017382,hgnc:uniprot.chain:PRO_0000032458,TNFRSF12A,Activation,Complex,IncreaseAmount,0.951,0.86,0.949271,3,2,6,0.282835,0.0169362250055992
ROCK2,hgnc:mesh:D017382,PAX2,SRPX,Activation,IncreaseAmount,DecreaseAmount,0.951,0.9419,0.79,3,4,1,0.23454405,0.0174963100589733
ROCK2,hgnc:mesh:D017382,IL4,CHID1,Activation,Complex,IncreaseAmount,0.951,0.86,0.992969382,3,2,9,0.3030288,0.0177896761052709
ROCK2,PPARG,NR4A2,IL18BP,Inhibition,Complex,IncreaseAmount,0.9419,0.993,0.86,4,2,2,0.8266113,0.017977836119302
ROCK2,hgnc:mesh:D017382,hgnc:mesh:D052638,TCP1,Activation,Inhibition,IncreaseAmount,0.951,0.923,0.98,3,3,1,0.31744468,0.0181836412261211
ROCK2,FAM83C-AS1,hgnc:mesh:D014810,CEP57,Inhibition,Activation,DecreaseAmount,0.86,0.951,0.89,2,1,1,0.42037702,0.0183155826035121
ROCK2,hgnc:mesh:D017382,hgnc:mesh:D052638,C12orf57,Activation,Inhibition,IncreaseAmount,0.951,0.923,0.98,3,3,1,0.22178556,0.0184451390271961
ROCK2,hgnc:mesh:D017382,hgnc:mesh:D052638,SNX3,Activation,Inhibition,IncreaseAmount,0.951,0.923,0.98,3,3,1,0.18875512,0.0184601806738244
ROCK2,hgnc:mesh:D017382,hgnc:chebi:64090,ST6GALNAC4,Activation,Inhibition,IncreaseAmount,0.951,0.923,0.89,3,3,1,0.46406758,0.0186642960830759
ROCK2,hgnc:mesh:D017382,hgnc:mesh:D052638,NDUFS6,Activation,Inhibition,DecreaseAmount,0.951,0.923,0.89,3,3,1,0.21060112,0.0226369808447129
ROCK2,FAM83C-AS1,hgnc:mesh:D014810,SRSF9,Inhibition,Activation,IncreaseAmount,0.86,0.951,0.89,2,1,1,0.18238962,0.022865251561529
ROCK2,NOTCH1,RFX1,CARS,Complex,Complex,DecreaseAmount,0.8775000000000001,0.98,0.95,2,1,2,0.41320777,0.0230511315130023
ROCK2,FAM83C-AS1,hgnc:mesh:D014810,MRPL44,Inhibition,Activation,DecreaseAmount,0.86,0.951,0.89,2,1,1,0.61590475,0.0230563497654615
ROCK2,hgnc:mesh:D017382,hgnc:mesh:D052638,UBA52,Activation,Inhibition,IncreaseAmount,0.951,0.923,0.89,3,3,1,0.056827515,0.0237221121488993
ROCK2,hgnc:mesh:D017382,hgnc:mesh:D052638,ACTN4,Activation,Inhibition,IncreaseAmount,0.951,0.923,0.89,3,3,1,0.2379353,0.0254442987462135
ROCK2,FAM83C-AS1,hgnc:mesh:D014810,SMAD5,Inhibition,Activation,DecreaseAmount,0.86,0.951,0.89,2,1,1,0.2841036,0.0258319346450486
ROCK2,FAM83C-AS1,hgnc:mesh:D014810,SASH1,Inhibition,Activation,DecreaseAmount,0.86,0.951,0.89,2,1,1,0.32219493,0.0258852533226713
ROCK2,hgnc:mesh:D017382,CTNNB1,GLCE,Activation,DecreaseAmount,IncreaseAmount,0.951,0.949271,0.951,3,6,1,0.3904613,0.0264383807118168
ROCK2,hgnc:mesh:D017382,hgnc:mesh:D052638,USP8,Activation,Inhibition,DecreaseAmount,0.951,0.923,0.89,3,3,1,0.324511,0.0264516039476529
ROCK2,hgnc:mesh:D017382,hgnc:mesh:D052638,COL18A1,Activation,Inhibition,DecreaseAmount,0.951,0.923,0.98,3,3,1,0.25372973,0.0271336086951033
ROCK2,IL17A,hgnc:chebi:4903,TXNL4A,Activation,Activation,IncreaseAmount,0.8775000000000001,0.86,0.89,2,2,1,0.2441547,0.0277724419656146
ROCK2,PPARG,POU2F1,STX12,Inhibition,Activation,DecreaseAmount,0.9419,0.89,0.95,4,1,2,0.35349694,0.0315372162075876
ROCK2,hgnc:mesh:D017382,YY1,RPL18A,Activation,Complex,DecreaseAmount,0.951,0.923,0.79,3,3,1,0.052763596,0.0322623645841109
ROCK2,hgnc:mesh:D017382,PSMB9,MVB12A,Activation,Inhibition,DecreaseAmount,0.951,0.86,0.89,3,2,1,0.33515167,0.0326813519736677
ROCK2,hgnc:mesh:D017382,hgnc:mesh:D009369,FHL2,Activation,Inhibition,DecreaseAmount,0.951,0.9998749507925,0.86,3,73,2,0.24267922,0.0332388967346753
ROCK2,hgnc:mesh:D017382,hgnc:mesh:D012516,XPO1,Activation,Activation,IncreaseAmount,0.951,0.979665,0.8775000000000001,3,5,2,0.28912744,0.0332460513976441
ROCK2,hgnc:mesh:D017382,hgnc:mesh:D052638,FAM43A,Activation,Inhibition,DecreaseAmount,0.951,0.923,0.89,3,3,1,0.24385731,0.0333750608618446
ROCK2,APP,hgnc:mesh:D000952,ERLEC1,Phosphorylation,Complex,DecreaseAmount,0.99572965,0.8775000000000001,0.89,1,2,1,0.21732841,0.0343471554271539
ROCK2,FAM83C-AS1,hgnc:mesh:D014810,FAM107A,Inhibition,Activation,IncreaseAmount,0.86,0.951,0.89,2,1,1,0.25605932,0.0349755583706533
ROCK2,EP300,hgnc:uniprot:P41157,EWSR1,Complex,Complex,IncreaseAmount,0.949271,0.86,0.86,6,2,1,0.3209818,0.0357867471230546
ROCK2,hgnc:mesh:D017382,hgnc:mesh:D052638,MPC2,Activation,Inhibition,DecreaseAmount,0.951,0.923,0.89,3,3,1,0.28180298,0.0380193954243657
ROCK2,hgnc:mesh:D017382,hgnc:mesh:D052638,RBM7,Activation,Inhibition,DecreaseAmount,0.951,0.923,0.98,3,3,1,0.4931255,0.03826476722778
ROCK2,PPARG,POU1F1,NGLY1,Inhibition,Complex,DecreaseAmount,0.9419,0.9972,0.79,4,3,1,0.4358093,0.039468413735332
ROCK2,MYC,MAZ,SLC25A23,DecreaseAmount,Complex,DecreaseAmount,0.99846,0.996227,0.79,5,6,1,0.38114375,0.0396281170842318
ROCK2,hgnc:mesh:D017382,hgnc:mesh:D007239,CTSA,Activation,Inhibition,IncreaseAmount,0.951,0.9998922,0.86,3,21,2,0.24755935,0.0398927221652687
ROCK2,hgnc:mesh:D010146,hgnc:mesh:D058729,B2M,Activation,Inhibition,IncreaseAmount,0.923,0.923,0.86,1,2,2,0.040948033,0.0402387380944954
ROCK2,hgnc:mesh:D017382,hgnc:mesh:D052638,KLF6,Activation,Inhibition,IncreaseAmount,0.951,0.923,0.98,3,3,2,0.26153183,0.0405152633061613
ROCK2,hgnc:mesh:D017382,hgnc:mesh:D052638,TIMM44,Activation,Inhibition,IncreaseAmount,0.951,0.923,0.89,3,3,1,0.5109237,0.0406339631881028
ROCK2,PTEN,PGR,TBL1XR1,Activation,IncreaseAmount,DecreaseAmount,0.79,0.9419,0.79,1,3,1,0.22376813,0.0412490862637689
ROCK2,NTRK1,PCBP1,CRYL1,Complex,Complex,DecreaseAmount,0.98,0.98,0.79,1,1,1,0.34397006,0.0421471317328342
ROCK2,hgnc:mesh:D017382,SP1,PQBP1,Activation,Sumoylation,DecreaseAmount,0.951,0.951,0.79,3,3,1,0.48640782,0.0426774849694725
ROCK2,RAF1,PITX2,PRELID1,Complex,Complex,DecreaseAmount,0.9419,0.86,0.79,1,2,1,0.13586369,0.0429992879848453
ROCK2,PPARG,QPCT,TMEM177,Inhibition,Complex,DecreaseAmount,0.9419,0.99922663202,0.89,4,9,1,0.9241213,0.0432112346064505
ROCK2,hgnc:mesh:D017382,hgnc:mesh:D052638,GLIPR1,Activation,Inhibition,IncreaseAmount,0.951,0.923,0.989,3,3,1,0.50195825,0.0432559672593031
ROCK2,NOTCH1,hgnc:uniprot:P25295,IFITM3,Complex,Complex,IncreaseAmount,0.8775000000000001,0.951,0.923,2,3,3,0.09223298,0.0433612430369726
ROCK2,hgnc:mesh:D017382,hgnc:mesh:D052638,MCCC2,Activation,Inhibition,IncreaseAmount,0.951,0.923,0.89,3,3,1,0.44545642,0.044627741024245
ROCK2,hgnc:mesh:D017382,hgnc:mesh:D052638,RPS29,Activation,Inhibition,IncreaseAmount,0.951,0.923,0.89,3,3,1,0.075363606,0.0448326030698625
ROCK2,hgnc:mesh:D017382,JUN,PRELID3B,Activation,Complex,DecreaseAmount,0.951,0.923,0.95,3,3,2,0.32596523,0.0474210895479834
ROCK2,hgnc:mesh:D017382,hgnc:mesh:D052638,KRT8,Activation,Inhibition,IncreaseAmount,0.951,0.923,0.9899,3,3,1,0.19778882,0.0476075757763058
ROCK2,hgnc:mesh:D017382,hgnc:mesh:D052638,PFN2,Activation,Inhibition,IncreaseAmount,0.951,0.923,0.989,3,3,1,0.24336208,0.0480214825646854
ROCK2,hgnc:mesh:D017382,hgnc:uniprot.chain:PRO_0000032458,CAV1,Activation,Complex,IncreaseAmount,0.951,0.86,0.94993439,3,2,8,0.08442948,0.048499977308568
ROCK2,PPARG,POU2F1,MT-ND2,Inhibition,Activation,DecreaseAmount,0.9419,0.89,0.79,4,1,1,-0.06451447,0.0496697498419758
ROCK2,hgnc:mesh:D017382,NRF1,CHMP3,Activation,Complex,DecreaseAmount,0.951,0.86,0.79,3,2,1,-0.22284693,0.049506576151686
ROCK2,hgnc:mesh:D017382,hgnc:mesh:D052638,METAP1,Activation,Inhibition,IncreaseAmount,0.951,0.923,0.89,3,3,1,-0.568228,0.0493238558737045
ROCK2,hgnc:mesh:D017382,MYC,TMEM126A,Activation,Phosphorylation,DecreaseAmount,0.951,0.9804,0.79,3,3,1,-0.41992563,0.0492015256535905
ROCK2,FAM83C-AS1,hgnc:mesh:D014810,AIMP1,Inhibition,Activation,DecreaseAmount,0.86,0.951,0.89,2,1,1,-0.26722318,0.0490918951562258
ROCK2,APP,hgnc:mesh:D000952,LAMB1,Phosphorylation,Complex,DecreaseAmount,0.99572965,0.8775000000000001,0.89,1,2,1,-0.21353415,0.0475493841769694
ROCK2,hgnc:mesh:D017382,hgnc:mesh:D052638,SMURF2,Activation,Inhibition,DecreaseAmount,0.951,0.923,0.89,3,3,1,-0.18806003,0.0469875428352053
ROCK2,hgnc:mesh:D017382,hgnc:mesh:D052638,NRP2,Activation,Inhibition,IncreaseAmount,0.951,0.923,0.89,3,3,1,-0.17123063,0.046419421390797
