source,target,classification
YLPM1,FKBP1A,explained_3hop_only
CUL9,AURKAIP1,explained_3hop_only
VPS11,AP3D1,explained_3hop_only
NME6,STOML2,explained_3hop_only
STK38,SNHG5,explained_3hop_only
PSMD5,OTUB1,explained_3hop_only
NUDT1,UXT,explained_3hop_only
ENSA,MGAT4A,explained_3hop_only
ZNF22,STMP1,explained_3hop_only
CSDE1,UQCR10,explained_3hop_only
SNAPC5,CHMP3,explained_3hop_only
PPP3CC,FSCN1,explained_3hop_only
NUFIP2,ANAPC13,explained_3hop_only
HAPLN3,GNL3,explained_3hop_only
DMXL1,ATP6AP2,explained_3hop_only
CYP2J2,CHD9,explained_3hop_only
DCUN1D5,GUK1,explained_3hop_only
NUB1,NDUFAF3,explained_3hop_only
SLC22A4,FAM171A1,explained_3hop_only
UBE2D1,FKBP7,explained_3hop_only
SEC61A2,ESD,explained_3hop_only
NEAT1,FBXO7,explained_3hop_only
ABCA5,LTV1,explained_3hop_only
PSMD5,CARS,explained_3hop_only
SMIM13,MEAF6,explained_3hop_only
YLPM1,TNPO2,explained_3hop_only
TNS2,PSMG2,explained_3hop_only
POLG2,TSEN34,explained_3hop_only
CALCOCO1,POMP,explained_3hop_only
MYH11,NME3,explained_3hop_only
YLPM1,TMBIM4,explained_3hop_only
CYP2J2,SYF2,explained_3hop_only
MOCS2,DHRSX,explained_3hop_only
MLEC,UBE2Z,explained_3hop_only
ZDHHC18,SEC14L1,explained_3hop_only
NUFIP2,FAM114A1,explained_3hop_only
HSPA13,KPNA6,explained_3hop_only
NUFIP2,XIST,explained_3hop_only
NT5C3B,NT5DC2,explained_3hop_only
NT5C3B,SNRPN,explained_3hop_only
YLPM1,S100A11,explained_3hop_only
PVR,C14orf119,explained_3hop_only
FZD6,MRPL14,explained_3hop_only
ACAD11,SPCS1,explained_3hop_only
FYCO1,PFN2,explained_3hop_only
PVR,BRD9,explained_3hop_only
FYCO1,MALL,explained_3hop_only
CHUK,SNX6,explained_3hop_only
YLPM1,UBA3,explained_3hop_only
DMXL1,RPS15A,explained_3hop_only
CCDC36,SDHA,explained_3hop_only
DMXL1,FNBP4,explained_3hop_only
AMT,ZNF37A,explained_3hop_only
POGZ,TMEM160,explained_3hop_only
UBE2D1,NOP10,explained_3hop_only
ZNF774,DNPH1,explained_3hop_only
CYP2J2,FRMD4B,explained_3hop_only
BABAM1,VPS35,explained_3hop_only
ABCG4,SRPRA,explained_3hop_only
INPP5B,EI24,explained_3hop_only
AGPAT1,ZNF580,explained_3hop_only
SMIM13,MAP3K20,explained_3hop_only
MANEA,ATP5F1D,explained_3hop_only
ACOT8,CYB5B,explained_3hop_only
COG2,ATP6AP2,explained_3hop_only
SLC2A6,PDLIM2,explained_3hop_only
NDUFAF1,TUBB,explained_3hop_only
SLC2A11,STIP1,explained_3hop_only
ZNF764,MCAM,explained_3hop_only
PHF19,AP3B1,explained_3hop_only
ATXN7L2,MEIS2,explained_3hop_only
TMED10,MRPS14,explained_3hop_only
FYCO1,SF3B1,explained_3hop_only
AP1G1,VPS28,explained_3hop_only
DCUN1D5,METTL9,explained_3hop_only
CALCOCO1,SUMO2,explained_3hop_only
ABCA5,CCNDBP1,explained_3hop_only
SLC46A3,SH3BP4,explained_3hop_only
IFI27L2,MAP4K4,explained_3hop_only
CLIC1,MT-ND5,explained_3hop_only
MLEC,NOL8,explained_3hop_only
TMUB1,MAP7D1,explained_3hop_only
PLXNB1,MMP24OS,explained_3hop_only
GSTM4,WDR13,explained_3hop_only
DCUN1D5,RAB8A,explained_3hop_only
ALKBH3,GATAD1,explained_3hop_only
HINT3,AIG1,explained_3hop_only
INPP5B,HINT1,explained_3hop_only
SMARCAD1,SREK1IP1,explained_3hop_only
MFSD4B,IFNGR2,explained_3hop_only
MICALL2,PLIN3,explained_3hop_only
ARPC2,HNRNPA3,explained_3hop_only
WDR47,CRYL1,explained_3hop_only
ACAD11,STMP1,explained_3hop_only
ACAD11,PSMG3,explained_3hop_only
HAPLN3,ST6GALNAC4,explained_3hop_only
RGS12,C7orf50,explained_3hop_only
RPL7L1,EIF3E,explained_3hop_only
VAMP8,SF3B2,explained_3hop_only
PSMD5,TACC1,explained_3hop_only
AGAP2,OXA1L,explained_3hop_only
SLC26A6,FBXO21,explained_3hop_only
ARPC2,RPL4,explained_3hop_only
RNFT1,COL4A6,explained_3hop_only
PRPH2,SLC52A2,explained_3hop_only
DHODH,DHX29,explained_3hop_only
CNPY3,YBX3,explained_3hop_only
MRPL34,PRRC2C,explained_3hop_only
GABARAPL2,SGMS2,explained_3hop_only
AGPAT1,EFCAB14,explained_3hop_only
ACAD11,SSR1,explained_3hop_only
OTUD7B,UROD,explained_3hop_only
ZNF764,PLIN3,explained_3hop_only
DET1,RPS18,explained_3hop_only
TMEM38A,PCGF2,explained_3hop_only
IFI27L2,PARP1,explained_3hop_only
PARP12,SPAG7,explained_3hop_only
AAGAB,CREM,explained_3hop_only
ACCS,MAT2B,explained_3hop_only
FGD6,NOP10,explained_3hop_only
PCMTD2,RPL23,explained_3hop_only
ACAD11,MORF4L1,explained_3hop_only
TRPC4AP,NPEPL1,explained_3hop_only
NUB1,RABL6,explained_3hop_only
TMEM167B,CTSB,explained_3hop_only
ADAMTS10,ATP5F1C,explained_3hop_only
PLEKHA5,TBC1D1,explained_3hop_only
RAP1GDS1,TXNDC17,explained_3hop_only
PHF19,TMEM9B,explained_3hop_only
ARL4A,TES,explained_3hop_only
MESP1,AP2A1,explained_3hop_only
VAMP8,SH3D19,explained_3hop_only
CNPY3,RPL4,explained_3hop_only
ZNF827,TRMT112,explained_3hop_only
ZNF774,FAM161A,explained_3hop_only
PMVK,RNH1,explained_3hop_only
IFI27L2,YIPF4,explained_3hop_only
LAPTM4A,USP33,explained_3hop_only
SBF2,SRSF4,explained_3hop_only
WDR47,NPC1,explained_3hop_only
DGCR6L,RPN1,explained_3hop_only
DAP,NDUFA3,explained_3hop_only
TTC32,KIF1C,explained_3hop_only
SMARCB1,CASC4,explained_3hop_only
SMIM13,TIMP1,explained_3hop_only
ALKBH3,HCFC1,explained_3hop_only
ABCG4,MRPL36,explained_3hop_only
SLC46A3,TIMP2,explained_3hop_only
SETD3,MORF4L1,explained_3hop_only
DCUN1D5,ZMAT3,explained_3hop_only
HECW1,TMEM248,explained_3hop_only
AGAP3,ANAPC13,explained_3hop_only
ZNF774,EXOC1,explained_3hop_only
IST1,DCP1A,explained_3hop_only
DNALI1,MXD4,explained_3hop_only
NUDT3,UQCRC1,explained_3hop_only
BABAM1,UBXN7,explained_3hop_only
FZD6,PTX3,explained_3hop_only
TMEM38A,DNPH1,explained_3hop_only
KLHL7,RPL21,explained_3hop_only
CPNE5,EIF1,explained_3hop_only
MRPL34,CNIH4,explained_3hop_only
AAGAB,RNF167,explained_3hop_only
SMARCB1,YWHAH,explained_3hop_only
MT1F,KDR,explained_3hop_only
RAP1A,DRAP1,explained_3hop_only
AGTRAP,NIFK,explained_3hop_only
DET1,SYNJ2,explained_3hop_only
ZNF827,COPRS,explained_3hop_only
ZNRF1,PDIA3,explained_3hop_only
ZNF22,POLR2K,explained_3hop_only
PARP12,FBXO17,explained_3hop_only
CUL9,DYNC1LI1,explained_3hop_only
RWDD2B,ABHD5,explained_3hop_only
FZD6,INO80C,explained_3hop_only
TMEM167B,MTIF3,explained_3hop_only
ZNF581,IGFBP4,explained_3hop_only
ZNRF1,MKLN1,explained_3hop_only
HEATR5B,NARS,explained_3hop_only
SVIL,KLHDC3,explained_3hop_only
KLHL7,G3BP2,explained_3hop_only
CTNND1,PPP5C,explained_3hop_only
EDEM2,CDK2AP2,explained_3hop_only
YLPM1,AIG1,explained_3hop_only
LMAN1,ACIN1,explained_3hop_only
DHTKD1,ATP6V0D1,explained_3hop_only
SIX2,UBE2J1,explained_3hop_only
TMEM9,ACTR10,explained_3hop_only
TMEM167B,GSDMD,explained_3hop_only
DCUN1D5,COPRS,explained_3hop_only
IFI30,UBE2G1,explained_3hop_only
NUFIP2,RPL31,explained_3hop_only
PSMD5,CALCRL,explained_3hop_only
POGZ,MRPL41,explained_3hop_only
MAST3,MAPK9,explained_3hop_only
ABHD16A,PSMA5,explained_3hop_only
MAP3K6,LINC00520,explained_3hop_only
BOLA1,RPL15,explained_3hop_only
LAPTM4A,VMP1,explained_3hop_only
SEC61A2,APBB2,explained_3hop_only
SH3RF1,ARMC1,explained_3hop_only
POLR2M,WLS,explained_3hop_only
CCDC36,VCL,explained_3hop_only
SOCS5,SREK1IP1,explained_3hop_only
ZNF22,RPL12,explained_3hop_only
SBF2,POLR2I,explained_3hop_only
LTN1,DNAJB6,explained_3hop_only
MRPL34,REX1BD,explained_3hop_only
AGTRAP,UGDH,explained_3hop_only
FAIM,UBE2D3,explained_3hop_only
DGCR6L,RPL19,explained_3hop_only
MRPL3,UBE2B,explained_3hop_only
SMARCC1,FAM204A,explained_3hop_only
CPNE5,VPS4A,explained_3hop_only
PRR14,ARIH1,explained_3hop_only
IFIT1,MRPS5,explained_3hop_only
MFSD4B,PGLS,explained_3hop_only
TIMM9,RPL7,explained_3hop_only
ECM1,PLEKHA1,explained_3hop_only
ZNF774,DGUOK,explained_3hop_only
MAP1LC3B2,FAM49B,explained_3hop_only
MANEA,SAT2,explained_3hop_only
DET1,PSMB4,explained_3hop_only
PARP12,FAM107A,explained_3hop_only
HHAT,MTCH1,explained_3hop_only
POLG2,SAP18,explained_3hop_only
TRIM68,RBM8A,explained_3hop_only
CTNND1,RNASEK,explained_3hop_only
TRIP12,TIPRL,explained_3hop_only
SLC26A6,LTA4H,explained_3hop_only
RWDD2B,MRPL17,explained_3hop_only
MTPAP,RPS6KA3,explained_3hop_only
KDELR2,GPATCH2L,explained_3hop_only
REPIN1,HABP4,explained_3hop_only
ATP6V0E2,UBQLN1,explained_3hop_only
ARL4A,PIN1,explained_3hop_only
ABCG4,PSMD8,explained_3hop_only
POLG2,PSMD7,explained_3hop_only
PMVK,NSA2,explained_3hop_only
PLXNB1,NUTM2B-AS1,explained_3hop_only
RAB3A,RPS7,explained_3hop_only
PRR14,PANK3,explained_3hop_only
ACCS,DCTN1,explained_3hop_only
TMED10,LRRC59,explained_3hop_only
TIMM9,ST6GAL1,explained_3hop_only
SLC26A6,TMEM203,explained_3hop_only
QRICH2,DUT,explained_3hop_only
COASY,UBE3C,explained_3hop_only
PAK2,CLIC1,explained_3hop_only
HAPLN3,SRPX,explained_3hop_only
ABHD16A,SLC25A11,explained_3hop_only
PHLDA3,NDUFB4,explained_3hop_only
ARPC2,TSEN34,explained_3hop_only
ZNF827,NRIP1,explained_3hop_only
IFI27L2,RPLP1,explained_3hop_only
PECR,ELMSAN1,explained_3hop_only
ZNF785,CRIM1,explained_3hop_only
SH3RF1,SSR4,explained_3hop_only
DDX60L,BEX3,explained_3hop_only
PHRF1,TBC1D20,explained_3hop_only
GSTM2,CKLF,explained_3hop_only
ABHD16A,RPL26,explained_3hop_only
ARPC2,TMED5,explained_3hop_only
ZNF774,NTMT1,explained_3hop_only
NUFIP2,EIF4EBP1,explained_3hop_only
LAPTM4A,ABRACL,explained_3hop_only
AAGAB,CAPRIN1,explained_3hop_only
SNAPC5,IRF2,explained_3hop_only
GSTO2,UGDH,explained_3hop_only
RAB13,SRP14,explained_3hop_only
TRIM68,UQCC2,explained_3hop_only
RWDD2B,SLTM,explained_3hop_only
CUL9,CNIH4,explained_3hop_only
DOCK9,PHF20L1,explained_3hop_only
VPS11,CCDC80,explained_3hop_only
ALKBH3,RSL24D1,explained_3hop_only
TMEM167B,UBE2V2,explained_3hop_only
EDEM2,ACOT7,explained_3hop_only
RASIP1,RYK,explained_3hop_only
QTRT1,CIAO2B,explained_3hop_only
ADAMTS10,HSPE1,explained_3hop_only
POLG2,RPL15,explained_3hop_only
ROCK2,ERMP1,explained_3hop_only
YES1,DYNLT1,explained_3hop_only
EMP2,SPCS1,explained_3hop_only
UQCRC1,NDUFS6,explained_3hop_only
TAOK1,POLR2J3,explained_3hop_only
INPP5B,IK,explained_3hop_only
GPR162,HSPG2,explained_3hop_only
ENSA,PUF60,explained_3hop_only
POGZ,COL13A1,explained_3hop_only
YES1,TSTA3,explained_3hop_only
LPIN3,DPY30,explained_3hop_only
RAP1A,DNAJC8,explained_3hop_only
MAP3K6,PDHA1,explained_3hop_only
SMUG1,SNX27,explained_3hop_only
ZNF827,CCT4,explained_3hop_only
GPR162,PFDN2,explained_3hop_only
KCTD9,ASXL1,explained_3hop_only
MEGF9,HNRNPU,explained_3hop_only
CCRL2,CANX,explained_3hop_only
DHTKD1,PRAF2,explained_3hop_only
COLGALT1,IL6ST,explained_3hop_only
IFI27L2,S1PR1,explained_3hop_only
AKAP12,ARFGAP3,explained_3hop_only
ZNF764,POLR2E,explained_3hop_only
VPS45,PHF6,explained_3hop_only
FGD6,PWP1,explained_3hop_only
MEGF9,GINM1,explained_3hop_only
NUDT3,ARPP19,explained_3hop_only
CPNE5,EEF2,explained_3hop_only
MICALL2,RPL3,explained_3hop_only
SLC46A3,TAF1D,explained_3hop_only
VPS11,RFK,explained_3hop_only
SLC22A4,CORO1B,explained_3hop_only
APH1A,FUCA2,explained_3hop_only
MOCS2,CYB5B,explained_3hop_only
PVT1,LMNA,explained_3hop_only
IQGAP1,PFDN4,explained_3hop_only
ZNF324B,PLEK2,explained_3hop_only
ZDHHC18,MYCT1,explained_3hop_only
GSTO2,MMP24OS,explained_3hop_only
TMEM222,ISCU,explained_3hop_only
MLEC,BRI3,explained_3hop_only
TIMM9,PCGF2,explained_3hop_only
IFI30,IFT57,explained_3hop_only
MAST3,COX8A,explained_3hop_only
NUDT1,MAN1A2,explained_3hop_only
KALRN,CRTAP,explained_3hop_only
ACAD11,SSR3,explained_3hop_only
ACTG1,GNB1,explained_3hop_only
NT5C3B,CHM,explained_3hop_only
TMEM9,ZNF160,explained_3hop_only
CCDC36,VEPH1,explained_3hop_only
SLC2A6,CHURC1,explained_3hop_only
AGPAT1,ADH5,explained_3hop_only
ZNF774,FLII,explained_3hop_only
ALKBH3,GFPT1,explained_3hop_only
TRPC4AP,YWHAH,explained_3hop_only
TMEM167B,PHLDA2,explained_3hop_only
BLOC1S3,SRPK1,explained_3hop_only
CNPY3,TIMM17B,explained_3hop_only
MYH11,UBE2J2,explained_3hop_only
THADA,PABPC4,explained_3hop_only
KALRN,TMEM179B,explained_3hop_only
CDCA2,PPP1R18,explained_3hop_only
CCRL2,STK24,explained_3hop_only
OPTN,FAM133B,explained_3hop_only
GSTO2,ITGB1BP1,explained_3hop_only
NR2C1,KMT2E,explained_3hop_only
YLPM1,KLC1,explained_3hop_only
ATP6V0E2,MRPS18C,explained_3hop_only
IST1,PNRC2,explained_3hop_only
PRKAR1A,NIN,explained_3hop_only
CALCOCO1,EIF4G1,explained_3hop_only
CPNE5,GART,explained_3hop_only
ZDHHC18,GOLGA2,explained_3hop_only
UGGT1,CMPK1,explained_3hop_only
OTUD7B,TTC1,explained_3hop_only
VPS45,EDEM3,explained_3hop_only
MT1F,SNW1,explained_3hop_only
TTBK2,TRIM28,explained_3hop_only
SLC26A6,TAX1BP3,explained_3hop_only
TMEM38A,VPS28,explained_3hop_only
TRAPPC6A,CIRBP,explained_3hop_only
TMEM222,TFAM,explained_3hop_only
ENSA,RXYLT1,explained_3hop_only
NEAT1,PET100,explained_3hop_only
GSTO1,PJA2,explained_3hop_only
RNFT1,CCPG1,explained_3hop_only
DOCK9,ZFAS1,explained_3hop_only
AKAP12,CFAP36,explained_3hop_only
PDP1,RNF169,explained_3hop_only
NUFIP2,MT-ATP6,explained_3hop_only
DMRTA1,RPS29,explained_3hop_only
UGGT1,COLEC12,explained_3hop_only
IFI27L2,PAIP2,explained_3hop_only
RPL7L1,TMSB10,explained_3hop_only
INPP5B,SNHG5,explained_3hop_only
SEC61A2,NUFIP2,explained_3hop_only
MRPL3,GSTO1,explained_3hop_only
BOLA1,YWHAH,explained_3hop_only
ABHD2,CKLF,explained_3hop_only
GPR162,MAFF,explained_3hop_only
FYCO1,NES,explained_3hop_only
MAST3,NDUFB8,explained_3hop_only
ZNRF1,NBEAL1,explained_3hop_only
MYEOV,GPALPP1,explained_3hop_only
MT1F,CLTA,explained_3hop_only
ABHD16A,AMZ2,explained_3hop_only
CCRL2,EIF3I,explained_3hop_only
ARG2,CPLANE1,explained_3hop_only
BLOC1S3,FXR1,explained_3hop_only
COG2,YME1L1,explained_3hop_only
ZNF296,DHX29,explained_3hop_only
ABCA5,MTRF1L,explained_3hop_only
POLR2M,ZNF326,explained_3hop_only
ENSA,HPF1,explained_3hop_only
KALRN,METTL5,explained_3hop_only
OPTN,ISCA1,explained_3hop_only
DGCR6L,RPS16,explained_3hop_only
NR2C1,PIH1D1,explained_3hop_only
TSFM,CDC37,explained_3hop_only
DAP,SMIM14,explained_3hop_only
TRAPPC6A,VGLL4,explained_3hop_only
CCDC36,SREK1IP1,explained_3hop_only
TTC32,IGF2BP3,explained_3hop_only
UGGT1,SAP18,explained_3hop_only
INPP5B,DPF2,explained_3hop_only
MFSD4B,COL4A2,explained_3hop_only
RAB3A,ANAPC11,explained_3hop_only
UHRF1BP1,AGO2,explained_3hop_only
SLC2A11,COA8,explained_3hop_only
MICALL2,TMEM68,explained_3hop_only
CPNE5,PNISR,explained_3hop_only
QRICH2,NTN4,explained_3hop_only
MGA,MRPL40,explained_3hop_only
RAB13,LYRM4,explained_3hop_only
FAIM,TCF12,explained_3hop_only
FZD6,GPAT4,explained_3hop_only
PSMD5,AGFG1,explained_3hop_only
SELE,RPL26L1,explained_3hop_only
VWF,PET100,explained_3hop_only
RASIP1,RPL32,explained_3hop_only
FLI1,RPS15,explained_3hop_only
GLI2,CISD3,explained_3hop_only
TMUB1,FKBP3,explained_3hop_only
DCUN1D5,ADI1,explained_3hop_only
VAMP8,AKAP9,explained_3hop_only
GNAS,MRPL35,explained_3hop_only
NDUFA8,PRRC2A,explained_3hop_only
INPP5B,ALYREF,explained_3hop_only
PSMD5,ATP5ME,explained_3hop_only
TRIP12,TP53I3,explained_3hop_only
NUDT3,NIFK,explained_3hop_only
AAGAB,PGLS,explained_3hop_only
MAP3K6,TTYH3,explained_3hop_only
NUDT18,MIER1,explained_3hop_only
MAP1LC3B2,FGFR1OP2,explained_3hop_only
ZNF827,HSCB,explained_3hop_only
TMEM167B,RPL34,explained_3hop_only
ECM1,SUGT1,explained_3hop_only
ZSCAN29,IDI1,explained_3hop_only
KLHL7,KPNB1,explained_3hop_only
OPTN,CCDC167,explained_3hop_only
ACCS,TAF15,explained_3hop_only
UHRF1BP1,MRPL57,explained_3hop_only
OASL,BOLA2,explained_3hop_only
RASIP1,FERMT2,explained_3hop_only
RSPO3,FUOM,explained_3hop_only
MIER3,TSPAN31,explained_3hop_only
HEATR5B,GIPC1,explained_3hop_only
MRPL3,GSTK1,explained_3hop_only
ACAD11,EMP3,explained_3hop_only
TMED10,TALDO1,explained_3hop_only
HAPLN3,LY6E,explained_3hop_only
DOCK9,NARF,explained_3hop_only
SVIL,MRPL28,explained_3hop_only
TMEM115,SNX6,explained_3hop_only
SLC2A11,ZNF195,explained_3hop_only
DET1,DNAJB6,explained_3hop_only
RWDD2B,MRPS26,explained_3hop_only
RBFOX2,LENG8,explained_3hop_only
POLG2,YWHAH,explained_3hop_only
HEATR5B,DDOST,explained_3hop_only
MEGF9,ACAA1,explained_3hop_only
ACCS,COX8A,explained_3hop_only
PVT1,HNRNPAB,explained_3hop_only
ZNF785,KCNMA1,explained_3hop_only
MTPAP,RPS8,explained_3hop_only
YLPM1,TLNRD1,explained_3hop_only
MGA,PFDN2,explained_3hop_only
MTPAP,C19orf33,explained_3hop_only
GCOM1,CTR9,explained_3hop_only
INPP5B,HSPB11,explained_3hop_only
CARD8,RANBP1,explained_3hop_only
LIPG,TMEM183A,explained_3hop_only
PARP12,HECTD1,explained_3hop_only
RPL7L1,CPSF1,explained_3hop_only
SBF2,DLGAP4,explained_3hop_only
TMEM222,SEC22B,explained_3hop_only
RNFT1,NFE4,explained_3hop_only
SMARCB1,YME1L1,explained_3hop_only
CDKN2B,SYF2,explained_3hop_only
GPR162,RPL14,explained_3hop_only
SNAPC5,VPS13C,explained_3hop_only
CDKN2B,CNRIP1,explained_3hop_only
NDUFA8,RNF7,explained_3hop_only
GSTM4,NAPA,explained_3hop_only
TMEM123,TUBA1C,explained_3hop_only
HHAT,HHIP-AS1,explained_3hop_only
ABHD16A,PTP4A2,explained_3hop_only
MTPAP,DYSF,explained_3hop_only
ARPC2,ATP5F1A,explained_3hop_only
MLEC,AAK1,explained_3hop_only
TMEM9,NDUFB6,explained_3hop_only
BOLA1,MPST,explained_3hop_only
ACOT8,LPGAT1,explained_3hop_only
ARG2,ARHGAP17,explained_3hop_only
KIF3A,TIMM8B,explained_3hop_only
TMEM167B,HDAC8,explained_3hop_only
TSFM,GABBR2,explained_3hop_only
UBA5,SERPINE1,explained_3hop_only
REXO4,RRBP1,explained_3hop_only
NFKBIL1,CCT5,explained_3hop_only
UIMC1,TMEM141,explained_3hop_only
DYNC2LI1,MXRA7,explained_3hop_only
AGPAT4,DEGS1,explained_3hop_only
MFSD4B,CLINT1,explained_3hop_only
PVT1,POLD4,explained_3hop_only
NUDT18,PDE6D,explained_3hop_only
ZNF581,CNOT1,explained_3hop_only
TAOK1,LETM2,explained_3hop_only
MYEOV,CCDC25,explained_3hop_only
P4HA2,ZYX,explained_3hop_only
TTC32,AIDA,explained_3hop_only
NUB1,ADH5,explained_3hop_only
GPR162,NPM3,explained_3hop_only
IST1,OAZ1,explained_3hop_only
PHLDA3,HYI,explained_3hop_only
NME6,DNAJC8,explained_3hop_only
ATXN7L2,SNRPN,explained_3hop_only
YLPM1,HMGN1,explained_3hop_only
NME6,COX5A,explained_3hop_only
SH3RF1,RPS25,explained_3hop_only
IBTK,CLSTN1,explained_3hop_only
CARD8,TPGS1,explained_3hop_only
PPP3CC,SMAD1,explained_3hop_only
BLOC1S3,CRIP2,explained_3hop_only
RWDD2B,MTX2,explained_3hop_only
POGZ,RPS8,explained_3hop_only
PRKAR1A,GSK3B,explained_3hop_only
AGPAT4,LBR,explained_3hop_only
UBA5,SLTM,explained_3hop_only
RAP1GDS1,MRPS21,explained_3hop_only
MAST3,EIF2S3,explained_3hop_only
AGPAT4,IK,explained_3hop_only
ABHD16A,NUP58,explained_3hop_only
PRKAR1A,GTF2A2,explained_3hop_only
MRPL34,PTMS,explained_3hop_only
UHRF1BP1,CISD1,explained_3hop_only
LIPG,SCRN1,explained_3hop_only
MLEC,R3HDM1,explained_3hop_only
IST1,CRAT,explained_3hop_only
TTBK2,ZC3H15,explained_3hop_only
ZNF581,PRDX3,explained_3hop_only
MTPAP,AHCYL1,explained_3hop_only
ACAD11,ERI1,explained_3hop_only
BMPER,MYOF,explained_3hop_only
TRAF3IP2,COMT,explained_3hop_only
ABHD16A,PRKAR2A,explained_3hop_only
RNF146,RESF1,explained_3hop_only
THADA,NDUFA10,explained_3hop_only
DDX60L,ATP5MC1,explained_3hop_only
TMEM115,SLC39A13,explained_3hop_only
TRIM68,CINP,explained_3hop_only
REPIN1,MAN1A2,explained_3hop_only
SMARCB1,XXYLT1,explained_3hop_only
ARHGAP26,CTBP1,explained_3hop_only
ACAD11,SULT1B1,explained_3hop_only
TMEM9,ANP32A,explained_3hop_only
IFI30,ZNF207,explained_3hop_only
CNPY3,TRIP11,explained_3hop_only
CYP2J2,TMED4,explained_3hop_only
GTF3A,RBM39,explained_3hop_only
LSP1,NFE4,explained_3hop_only
RWDD2B,ARFGEF1,explained_3hop_only
MT1E,PDCD10,explained_3hop_only
BABAM1,PIN4,explained_3hop_only
AGAP2,TTC9C,explained_3hop_only
IRF3,EIF3J-DT,explained_3hop_only
SMARCC1,SPECC1L,explained_3hop_only
ADAMTS10,TMEM50A,explained_3hop_only
QRICH2,MED28,explained_3hop_only
CCRL2,IFITM3,explained_3hop_only
PRR14,ADIRF,explained_3hop_only
SLC2A11,CIB1,explained_3hop_only
DYNC2LI1,CUX1,explained_3hop_only
RGS12,AP3D1,explained_3hop_only
TMEM115,CLEC11A,explained_3hop_only
TMEM115,DNASE1L1,explained_3hop_only
MEGF9,PCMTD1,explained_3hop_only
ZNF785,ABHD2,explained_3hop_only
WDR47,SARS,explained_3hop_only
TRPC4AP,RPL28,explained_3hop_only
SLC22A4,CCDC47,explained_3hop_only
HAPLN3,RPS15,explained_3hop_only
MYEOV,DCTN3,explained_3hop_only
ARL4A,PGAM1,explained_3hop_only
NME6,ARHGDIB,explained_3hop_only
SLC46A3,UBR5,explained_3hop_only
ADAMTS10,IST1,explained_3hop_only
PRKAR1A,SNHG15,explained_3hop_only
DCUN1D5,NDUFB8,explained_3hop_only
WDR47,PRKDC,explained_3hop_only
ZNF296,OGT,explained_3hop_only
DTYMK,EFCAB14,explained_3hop_only
YLPM1,MT-ND4,explained_3hop_only
PLEKHA5,ESF1,explained_3hop_only
UGGT1,TERF2IP,explained_3hop_only
SLC2A6,FADS1,explained_3hop_only
SNX13,PRKAR2B,explained_3hop_only
CCDC36,P4HA2,explained_3hop_only
CCDC36,WWC2,explained_3hop_only
ARPC2,PNPLA6,explained_3hop_only
GSTM2,BUD23,explained_3hop_only
ZNRF1,RPLP0,explained_3hop_only
SNX13,POLDIP2,explained_3hop_only
MOCS2,ADPRHL2,explained_3hop_only
HAPLN3,RCN2,explained_3hop_only
MTPAP,ARPC1A,explained_3hop_only
PARP12,CANX,explained_3hop_only
TMED10,HNRNPM,explained_3hop_only
PLTP,CCDC59,explained_3hop_only
MLH3,NSMCE4A,explained_3hop_only
HHAT,NCOA7,explained_3hop_only
MTPAP,UQCRB,explained_3hop_only
ZNF785,RGS10,explained_3hop_only
HINT3,PRCP,explained_3hop_only
ITGA1,HM13,explained_3hop_only
SMARCC1,IFI27,explained_3hop_only
FYCO1,ANXA2,explained_3hop_only
DHCR24,AIMP1,explained_3hop_only
DHTKD1,COPS3,explained_3hop_only
DOCK9,GPRC5A,explained_3hop_only
TSFM,LPCAT4,explained_3hop_only
REXO4,RRP8,explained_3hop_only
ENSA,MT-ATP6,explained_3hop_only
RPL7L1,API5,explained_3hop_only
ENSA,ARL6IP5,explained_3hop_only
CARD8,PTPN12,explained_3hop_only
TRIM68,ERGIC2,explained_3hop_only
ZNF764,TMEM248,explained_3hop_only
CEP41,RPL34,explained_3hop_only
NME6,RPL41,explained_3hop_only
TRIP12,P4HB,explained_3hop_only
AP1G1,CIAO2B,explained_3hop_only
WDR47,DESI1,explained_3hop_only
LSP1,TCTN3,explained_3hop_only
NCOA5,MNAT1,explained_3hop_only
ZNF296,ARL6IP5,explained_3hop_only
PHF19,SAR1A,explained_3hop_only
DMXL1,DENND4A,explained_3hop_only
THADA,ESCO1,explained_3hop_only
NCOA5,RPL36,explained_3hop_only
CUL9,THUMPD1,explained_3hop_only
RGS12,DCXR,explained_3hop_only
CPNE5,CLU,explained_3hop_only
LAPTM4A,CDC27,explained_3hop_only
RGS12,RAB11FIP1,explained_3hop_only
MANEA,PSMD6,explained_3hop_only
HEATR5B,MMP24OS,explained_3hop_only
IFIT1,SNRPD3,explained_3hop_only
MEGF9,TST,explained_3hop_only
PDP1,CNTNAP3B,explained_3hop_only
HEATR5B,GCC2,explained_3hop_only
PLEKHA5,HECTD1,explained_3hop_only
ZNF22,CD151,explained_3hop_only
APH1A,CSDE1,explained_3hop_only
GTF3A,RBM28,explained_3hop_only
BAG6,METTL26,explained_3hop_only
MLH3,CAVIN1,explained_3hop_only
PCMTD2,TBCB,explained_3hop_only
YLPM1,MFAP2,explained_3hop_only
AGPAT4,ALYREF,explained_3hop_only
TMEM222,B4GALT1,explained_3hop_only
USP25,EIF3H,explained_3hop_only
