source,intermediate_1,intermediate_2,target,stmt_type_1,stmt_type_2,stmt_type_3,belief_1,belief_2,belief_3,evidence_1,evidence_2,evidence_3,logfoldchange,pval
PLPP3,hgnc:mesh:D009369,CREB1,ZCCHC17,Inhibition,IncreaseAmount,DecreaseAmount,0.9419,0.94757,0.79,1,1,1,0.40984643,0.0391597558602731
PLPP3,hgnc:uniprot:P42751,hgnc:mesh:D009362,CD164,IncreaseAmount,Activation,IncreaseAmount,0.923,0.923,0.86,3,3,2,0.30018368,0.0393588054944005
PLPP3,BCAR1,MYOD1,PWWP3A,Complex,Inhibition,DecreaseAmount,0.89,0.86,0.79,1,2,1,0.47265762,0.0394786471022925
PLPP3,OXA1L,HOXD1,SF3B5,Complex,Complex,IncreaseAmount,0.86,0.94999822853,0.89,2,11,1,0.27632478,0.0398890045985979
PLPP3,OXA1L,hgnc:chebi:8249,EPB41L2,Complex,Complex,DecreaseAmount,0.86,0.923,0.89,2,3,1,0.45204562,0.0404544108773176
PLPP3,hgnc:mesh:D009362,MTOR,VKORC1,Inhibition,Inhibition,IncreaseAmount,0.86,0.923,0.86,2,3,2,0.27359286,0.0405566099943849
PLPP3,hgnc:mesh:D009369,ELK1,NIFK,Inhibition,IncreaseAmount,DecreaseAmount,0.9419,0.86,0.79,1,1,1,0.37964952,0.0420738177054287
PLPP3,hgnc:mesh:D050197,hgnc:uniprot:P0CW71,PECAM1,Activation,IncreaseAmount,IncreaseAmount,0.8775000000000001,0.86,0.923,2,2,3,0.2966767,0.0428303571566168
PLPP3,CTNNB1,POU3F2,TRIAP1,IncreaseAmount,IncreaseAmount,DecreaseAmount,0.9804,0.923,0.79,4,3,1,0.47398195,0.0438756815622038
PLPP3,hgnc:mesh:D009369,POU2F1,CDC42EP3,Inhibition,IncreaseAmount,DecreaseAmount,0.9419,0.86,0.982,1,1,3,0.4523702,0.0444158400281917
PLPP3,RHOA,PPARA,DDX17,Inhibition,Inhibition,DecreaseAmount,0.86,0.923,0.79,2,3,1,0.25543547,0.0445960794341049
PLPP3,hgnc:mesh:D009369,NCAM1,PTPRA,Inhibition,Activation,IncreaseAmount,0.9419,0.86,0.86,1,1,2,0.2633753,0.0449679782292438
PLPP3,OXA1L,hgnc:chebi:8107,TUT4,Complex,Complex,IncreaseAmount,0.86,0.94757,0.89,2,5,1,0.36475688,0.0456452792708695
PLPP3,hgnc:go:0008219,RNA5SP20,KDSR,Activation,Activation,DecreaseAmount,0.9497812999999999,0.923,0.89,2,2,1,0.386964,0.045975764636492
PLPP3,RHOA,PITX2,PRPF8,Inhibition,Complex,DecreaseAmount,0.86,0.923,0.79,2,3,1,0.39209917,0.0465080759531841
PLPP3,CHDH,hgnc:mesh:D052638,TRADD,Complex,Activation,IncreaseAmount,0.923,0.923,0.89,3,3,1,0.7401166,0.0466098979969605
PLPP3,hgnc:mesh:D050197,IL1B,FAM13A,Activation,Activation,DecreaseAmount,0.8775000000000001,0.86,0.86,2,2,2,1.3068895,0.0467053206686947
PLPP3,hgnc:mesh:D009369,MAPK10,MRPS5,Inhibition,Activation,DecreaseAmount,0.9419,0.9419,0.923,1,2,3,0.3267758,0.0469561741461437
PLPP3,CTNNB1,ESRRA,GPATCH2L,IncreaseAmount,Activation,DecreaseAmount,0.9804,0.8775000000000001,0.79,4,2,1,0.50501174,0.0475013533997787
PLPP3,hgnc:mesh:D009369,NR3C1,RAB3GAP2,Inhibition,DecreaseAmount,DecreaseAmount,0.9419,0.996093867,0.79,1,3,1,0.5481986,0.0475748904541765
PLPP3,hgnc:mesh:D009362,TP53,RBM25,Inhibition,DecreaseAmount,DecreaseAmount,0.86,0.923,0.86,2,3,2,0.256122,0.0476485231934992
PLPP3,RHOA,MYOG,CREBL2,Inhibition,IncreaseAmount,DecreaseAmount,0.86,0.86,0.79,2,2,1,0.8208485,0.0477826463469818
PLPP3,hgnc:mesh:D009369,hgnc:uniprot.chain:PRO_0000032458,ENG,Inhibition,Activation,IncreaseAmount,0.9419,0.9419,0.949999468559,1,2,12,0.20938675,0.0491036197307953
PLPP3,hgnc:mesh:D009369,hgnc:uniprot.chain:PRO_0000032458,TGFBR2,Inhibition,Activation,IncreaseAmount,0.9419,0.9419,0.86,1,2,2,0.2850587,0.0498398238643338
PLPP3,CHDH,hgnc:mesh:D052638,DAD1,Complex,Activation,DecreaseAmount,0.923,0.923,0.89,3,3,1,-0.21214183,0.0491139250872663
PLPP3,VCP,PDCD6,SEC31A,Complex,Complex,DecreaseAmount,0.98,0.98,0.951,1,1,3,-0.31747732,0.0486826599018443
PLPP3,CHDH,hgnc:mesh:D052638,NSMAF,Complex,Activation,IncreaseAmount,0.923,0.923,0.89,3,3,1,-1.0615616,0.0483663885180411
PLPP3,RHOA,LRRK2,RPS15,Inhibition,Complex,DecreaseAmount,0.86,0.9972,0.86,2,3,2,-0.07473981,0.0444695312030867
PLPP3,CHDH,hgnc:mesh:D052638,COX7C,Complex,Activation,IncreaseAmount,0.923,0.923,0.89,3,3,1,-0.101832725,0.0437010173153015
PLPP3,hgnc:mesh:D009369,BACH1,EEF1A1,Inhibition,IncreaseAmount,DecreaseAmount,0.9419,0.86,0.79,1,2,1,-0.041420445,0.0425312412531982
PLPP3,CHDH,hgnc:mesh:D052638,ARL6IP1,Complex,Activation,IncreaseAmount,0.923,0.923,0.98,3,3,2,-0.5230322,0.0399034180010711
PLPP3,CHDH,hgnc:mesh:D052638,RPS19,Complex,Activation,IncreaseAmount,0.923,0.923,0.89,3,3,1,-0.06810424,0.0343349051770048
PLPP3,CHDH,hgnc:mesh:D052638,RPL27A,Complex,Activation,DecreaseAmount,0.923,0.923,0.89,3,3,1,-0.07292208,0.0329661364207385
PLPP3,CHDH,hgnc:mesh:D052638,MYADM,Complex,Activation,DecreaseAmount,0.923,0.923,0.98,3,3,2,-0.17800894,0.0329661364207385
PLPP3,hgnc:mesh:D009369,SP1,SNAPIN,Inhibition,DecreaseAmount,DecreaseAmount,0.9419,0.991866,0.9884,1,2,4,-0.8772268,0.0317272392882918
PLPP3,hgnc:mesh:D009369,SP1,COPS4,Inhibition,DecreaseAmount,DecreaseAmount,0.9419,0.991866,0.79,1,2,1,-0.60147923,0.0313451378399729
PLPP3,hgnc:mesh:D050197,hgnc:mesh:D007239,ATP6AP1,Activation,Activation,DecreaseAmount,0.8775000000000001,0.9419,0.923,2,2,3,-0.43285254,0.0304437111170109
PLPP3,APP,FOXO4,MSL3,Complex,Complex,DecreaseAmount,0.98,0.8775000000000001,0.79,1,2,1,-0.6785804,0.0282730470408448
PLPP3,APP,FOXO4,CCDC50,Complex,Complex,DecreaseAmount,0.98,0.8775000000000001,0.79,1,2,1,-0.33171853,0.0257795529855193
PLPP3,hgnc:mesh:D009369,hgnc:uniprot:Q64902,PEBP1,Inhibition,Activation,DecreaseAmount,0.9419,0.86,0.923,1,2,3,-0.20583132,0.025615436667892
PLPP3,OXA1L,hgnc:chebi:8249,UTP11,Complex,Complex,DecreaseAmount,0.86,0.923,0.89,2,3,1,-0.81890184,0.0252977153598828
PLPP3,CTNNB1,KAT2B,PUM2,IncreaseAmount,Complex,DecreaseAmount,0.9804,0.86,0.79,4,2,1,-1.0329391,0.023549961954588
PLPP3,CHDH,hgnc:mesh:D052638,RPA3,Complex,Activation,DecreaseAmount,0.923,0.923,0.89,3,3,1,-0.6502057,0.0230324692759687
PLPP3,CHDH,hgnc:mesh:D052638,AP2S1,Complex,Activation,IncreaseAmount,0.923,0.923,0.89,3,3,1,-0.11886883,0.022653960165419
PLPP3,APP,hgnc:mesh:D000952,CENPX,Complex,Complex,DecreaseAmount,0.98,0.8775000000000001,0.89,1,2,1,-0.45277095,0.021957945026951
PLPP3,CHDH,hgnc:mesh:D052638,PRKAG2,Complex,Activation,IncreaseAmount,0.923,0.923,0.89,3,3,1,-0.770482,0.0218563666049493
PLPP3,hgnc:mesh:D050197,AR,ANTXR2,Activation,Activation,DecreaseAmount,0.8775000000000001,0.923,0.86,2,3,2,-0.7111874,0.0213428010746478
PLPP3,CHDH,hgnc:mesh:D052638,MZT2A,Complex,Activation,IncreaseAmount,0.923,0.923,0.89,3,3,1,-0.4152668,0.0204441805018876
PLPP3,CHDH,hgnc:mesh:D052638,RPL35A,Complex,Activation,DecreaseAmount,0.923,0.923,0.89,3,3,1,-0.08226577,0.0198030780499608
PLPP3,RHOA,PITX2,SNX6,Inhibition,Complex,DecreaseAmount,0.86,0.923,0.79,2,3,1,-0.3257454,0.0197416732640131
PLPP3,hgnc:mesh:D009369,POU2F1,BUB3,Inhibition,IncreaseAmount,DecreaseAmount,0.9419,0.86,0.95,1,1,2,-0.5233082,0.0192225704639507
PLPP3,OXA1L,IRF6,LSM10,Complex,Complex,DecreaseAmount,0.86,0.86,0.89,2,2,1,-0.5709387,0.0189280812685777
PLPP3,hgnc:mesh:D009362,ESR1,COPRS,Inhibition,IncreaseAmount,DecreaseAmount,0.86,0.86,0.79,2,2,1,-0.556624,0.0184677721320949
PLPP3,CHDH,hgnc:mesh:D052638,FAU,Complex,Activation,DecreaseAmount,0.923,0.923,0.89,3,3,1,-0.07260497,0.0162464671080785
PLPP3,CHDH,hgnc:mesh:D052638,DNAJC10,Complex,Activation,DecreaseAmount,0.923,0.923,0.89,3,3,1,-0.42241186,0.0133483799095093
PLPP3,CTNNB1,POU1F1,PDLIM5,IncreaseAmount,Activation,DecreaseAmount,0.9804,0.86,0.79,4,2,1,-0.55317515,0.0130733271147261
PLPP3,VCP,PBX1,CCNG1,Complex,Complex,DecreaseAmount,0.98,0.8775000000000001,0.79,1,2,1,-0.44200784,0.0121923407335343
PLPP3,CHDH,hgnc:mesh:D052638,MANBAL,Complex,Activation,IncreaseAmount,0.923,0.923,0.89,3,3,1,-0.7985768,0.0115817721916398
PLPP3,CHDH,hgnc:mesh:D052638,RPS12,Complex,Activation,IncreaseAmount,0.923,0.923,0.98,3,3,1,-0.09697914,0.0097659632457726
PLPP3,hgnc:mesh:D009369,SP1,MRPS33,Inhibition,DecreaseAmount,DecreaseAmount,0.9419,0.991866,0.79,1,2,1,-0.63538396,0.0088790529016348
PLPP3,CHDH,hgnc:mesh:D052638,RPL38,Complex,Activation,DecreaseAmount,0.923,0.923,0.89,3,3,1,-0.11558085,0.0071055064411309
PLPP3,hgnc:mesh:D009369,ATF3,RAD23A,Inhibition,Activation,DecreaseAmount,0.9419,0.979665,0.79,1,1,1,-0.43638882,0.004090035896288
PLPP3,CHDH,hgnc:mesh:D052638,RPL12,Complex,Activation,DecreaseAmount,0.923,0.923,0.89,3,3,1,-0.11383972,0.0039367502769847
PLPP3,hgnc:mesh:D009369,hgnc:uniprot:P22265,ERP29,Inhibition,Activation,IncreaseAmount,0.9419,0.949999468559,0.9419,1,2,4,-0.39979842,0.0035434301405623
PDP1,EGFR,hgnc:mesh:D014028,RBBP6,Complex,Activation,IncreaseAmount,0.98,0.86,0.89,1,2,1,0.862928,0.0001219021909808
PDP1,hgnc:mesh:D017382,hgnc:uniprot:O67480,CALR,Activation,Activation,IncreaseAmount,0.86,0.949999985651093,0.86,2,15,2,0.2585963,0.0006443902718685
PDP1,hgnc:mesh:D017382,hgnc:uniprot:Q9LT17,DNMT1,Activation,Activation,DecreaseAmount,0.86,0.86,0.86,2,2,2,0.6426308,0.0016265799079283
PDP1,hgnc:uniprot:Q8L925,MYC,HNRNPM,Inhibition,Complex,DecreaseAmount,0.86,0.949271,0.79,2,6,1,0.4728283,0.0017423607052761
PDP1,hgnc:mesh:D017382,hgnc:mesh:D052638,DDX39B,Activation,Inhibition,IncreaseAmount,0.86,0.923,0.89,2,3,1,0.53258735,0.0019174030483351
PDP1,hgnc:mesh:D017382,FOXO4,KATNBL1,Activation,Activation,DecreaseAmount,0.86,0.9497812999999999,0.79,2,7,1,0.6761931,0.0021319913986832
PDP1,MAP3K7,hgnc:uniprot:P84445,IFI16,Dephosphorylation,Complex,DecreaseAmount,0.86,0.991866,0.86,2,6,1,0.45744458,0.0025820048099885
PDP1,hgnc:mesh:D017382,RN7SL179P,PYURF,Activation,Activation,DecreaseAmount,0.86,0.949271,0.89,2,6,1,0.39078093,0.004956869302737
PDP1,BCL2,PSG11,MT-ND5,Phosphorylation,Inhibition,DecreaseAmount,0.9961331601,0.94757,0.89,9,5,1,0.19973263,0.0050020825376854
PDP1,hgnc:mesh:D009369,PAX3,PCNP,Activation,DecreaseAmount,DecreaseAmount,0.9497812999999999,0.86,0.79,6,1,1,0.47941765,0.0052280027524395
PDP1,hgnc:uniprot:P04591,hgnc:uniprot.chain:PRO_0000032458,PTK2,Complex,Inhibition,IncreaseAmount,0.9419,0.86,0.94757,4,2,5,0.45689893,0.0052333085749007
PDP1,hgnc:mesh:D017382,hgnc:mesh:D004785,PSME1,Activation,Inhibition,DecreaseAmount,0.86,0.86,0.89,2,2,1,0.3573824,0.0055811244612653
PDP1,hgnc:mesh:D017382,NRF1,EIF5B,Activation,Complex,DecreaseAmount,0.86,0.86,0.79,2,2,1,0.3345865,0.0061058928688693
PDP1,hgnc:mesh:D009369,POU2F1,YWHAB,Activation,IncreaseAmount,DecreaseAmount,0.9497812999999999,0.86,0.95,6,1,2,0.14584498,0.0063348321919893
PDP1,hgnc:mesh:D017382,hgnc:mesh:D052638,DNAJC7,Activation,Inhibition,IncreaseAmount,0.86,0.923,0.98,2,3,2,0.456014,0.0065201015107452
PDP1,hgnc:uniprot:Q8L925,hgnc:mesh:D017382,ITCH,Inhibition,Complex,DecreaseAmount,0.86,0.923,0.86,2,3,2,0.61362857,0.00658985913155
PDP1,hgnc:mesh:D017382,PAWR,CCAR1,Activation,Activation,IncreaseAmount,0.86,0.979665,0.9816495,2,5,5,0.5547299,0.0078010264645847
PDP1,hgnc:uniprot:Q8L925,hgnc:mesh:D051379,HK1,Inhibition,Activation,IncreaseAmount,0.86,0.923,0.86,2,3,2,0.546541,0.0079039163630418
PDP1,hgnc:uniprot:P04591,AR,TM9SF2,Complex,Inhibition,DecreaseAmount,0.9419,0.86,0.79,4,2,1,0.460568,0.0080519947725489
PDP1,hgnc:uniprot:P05100,RB1,ACBD6,Complex,Activation,DecreaseAmount,0.86,0.94757,0.95,2,4,2,0.4618981,0.0087441806082369
PDP1,EGFR,hgnc:mesh:D014028,ETFB,Complex,Activation,IncreaseAmount,0.98,0.86,0.89,1,2,1,0.21828657,0.0092280113872878
PDP1,hgnc:mesh:D017382,hgnc:mesh:D052638,SPTAN1,Activation,Inhibition,IncreaseAmount,0.86,0.923,0.89,2,3,1,0.467245,0.0099964413648175
PDP1,BCL2,PSG11,IPO5,Phosphorylation,Inhibition,IncreaseAmount,0.9961331601,0.94757,0.89,9,5,1,0.5444626,0.010271446057988
PDP1,hgnc:mesh:D017382,BACH1,YIF1A,Activation,Complex,DecreaseAmount,0.86,0.923,0.79,2,3,1,0.42391816,0.0109609853715845
PDP1,EGFR,hgnc:mesh:D014028,SLC25A23,Complex,Activation,DecreaseAmount,0.98,0.86,0.89,1,2,1,0.6151583,0.0112134922807341
PDP1,EGFR,hgnc:mesh:D014028,CD151,Complex,Activation,IncreaseAmount,0.98,0.86,0.89,1,2,1,0.26719612,0.0117231169444143
PDP1,hgnc:mesh:D009369,HOXA9,SNRPE,Activation,DecreaseAmount,DecreaseAmount,0.9497812999999999,0.86,0.89,6,2,1,0.28058812,0.0120551520996367
PDP1,hgnc:mesh:D017382,hgnc:mesh:D052638,PPIL4,Activation,Inhibition,DecreaseAmount,0.86,0.923,0.89,2,3,1,0.64297605,0.0123986290218049
PDP1,BCL2,KRT8P33,CNTNAP3B,Phosphorylation,Inhibition,IncreaseAmount,0.9961331601,0.9419,0.89,9,4,1,0.6285903,0.0125741248088507
PDP1,INS,KCNB1,VAPB,Complex,Complex,IncreaseAmount,0.86,0.86,0.941,2,2,1,0.63280606,0.0125783551352285
PDP1,INS,PAX4,CDC73,Complex,Complex,DecreaseAmount,0.86,0.86,0.79,2,2,1,0.53401,0.0132295638942571
PDP1,INS,QPCT,RNF169,Complex,Activation,DecreaseAmount,0.86,0.949271,0.89,2,6,1,1.0205048,0.0146328687093084
PDP1,hgnc:mesh:D017382,NRF1,PLOD3,Activation,Complex,DecreaseAmount,0.86,0.86,0.95,2,2,2,0.41260362,0.0153945313730209
PDP1,hgnc:uniprot:P04591,hgnc:uniprot.chain:PRO_0000032458,ILK,Complex,Inhibition,IncreaseAmount,0.9419,0.86,0.949999468559,4,2,12,0.42667806,0.0156325536435581
PDP1,EGFR,hgnc:mesh:D014028,AHNAK,Complex,Activation,DecreaseAmount,0.98,0.86,0.98,1,2,2,0.23035045,0.0159284413240377
PDP1,hgnc:uniprot:P04591,hgnc:uniprot.chain:PRO_0000032458,PPP3CA,Complex,Inhibition,IncreaseAmount,0.9419,0.86,0.98922,4,2,5,0.4654248,0.0168855804925245
PDP1,MIRN560,hgnc:chebi:79516,NOL11,Activation,Activation,IncreaseAmount,0.94757,0.86,0.89,5,2,1,0.87617224,0.0178265751223046
PDP1,hgnc:mesh:D017382,NRF1,MRTFB,Activation,Complex,DecreaseAmount,0.86,0.86,0.95,2,2,2,0.97666234,0.0181322826638926
PDP1,EGFR,hgnc:mesh:D014028,MT-ATP6,Complex,Activation,DecreaseAmount,0.98,0.86,0.89,1,2,1,0.0477071,0.0181454237967811
PDP1,hgnc:mesh:D017382,hgnc:mesh:D052638,NHSL1,Activation,Inhibition,IncreaseAmount,0.86,0.923,0.98,2,3,1,0.93086505,0.0182919984663766
PDP1,EGFR,hgnc:mesh:D014028,RIOK3,Complex,Activation,IncreaseAmount,0.98,0.86,0.89,1,2,1,0.49650016,0.0189994304854462
PDP1,hgnc:uniprot:Q8L925,hgnc:mesh:D009369,OLA1,Inhibition,Inhibition,IncreaseAmount,0.86,0.9499999999999152,0.923,2,5,2,0.34003648,0.0193041381669718
PDP1,BCL2,LEF1,RBM42,Phosphorylation,Complex,DecreaseAmount,0.9961331601,0.98922,0.79,9,5,1,0.5923911,0.0193087642384815
PDP1,hgnc:mesh:D017382,PAX2,SERBP1,Activation,IncreaseAmount,DecreaseAmount,0.86,0.9419,0.79,2,4,1,0.12229519,0.0193906513932009
PDP1,EGFR,hgnc:mesh:D014028,SMARCA1,Complex,Activation,DecreaseAmount,0.98,0.86,0.89,1,2,1,0.37559652,0.020134994252297
PDP1,hgnc:uniprot:P42212,ATF4,NDUFA10,Activation,Complex,DecreaseAmount,0.86,0.949980317,0.79,2,9,1,0.35288483,0.020141393778493
PDP1,BCL2,PAX5,FBXO7,Phosphorylation,Complex,IncreaseAmount,0.9961331601,0.86,0.923,9,2,3,0.55368394,0.0205286278123659
PDP1,EGFR,hgnc:chebi:63632,DTD1,Complex,Activation,DecreaseAmount,0.98,0.86,0.89,1,2,1,0.31735623,0.0209786429055525
PDP1,EGFR,hgnc:mesh:D014028,PSMB2,Complex,Activation,IncreaseAmount,0.98,0.86,0.89,1,2,1,0.29893917,0.0215354154170398
PDP1,EGFR,hgnc:mesh:D014028,GAPVD1,Complex,Activation,IncreaseAmount,0.98,0.86,0.89,1,2,1,0.63905674,0.0226521876316788
PDP1,hgnc:mesh:D017382,NRF1,OSTC,Activation,Complex,DecreaseAmount,0.86,0.86,0.79,2,2,1,0.26382148,0.0238393242638337
PDP1,INS,hgnc:uniprot:Q08193,NOTCH2,Complex,Complex,IncreaseAmount,0.86,0.923,0.86,2,3,2,0.5875195,0.0239805021044653
PDP1,hgnc:uniprot:Q8L925,hgnc:mesh:D009369,C1QBP,Inhibition,Inhibition,IncreaseAmount,0.86,0.9499999999999152,0.951,2,5,1,0.21860495,0.0239972684514335
PDP1,hgnc:mesh:D017382,NRF1,AP2A1,Activation,Complex,DecreaseAmount,0.86,0.86,0.79,2,2,1,0.5197038,0.0252509368041936
PDP1,hgnc:uniprot:Q8L925,hgnc:mesh:D009369,TXLNA,Inhibition,Inhibition,IncreaseAmount,0.86,0.9499999999999152,0.923,2,5,1,0.5237168,0.0254012837652261
PDP1,LINC01147,RARRES1,DNAJC8,Activation,Activation,DecreaseAmount,0.86,0.86,0.86,2,2,2,0.25431925,0.0254855803587294
PDP1,hgnc:mesh:D017382,hgnc:mesh:D052638,PODXL,Activation,Inhibition,IncreaseAmount,0.86,0.923,0.89,2,3,1,0.3159861,0.0284884777807313
PDP1,SLC25A44,NDUFV3,NIT2,Inhibition,Activation,DecreaseAmount,0.86,0.86,0.89,2,2,1,0.40607926,0.028611904851546
PDP1,hgnc:mesh:D017382,hgnc:mesh:D052638,PLSCR4,Activation,Inhibition,DecreaseAmount,0.86,0.923,0.89,2,3,1,0.43720862,0.0290684189818487
PDP1,hgnc:mesh:D017382,hgnc:mesh:D052638,IER5L,Activation,Inhibition,DecreaseAmount,0.86,0.923,0.89,2,3,1,0.74105376,0.0292824151241202
PDP1,hgnc:mesh:D017382,hgnc:mesh:D004785,UBE2V2,Activation,Inhibition,IncreaseAmount,0.86,0.86,0.89,2,2,1,0.3744503,0.0310669797350366
PDP1,HTT,MEIS1,FKBP3,Complex,Complex,DecreaseAmount,0.86,0.86,0.95,2,2,2,0.34220985,0.0314367625649313
PDP1,INS,hgnc:uniprot:Q60770,SNAP23,Complex,Dephosphorylation,IncreaseAmount,0.86,0.86,0.86,2,1,2,0.35529983,0.0317390958057371
PDP1,hgnc:uniprot:P05100,TEAD1,ARMC10,Complex,Complex,DecreaseAmount,0.86,0.86,0.79,2,2,1,0.5039454,0.0318673884721443
PDP1,hgnc:mesh:D017382,hgnc:uniprot:P27958,TAX1BP1,Activation,Activation,IncreaseAmount,0.86,0.94999995217031,0.86,2,14,2,0.317572,0.0321420865668451
PDP1,hgnc:fplx:hCG,hgnc:uniprot.chain:PRO_0000419819,FOS,Complex,IncreaseAmount,DecreaseAmount,0.86,0.86,0.923,2,2,3,0.7236494,0.0322958391360141
PDP1,INS,hgnc:uniprot:Q08193,SEMA3A,Complex,Complex,DecreaseAmount,0.86,0.923,0.923,2,3,1,0.45489317,0.0324453874546773
PDP1,CLOCK,hgnc:uniprot:Q9LKL2,CEBPZ,Inhibition,DecreaseAmount,DecreaseAmount,0.86,0.9419,0.86,2,3,2,0.48611695,0.032556725648731
PDP1,SMAD1,RFX1,CFL2,Inhibition,Complex,DecreaseAmount,0.941,0.9978,0.79,1,2,1,0.31640443,0.0334022398698117
PDP1,hgnc:mesh:D017382,hgnc:mesh:D052638,PLEC,Activation,Inhibition,IncreaseAmount,0.86,0.923,0.98,2,3,1,0.24498,0.0334195878825645
PDP1,hgnc:mesh:D009369,POU2F1,GFOD1,Activation,IncreaseAmount,DecreaseAmount,0.9497812999999999,0.86,0.79,6,1,1,0.8111818,0.0337606682227395
PDP1,hgnc:uniprot:Q8L925,hgnc:mesh:D011839,RAD21,Inhibition,Complex,DecreaseAmount,0.86,0.9419,0.86,2,4,2,0.34749165,0.034745406723511
PDP1,hgnc:uniprot:Q8L925,hgnc:mesh:D009369,NDUFA13,Inhibition,Inhibition,DecreaseAmount,0.86,0.9499999999999152,0.9497812999999999,2,5,1,0.19363758,0.0349020295672801
PDP1,EGFR,hgnc:mesh:D014028,UBFD1,Complex,Activation,IncreaseAmount,0.98,0.86,0.89,1,2,1,0.6910698,0.0350850870845277
PDP1,EGFR,hgnc:mesh:D014028,PAFAH1B2,Complex,Activation,IncreaseAmount,0.98,0.86,0.89,1,2,1,0.33358863,0.0356077708322693
PDP1,hgnc:mesh:D017382,hgnc:mesh:D052638,SH3KBP1,Activation,Inhibition,IncreaseAmount,0.86,0.923,0.989,2,3,1,0.34074545,0.0366623551291556
PDP1,SLC25A44,hgnc:chebi:48981,EOGT,Inhibition,Activation,DecreaseAmount,0.86,0.86,0.89,2,2,1,0.72542435,0.0372484694221894
PDP1,hgnc:mesh:D017382,hgnc:mesh:D052638,POLR1D,Activation,Inhibition,DecreaseAmount,0.86,0.923,0.89,2,3,1,0.24990602,0.0374283090069345
PDP1,hgnc:mesh:D017382,hgnc:mesh:D052638,DTYMK,Activation,Inhibition,DecreaseAmount,0.86,0.923,0.89,2,3,1,0.44166955,0.0377434315600803
PDP1,CLOCK,hgnc:uniprot:P92973,CCT6A,Inhibition,Inhibition,DecreaseAmount,0.86,0.923,0.86,2,3,2,0.23276813,0.0385425271971055
PDP1,EGFR,hgnc:mesh:D014028,SECISBP2L,Complex,Activation,IncreaseAmount,0.98,0.86,0.89,1,2,1,0.61149764,0.0387782879582013
PDP1,hgnc:mesh:D017382,hgnc:mesh:D052638,DDHD2,Activation,Inhibition,IncreaseAmount,0.86,0.923,0.89,2,3,1,0.6683163,0.0407822187038389
PDP1,hgnc:uniprot:P04591,hgnc:uniprot.chain:PRO_0000032458,ARHGEF12,Complex,Inhibition,IncreaseAmount,0.9419,0.86,0.923,4,2,3,0.41081405,0.0408115964277076
PDP1,SSU72,POU3F1,KMT2E,Inhibition,DecreaseAmount,DecreaseAmount,0.86,0.89,0.79,2,1,1,0.29532695,0.0434060549985118
PDP1,hgnc:mesh:D017382,NRF1,CCDC47,Activation,Complex,DecreaseAmount,0.86,0.86,0.79,2,2,1,0.4569695,0.0437383958522612
PDP1,hgnc:mesh:D017382,hgnc:mesh:D052638,GLS,Activation,Inhibition,IncreaseAmount,0.86,0.923,0.9846,2,3,2,0.2922687,0.0443086217690275
PDP1,BCL2,LEF1,RTF2,Phosphorylation,Complex,DecreaseAmount,0.9961331601,0.98922,0.79,9,5,1,0.3012749,0.0444790117987933
PDP1,EGFR,hgnc:mesh:D014028,SGMS2,Complex,Activation,IncreaseAmount,0.98,0.86,0.89,1,2,1,0.41889018,0.0450829334542728
PDP1,hgnc:mesh:D017382,hgnc:mesh:D052638,IMMT,Activation,Inhibition,DecreaseAmount,0.86,0.923,0.89,2,3,1,0.35852653,0.045178918655993
PDP1,FGFR1,PLAG1,SMARCD1,Complex,Complex,IncreaseAmount,0.98,0.923,0.89,1,3,1,0.3676285,0.0460668378780732
PDP1,hgnc:mesh:D017382,hgnc:mesh:D052638,PMEPA1,Activation,Inhibition,DecreaseAmount,0.86,0.923,0.89,2,3,1,0.6010114,0.0461808930437991
PDP1,EGFR,hgnc:mesh:D014028,ERGIC1,Complex,Activation,DecreaseAmount,0.98,0.86,0.89,1,2,1,0.43020147,0.0467020274970674
PDP1,hgnc:mesh:D017382,PSMB9,CEP126,Activation,Inhibition,DecreaseAmount,0.86,0.86,0.89,2,2,1,0.70219314,0.0472114833497368
PDP1,hgnc:mesh:D017382,FXYD6P1,C12orf49,Activation,Inhibition,IncreaseAmount,0.86,0.923,0.98,2,3,2,0.6721627,0.0474012296338062
PDP1,SMAD1,RFX1,TAOK1,Inhibition,Complex,DecreaseAmount,0.941,0.9978,0.79,1,2,1,0.35449386,0.0474946729545182
PDP1,hgnc:mesh:D017382,hgnc:mesh:D052638,MYEOV,Activation,Inhibition,DecreaseAmount,0.86,0.923,0.89,2,3,1,0.61827505,0.0483189275551278
PDP1,hgnc:mesh:D017382,MAGEB2,CZIB,Activation,Activation,DecreaseAmount,0.86,0.9419,0.89,2,4,1,0.42034718,0.0490418256935826
PDP1,EGFR,hgnc:mesh:D014028,MT-ND2,Complex,Activation,DecreaseAmount,0.98,0.86,0.89,1,2,1,0.08141232,0.0498015785595798
PDP1,hgnc:uniprot:Q8L925,hgnc:mesh:D059305,ADIPOR2,Inhibition,Complex,IncreaseAmount,0.86,0.923,0.94757,2,3,5,-0.9639876,0.0493790510354957
PDP1,hgnc:mesh:D017382,hgnc:mesh:D052638,CCNI,Activation,Inhibition,IncreaseAmount,0.86,0.923,0.89,2,3,1,-0.19731575,0.0488294789209156
PDP1,hgnc:mesh:D017382,hgnc:mesh:D052638,RPS26,Activation,Inhibition,DecreaseAmount,0.86,0.923,0.89,2,3,1,-0.0998622,0.048611092410375
