source,intermediate_1,intermediate_2,target,stmt_type_1,stmt_type_2,stmt_type_3,belief_1,belief_2,belief_3,evidence_1,evidence_2,evidence_3,logfoldchange,pval,evidence_text_hop1,evidence_text_hop2,evidence_text_hop3,pmids_hop1,pmids_hop2,pmids_hop3
PVT1,NOTCH1,RFX1,PRDM2,Activation,Complex,DecreaseAmount,0.86,0.98,0.79,2,1,1,0.5411837,0.0339905953748831,"1) Taken together , our results demonstrated that PVT1 knockdown could inhibit expression of YAP1 and NOTCH1 signaling activation .

2) Besides , PVT1 activated NOTCH1 signaling through YAP1 , indicating that YAP1 is most likely a NOTCH1 upstream driver gene and we , for the first time , revealed the molecular mechanism of NOTCH1 upregulation in NSCLC .",Evidence from: biogrid,No evidence found,33650817,23022380,
PVT1,KAT2A,PBX1,ITPA,Complex,Complex,DecreaseAmount,0.94757,0.9899,0.95,5,2,2,0.37937286,0.0372445791334841,"1) Finally, to further confirm that PVT1 binds to KAT2A, we used a Flag-MS2bp-MS2bs system to perform an RNA pull-down experiment (Fig.  xref ).

2) Taken together, these results suggest that KAT2A binds to PVT1 in NPC cells.

3) Here, we found that PVT1 can interact with KAT2A, and thereby promotes enhanced H3K9 acetylation in NPC cells.

4) PVT1 binds to KAT2A in NPC cells.

5) Previous studies have revealed that the KAT family protein KAT2A can bind to the lncRNAs GClnc1 and PVT1 in gastric cancer and NPC, respectively ( xref , xref ).

1) Furthermore, radiation did not affect the binding of PVT1, KAT2A, and WDR5 (Fig.  xref ).",Evidence from: biogrid,No evidence found,31320749; 33330099,23044487,
PVT1,UPF1,LMO2,TBC1D4,Complex,DecreaseAmount,DecreaseAmount,0.86,0.86,0.79,2,1,1,0.6252315,0.0423338512543748,"1) In addition, PVT1 binds to the UPF1 protein, thereby inducing epithelial-mesenchymal transition, proliferation and metastasis in breast cancer cells.

2) The interaction between PVT1 and UPF1 was identified in the RIP assay.","1) Loss of TOP1alpha or UPF1 leads to ectopic expression of TTG2 in antipodal cells.

1) We further demonstrate that TOP1alpha and UPF1 directly repress TTG2 expression through affecting its chromatin status and determine its relative expression in antipodal cells versus sperm cells, which controls seed size in a dosage dependent and parent-of-origin-dependent manner.",No evidence found,31696483; 34922601,33156841,
PVT1,MYC,ESRRA,SRM,Inhibition,DecreaseAmount,DecreaseAmount,0.98922,0.9937,0.79,5,4,1,0.19398908,0.0430586574201565,"1) The model of promoter competition raises the hypothesis that PVT1 promoter specifically inhibits MYC promoter firing.

2) Previous studies have shown that PVT1 inhibits MYC by competing promoter enhancer interactions during development( xref ).","1) Moreover, Inhibition of c-Myc activity by 10058-F4 restored the downregulated protein levels of the PGC-1beta and ERRalpha induced by Eu.",No evidence found,29731168; 36715552,29018241,
PVT1,MYC,NRF1,RPS4X,Inhibition,Complex,DecreaseAmount,0.98922,0.923,0.95,5,3,2,0.046934932,0.0433688409927661,"1) The model of promoter competition raises the hypothesis that PVT1 promoter specifically inhibits MYC promoter firing.

2) Previous studies have shown that PVT1 inhibits MYC by competing promoter enhancer interactions during development( xref ).","1) Finally, c-myc is associated with the expression of certain NRF-1 target genes [ xref ] and myc null fibroblasts are deficient in mitochondrial content [ xref ].

2) Mitochondrial biogenesis mediated via c-myc is thought to be regulated by NRF1 gene targets  xref  , as we failed to find evidence of NRF1 involvement we believe that NRF1-c-myc do not control mitochondrial biogenesis through DNA damage.

3) Upon further examination, we find that that the MYC-NRF1 FFL relationships were mostly coherent, i.e., amplifying in nature (see Supplementary section  xref ).

1) PDS competed with human NRF1 binding to Myc G4 DNA with an IC  50 value of 0.18 ± 0.03 μM, which is in agreement with the previously determined G4 binding affinity for PDS [ xref ] (Fig.  xref a).",No evidence found,29731168; 36715552,20933024; 32728046; 33892767; 34099719,
PVT1,HIF1A,FOXO4,MRPL41,Complex,DecreaseAmount,DecreaseAmount,0.94757,0.79,0.79,5,1,1,0.20126723,0.0462787077931067,"1) Here, we report that PVT1 binds to the HIF-1α promoter and activates its transcription.

2) In addition, we found that PVT1 could bind to HIF-1α and increases HIF-1α post-translationally.

3) PVT1 is highly expressed in lung cancer and cell lines, and the expression of PVT1 is regulated by HIF-1α, and the luciferase reporter assay and CHIP-qPCR analysis indicated that HIF-1α could bind to the promoter region of PVT1 and regulate PVT1 expression.

4) We validated the four HREs in A549 and SK-MES-1 cells with ChIP-qPCR under hypoxia conditions, as shown in Fig. xref , HIF-1α could bind to the HRE sites of PVT1 promoter.

5) And hypoxia conditions could promote PVT1 expression via HIF-1α binding to the HREs of the PVT1 promoter region.",Evidence from: biopax:msigdb,No evidence found,34245303; 35256612,,
PVT1,MYC,GABPB1,UBAP1,Inhibition,Complex,DecreaseAmount,0.98922,0.86,0.79,5,2,1,0.9251882,0.047672575628261,"1) The model of promoter competition raises the hypothesis that PVT1 promoter specifically inhibits MYC promoter firing.

2) Previous studies have shown that PVT1 inhibits MYC by competing promoter enhancer interactions during development( xref ).","1) We next performed ChIP assay to directly test whether FOS or MYC bound to GABPB in the cell and found that FOS, but not MYC, bound to the 5′-UTR of GABPB (Fig.  xref ).

2) As an initial approach to exploring how BRAF V600E regulated GABPB , we performed an in silico analysis, which revealed that both MYC and FOS could bind to the 5′-UTR region of GABPB .

1) We next performed ChIP assay to directly test whether FOS or MYC bound to GABPB in the cell and found that FOS, but not MYC, bound to the 5 '-UTR of GABPB.",No evidence found,29731168; 36715552,29422527,
PVT1,NOTCH1,RFX1,SPG21,Activation,Complex,DecreaseAmount,0.86,0.98,0.79,2,1,1,0.2917989,0.0483449005790166,"1) Taken together , our results demonstrated that PVT1 knockdown could inhibit expression of YAP1 and NOTCH1 signaling activation .

2) Besides , PVT1 activated NOTCH1 signaling through YAP1 , indicating that YAP1 is most likely a NOTCH1 upstream driver gene and we , for the first time , revealed the molecular mechanism of NOTCH1 upregulation in NSCLC .",Evidence from: biogrid,No evidence found,33650817,23022380,
PVT1,KAT2A,PBX1,UBE2V1,Complex,Complex,DecreaseAmount,0.94757,0.9899,0.79,5,2,1,-0.17647465,0.0464784095610077,"1) Finally, to further confirm that PVT1 binds to KAT2A, we used a Flag-MS2bp-MS2bs system to perform an RNA pull-down experiment (Fig.  xref ).

2) Taken together, these results suggest that KAT2A binds to PVT1 in NPC cells.

3) Here, we found that PVT1 can interact with KAT2A, and thereby promotes enhanced H3K9 acetylation in NPC cells.

4) PVT1 binds to KAT2A in NPC cells.

5) Previous studies have revealed that the KAT family protein KAT2A can bind to the lncRNAs GClnc1 and PVT1 in gastric cancer and NPC, respectively ( xref , xref ).

1) Furthermore, radiation did not affect the binding of PVT1, KAT2A, and WDR5 (Fig.  xref ).",Evidence from: biogrid,No evidence found,31320749; 33330099,23044487,
PVT1,SP1,POU4F3,HSP90B1,Complex,DecreaseAmount,DecreaseAmount,0.923,0.79,0.8775,3,1,2,-0.12514965,0.046168373582876,"1) Furthermore, we investigated the interaction between PVT1, miR-128-3p, and Sp1.

2) In conclusions, XJD inhibits NSCLC cell growth via reciprocal interaction of PVT1 and miR181a-5p followed by reducing SP1 expression.

3) Transcription factor SP1 could bind with the promoter region of PVT1 and activate its transcription.",Evidence from: biopax:msigdb,No evidence found,30894138; 31707347; 31755246,,
PVT1,MYC,NRF1,CD81,Inhibition,Complex,DecreaseAmount,0.98922,0.923,0.79,5,3,1,-0.14619333,0.0458520618022184,"1) The model of promoter competition raises the hypothesis that PVT1 promoter specifically inhibits MYC promoter firing.

2) Previous studies have shown that PVT1 inhibits MYC by competing promoter enhancer interactions during development( xref ).","1) Finally, c-myc is associated with the expression of certain NRF-1 target genes [ xref ] and myc null fibroblasts are deficient in mitochondrial content [ xref ].

2) Mitochondrial biogenesis mediated via c-myc is thought to be regulated by NRF1 gene targets  xref  , as we failed to find evidence of NRF1 involvement we believe that NRF1-c-myc do not control mitochondrial biogenesis through DNA damage.

3) Upon further examination, we find that that the MYC-NRF1 FFL relationships were mostly coherent, i.e., amplifying in nature (see Supplementary section  xref ).

1) PDS competed with human NRF1 binding to Myc G4 DNA with an IC  50 value of 0.18 ± 0.03 μM, which is in agreement with the previously determined G4 binding affinity for PDS [ xref ] (Fig.  xref a).",No evidence found,29731168; 36715552,20933024; 32728046; 33892767; 34099719,
PVT1,HIF1A,FOXO4,ASPH,Complex,DecreaseAmount,DecreaseAmount,0.94757,0.79,0.79,5,1,1,-0.1403709,0.0438736958998624,"1) Here, we report that PVT1 binds to the HIF-1α promoter and activates its transcription.

2) In addition, we found that PVT1 could bind to HIF-1α and increases HIF-1α post-translationally.

3) PVT1 is highly expressed in lung cancer and cell lines, and the expression of PVT1 is regulated by HIF-1α, and the luciferase reporter assay and CHIP-qPCR analysis indicated that HIF-1α could bind to the promoter region of PVT1 and regulate PVT1 expression.

4) We validated the four HREs in A549 and SK-MES-1 cells with ChIP-qPCR under hypoxia conditions, as shown in Fig. xref , HIF-1α could bind to the HRE sites of PVT1 promoter.

5) And hypoxia conditions could promote PVT1 expression via HIF-1α binding to the HREs of the PVT1 promoter region.",Evidence from: biopax:msigdb,No evidence found,34245303; 35256612,,
PVT1,NOTCH1,HAL,KRT19,Activation,Inhibition,DecreaseAmount,0.86,0.923,0.89,2,3,1,-0.17308438,0.0437040067379368,"1) Taken together , our results demonstrated that PVT1 knockdown could inhibit expression of YAP1 and NOTCH1 signaling activation .

2) Besides , PVT1 activated NOTCH1 signaling through YAP1 , indicating that YAP1 is most likely a NOTCH1 upstream driver gene and we , for the first time , revealed the molecular mechanism of NOTCH1 upregulation in NSCLC .",No evidence found,No evidence found,33650817,,
PVT1,MYC,POU3F2,EMP3,Inhibition,DecreaseAmount,DecreaseAmount,0.98922,0.9937,0.79,5,4,1,-0.14409533,0.033050336536721,"1) The model of promoter competition raises the hypothesis that PVT1 promoter specifically inhibits MYC promoter firing.

2) Previous studies have shown that PVT1 inhibits MYC by competing promoter enhancer interactions during development( xref ).",Evidence from: biopax:msigdb,No evidence found,29731168; 36715552,,
PVT1,PTCH1,MEIS1,ARPC5,Inhibition,Complex,DecreaseAmount,0.86,0.8775,0.79,2,2,1,-0.14546931,0.0307099938678289,"1) In conclusion, we demonstrate that PVT1 can epigenetically inhibit PTCH1 via competitively binding miR-152, contributing to activation of Hh pathway and EMT process in liver fibrosis.

2) Therefore, PVT1 inhibits PTCH1 through competitive binding with miR-152 and promotes EMT in hepatic fibrosis.","1) Direct interaction between Meis1 and Ptch1 was confirmed using chromatin immunoprecipitation assays.

2) Direct interaction between Meis1 and Ptch1 was confirmed using chromatin immunoprecipitation assays.",Evidence from: biopax:msigdb,27588491; 33732324,24496080,
PVT1,TP53,TFDP1,REEP3,Complex,Complex,DecreaseAmount,0.923,0.99961115,0.79,3,4,1,-0.36228597,0.0302755461836114,"1) Interestingly, the binding of p53 to the first intron of the PVT1 induces lncRNAs and miR-1204 expression.

2) P53 binds to lncRNA PVT1 and inhibits its expression in vitro.

3) Furthermore, the RIP assay revealed an interaction between lncRNA PVT1 and p53 in U373 cells ( xref ).

1) However, PVT1 was not directly bound to MDM2 or P53 (Additional file xref : Figure S1).

1) On the contrary, PVT1 interacts with both p53 and tissue inhibitor of matrix metalloproteinase (TIMP), to achieve the antineoplastic action of carboplatin and docetaxel [ xref ].

1) Dual luciferase reporter assay was used to assess whether miR-214 bound to PVT1, TP53 or TFR1.","Evidence from: biogrid, hprd",No evidence found,30008615; 32106407; 32827544; 35275031,8816502,
PVT1,MYC,NRF1,SERP1,Inhibition,Complex,DecreaseAmount,0.98922,0.923,0.95,5,3,2,-0.19429424,0.0295178598997598,"1) The model of promoter competition raises the hypothesis that PVT1 promoter specifically inhibits MYC promoter firing.

2) Previous studies have shown that PVT1 inhibits MYC by competing promoter enhancer interactions during development( xref ).","1) Finally, c-myc is associated with the expression of certain NRF-1 target genes [ xref ] and myc null fibroblasts are deficient in mitochondrial content [ xref ].

2) Mitochondrial biogenesis mediated via c-myc is thought to be regulated by NRF1 gene targets  xref  , as we failed to find evidence of NRF1 involvement we believe that NRF1-c-myc do not control mitochondrial biogenesis through DNA damage.

3) Upon further examination, we find that that the MYC-NRF1 FFL relationships were mostly coherent, i.e., amplifying in nature (see Supplementary section  xref ).

1) PDS competed with human NRF1 binding to Myc G4 DNA with an IC  50 value of 0.18 ± 0.03 μM, which is in agreement with the previously determined G4 binding affinity for PDS [ xref ] (Fig.  xref a).",Evidence from: biopax:msigdb,29731168; 36715552,20933024; 32728046; 33892767; 34099719,
PVT1,MYC,NRF1,SRSF9,Inhibition,Complex,DecreaseAmount,0.98922,0.923,0.941,5,3,1,-0.19714768,0.0295050040008473,"1) The model of promoter competition raises the hypothesis that PVT1 promoter specifically inhibits MYC promoter firing.

2) Previous studies have shown that PVT1 inhibits MYC by competing promoter enhancer interactions during development( xref ).","1) Finally, c-myc is associated with the expression of certain NRF-1 target genes [ xref ] and myc null fibroblasts are deficient in mitochondrial content [ xref ].

2) Mitochondrial biogenesis mediated via c-myc is thought to be regulated by NRF1 gene targets  xref  , as we failed to find evidence of NRF1 involvement we believe that NRF1-c-myc do not control mitochondrial biogenesis through DNA damage.

3) Upon further examination, we find that that the MYC-NRF1 FFL relationships were mostly coherent, i.e., amplifying in nature (see Supplementary section  xref ).

1) PDS competed with human NRF1 binding to Myc G4 DNA with an IC  50 value of 0.18 ± 0.03 μM, which is in agreement with the previously determined G4 binding affinity for PDS [ xref ] (Fig.  xref a).",Evidence from: biopax:msigdb,29731168; 36715552,20933024; 32728046; 33892767; 34099719,
PVT1,MYC,NR6A1,LMNA,Inhibition,DecreaseAmount,DecreaseAmount,0.98922,0.95,0.79,5,2,1,-0.16270383,0.0283852796171222,"1) The model of promoter competition raises the hypothesis that PVT1 promoter specifically inhibits MYC promoter firing.

2) Previous studies have shown that PVT1 inhibits MYC by competing promoter enhancer interactions during development( xref ).",Evidence from: biopax:msigdb,No evidence found,29731168; 36715552,,
PVT1,SERPINE1,NR1H4,BRI3,Activation,Complex,DecreaseAmount,0.8775,0.9497813,0.79,2,7,1,-0.18708391,0.0246096931344852,"1) Furthermore , PVT1 was previously found to increase the expression of PAI-1 that enhances cell migration , invasion , and angiogenesis [ 47 ] , although we could not find any correlation between PVT-1 and PAI-1 in the present study .","1) Through co-immunoprecipitation experiments, we demonstrate interactions between NWK2 and all three mammalian BAR-SH3 sorting-nexin-family members.

2) TBSV co-opts and retargets the endosomal sorting nexin-BAR proteins into the large TBSV-induced replication compartment.

3) The endosomal sorting nexin-BAR proteins are required for tombusvirus replication in yeast and plant cells.

4) We show that the pro-viral function of Rab7 is to facilitate the recruitment of the retromer complex and the endosomal sorting nexin-BAR proteins into VROs.

5) TBSV-driven usurping of Rab7 has pro-viral functions through facilitating the delivery of co-opted retromer complex, sorting nexin-BAR proteins and lipid enzymes into VROs to create optimal milieu for virus replication.

6) Moreover, the cargo recognition core collaborates with actin-nucleating Wiskott-Aldrich syndrome and SCAR homolog (WASH) and retriever complexes, and with associated receptors and proteins including cation-independent mannose 6-phosphate receptor (CIMPR), Vps10-member sortilin, sortilin-related receptor 1 (Sorl-1; also known as SORLA), glutamate receptors, and sorting nexin-Bar (Snx-BAR) proteins family [ xref ].

7) Phosphatidylinositol 3-phosphate (PtdIns(3)P) coats the phagosomal membrane, allowing binding of BAR-domain sorting nexins to recruit lysosomes ( xref ).

1) We found, however, that FCHSD1 binds via its F-BAR domain to the SH3 domain of Sorting Nexin 9 (SNX9), a well characterized BAR protein that has been shown to promote WASP-Arp2/3-dependent F-actin polymerization.

1) Here, we show an interaction between a secreted Lm protein and the sorting nexin-BAR family proteins.

1) The WASH complex and dynactin might be in proximity, because the WASH complex is recruited at the endosomal surface through the interaction of FAM21 with the retromer ( xref – xref ) and that dynactin interacts with SNX-BAR sorting nexins, with which the retromer functions ( xref , xref ).",No evidence found,,23437151; 26431562; 26567222; 29666193; 33370420; 34406861; 34602481,
PVT1,MYC,NRF1,ARHGAP18,Inhibition,Complex,DecreaseAmount,0.98922,0.923,0.79,5,3,1,-0.3612637,0.0246049834790888,"1) The model of promoter competition raises the hypothesis that PVT1 promoter specifically inhibits MYC promoter firing.

2) Previous studies have shown that PVT1 inhibits MYC by competing promoter enhancer interactions during development( xref ).","1) Finally, c-myc is associated with the expression of certain NRF-1 target genes [ xref ] and myc null fibroblasts are deficient in mitochondrial content [ xref ].

2) Mitochondrial biogenesis mediated via c-myc is thought to be regulated by NRF1 gene targets  xref  , as we failed to find evidence of NRF1 involvement we believe that NRF1-c-myc do not control mitochondrial biogenesis through DNA damage.

3) Upon further examination, we find that that the MYC-NRF1 FFL relationships were mostly coherent, i.e., amplifying in nature (see Supplementary section  xref ).

1) PDS competed with human NRF1 binding to Myc G4 DNA with an IC  50 value of 0.18 ± 0.03 μM, which is in agreement with the previously determined G4 binding affinity for PDS [ xref ] (Fig.  xref a).",No evidence found,29731168; 36715552,20933024; 32728046; 33892767; 34099719,
PVT1,SERPINE1,PPARA,HYAL2,Activation,Complex,IncreaseAmount,0.8775,0.99596289,0.86,2,8,2,-0.3084817,0.0233661091427641,"1) Furthermore , PVT1 was previously found to increase the expression of PAI-1 that enhances cell migration , invasion , and angiogenesis [ 47 ] , although we could not find any correlation between PVT-1 and PAI-1 in the present study .","1) The binding of CLOCK, BMAL1, or PPARalpha to the PAI-1 promoter in the livers of mice fed the STD did not vary in a time dependent way, whereas that of PER2 and CRY1 showed significant timedependent variation.

2) In fact, FFA accumulation in the livers of mice fed the HFD was accompanied by elevated PPARα binding to the PAI-1 promoter.

3) The binding of PPARα to the PAI-1 promoter was elevated in the livers of mice fed with the HFD, which seemed to cause the high amplitude of the rhythm of PAI-1 gene expression.

4) The binding of PPARalpha to the PAI-1 promoter was elevated in the livers of mice fed with the HFD, which seemed to cause the high amplitude of the rhythm of PAI-1 gene expression.

5) In contrast to the liver, FFA levels and PPARα binding to the PAI-1 promoter in the mouse heart were not significantly affected by HFD feeding (Supplemental Data 2).

6) Chromatin immunoprecipitaion showed the HFD-induced hyperlipidemia significantly increased the binding of PPARα to the PAI-1 promoter.

7) (B) Temporal changes in CLOCK, BMAL1, PER2, CRY1, and PPARalpha binding to PAI-1 promoter in livers of mice fed the STD or HFD.

8) Because the HFD also increased hepatic PPARα expression, the elevated PPARα binding to the PAI-1 promoter seemed to be caused by increasing protein abundance as well as the accumulation of appropriate ligands.",No evidence found,,20969520,
PVT1,NOTCH1,RFX1,PRKAR2B,Activation,Complex,DecreaseAmount,0.86,0.98,0.95,2,1,2,-0.31008503,0.0208683227711984,"1) Taken together , our results demonstrated that PVT1 knockdown could inhibit expression of YAP1 and NOTCH1 signaling activation .

2) Besides , PVT1 activated NOTCH1 signaling through YAP1 , indicating that YAP1 is most likely a NOTCH1 upstream driver gene and we , for the first time , revealed the molecular mechanism of NOTCH1 upregulation in NSCLC .",Evidence from: biogrid,No evidence found,33650817,23022380,
