source,target,stmt_type,belief,evidence_count,logfoldchange,pval
HMGCR,HMGCR,IncreaseAmount,0.94993439,5,-1.4331535,1.747998499482162e-08
ROCK2,ROCK2,IncreaseAmount,0.979665,5,-0.88223946,1.3472157940994294e-05
ROCK2,ROCK2,DecreaseAmount,0.9419,4,-0.88223946,1.3472157940994294e-05
TMED10,TMED10,DecreaseAmount,0.86,2,-1.012019,5.469713553092518e-12
GNAS,NFE2L2,DecreaseAmount,0.65,1,-0.3866449,0.0375699755891538
GNAS,NFE2L2,IncreaseAmount,0.65,1,-0.3866449,0.0375699755891538
GNAS,GNAS,IncreaseAmount,0.65,1,-0.998461,4.850351747575032e-24
GNAS,GNAS,DecreaseAmount,0.86,2,-0.998461,4.850351747575032e-24
GNAS,GNAS,DecreaseAmount,0.991866,4,-0.998461,4.850351747575032e-24
GNAS,GNAS,IncreaseAmount,0.9926598,6,-0.998461,4.850351747575032e-24
PVR,LAMP1,IncreaseAmount,0.65,1,-0.7209777,1.8928703474290473e-05
PVR,PVR,DecreaseAmount,0.65,1,-0.97101885,0.0011755252986277
PVR,PVR,IncreaseAmount,0.949271,5,-0.97101885,0.0011755252986277
PVR,PVR,DecreaseAmount,0.97305,3,-0.97101885,0.0011755252986277
PVR,PVR,IncreaseAmount,0.65,1,-0.97101885,0.0011755252986277
TIMM9,TIMM9,DecreaseAmount,0.65,1,-0.97201425,0.0087734557715464
OMA1,CYCS,IncreaseAmount,0.65,1,0.34774268,0.0113870133673438
CDKN1A,SMAD3,DecreaseAmount,0.65,1,-0.39283413,0.0420707814102413
CDKN1A,MAD2L1,DecreaseAmount,0.65,1,1.0451599,0.0400069387378734
CDKN1A,MAD2L1,DecreaseAmount,0.923,2,1.0451599,0.0400069387378734
CDKN1A,LMNB1,DecreaseAmount,0.923,3,0.90121394,0.0344234344651733
CDKN1A,LGALS1,IncreaseAmount,0.86,2,-0.06928411,0.0217624159558238
CDKN1A,KLF2,IncreaseAmount,0.923,3,-0.6598282,0.0050456459455121
CDKN1A,BIRC5,DecreaseAmount,0.94757,5,1.1716261,0.0060521834569675
CDKN1A,BIRC5,DecreaseAmount,0.9497812999999999,2,1.1716261,0.0060521834569675
CDKN1A,BIRC5,IncreaseAmount,0.86,1,1.1716261,0.0060521834569675
CDKN1A,BIRC5,IncreaseAmount,0.65,1,1.1716261,0.0060521834569675
CDKN1A,HMGB2,IncreaseAmount,0.65,1,1.1512678,0.0004554865418155
CDKN1A,HMGB2,DecreaseAmount,0.86,2,1.1512678,0.0004554865418155
CDKN1A,HMGB1,DecreaseAmount,0.86,2,0.5426057,3.370110645570588e-11
CDKN1A,FN1,IncreaseAmount,0.65,1,-0.753315,2.0463282925021587e-08
CDKN1A,DNMT1,IncreaseAmount,0.65,1,0.5177169,0.0412153236362457
CDKN1A,DNMT1,DecreaseAmount,0.65,1,0.5177169,0.0412153236362457
CDKN1A,DNMT1,DecreaseAmount,0.9419,3,0.5177169,0.0412153236362457
CDKN1A,DHFR,DecreaseAmount,0.65,1,1.0487891,0.0469153477663889
CDKN1A,CDKN1B,IncreaseAmount,0.65,1,0.98351,0.0353969514487776
CDKN1A,CDKN1B,IncreaseAmount,0.65,1,0.98351,0.0353969514487776
CDKN1A,CDKN1B,DecreaseAmount,0.9497812999999999,7,0.98351,0.0353969514487776
CDKN1A,CDKN1B,IncreaseAmount,0.9974964238675795,16,0.98351,0.0353969514487776
CDKN1A,CDK1,IncreaseAmount,0.951,3,1.8981621,0.0061936703613201
CDKN1A,CDK1,DecreaseAmount,0.86,2,1.8981621,0.0061936703613201
CDKN1A,CDK1,DecreaseAmount,0.9929999998192037,17,1.8981621,0.0061936703613201
CDKN1A,TXNIP,DecreaseAmount,0.65,1,-0.44728056,0.0187034124724389
CDKN1A,TXNIP,IncreaseAmount,0.951,3,-0.44728056,0.0187034124724389
CDKN1A,CCND1,DecreaseAmount,0.979665,4,-0.54663676,3.731826858732058e-05
CDKN1A,CCND1,DecreaseAmount,0.65,1,-0.54663676,3.731826858732058e-05
CDKN1A,CCND1,IncreaseAmount,0.951,3,-0.54663676,3.731826858732058e-05
CDKN1A,CCNB1,DecreaseAmount,0.65,1,1.1431655,0.0115749833218447
CDKN1A,CCNB1,IncreaseAmount,0.86,2,1.1431655,0.0115749833218447
CDKN1A,CCNB1,DecreaseAmount,0.94999995217031,13,1.1431655,0.0115749833218447
CDKN1A,ZNF148,DecreaseAmount,0.65,1,-0.49272466,0.0480181621826904
CDKN1A,VIM,IncreaseAmount,0.9497812999999999,7,-0.071280174,0.042755939858158
CDKN1A,THBS1,IncreaseAmount,0.65,1,-0.7296994,0.0007273801854097
CDKN1A,BRCA1,IncreaseAmount,0.923,2,1.5878116,0.0261267335660165
CDKN1A,BRCA1,DecreaseAmount,0.65,1,1.5878116,0.0261267335660165
CDKN1A,BRCA1,IncreaseAmount,0.65,1,1.5878116,0.0261267335660165
CDKN1A,SET,IncreaseAmount,0.65,1,0.28454024,9.49679225900084e-05
CDKN1A,CDKN1A,IncreaseAmount,0.65,1,-1.2952994,1.5697408656941143e-14
CDKN1A,CDKN1A,IncreaseAmount,0.65,1,-1.2952994,1.5697408656941143e-14
CDKN1A,CDKN1A,DecreaseAmount,0.65,1,-1.2952994,1.5697408656941143e-14
CDKN1A,CDKN1A,IncreaseAmount,0.65,1,-1.2952994,1.5697408656941143e-14
CDKN1A,CDKN1A,IncreaseAmount,0.65,1,-1.2952994,1.5697408656941143e-14
CDKN1A,CDKN1A,IncreaseAmount,0.65,1,-1.2952994,1.5697408656941143e-14
CDKN1A,CDKN1A,IncreaseAmount,0.65,1,-1.2952994,1.5697408656941143e-14
CDKN1A,CDKN1A,IncreaseAmount,0.9899,4,-1.2952994,1.5697408656941143e-14
CDKN1A,CDKN1A,DecreaseAmount,0.65,1,-1.2952994,1.5697408656941143e-14
CDKN1A,CDKN1A,IncreaseAmount,0.86,2,-1.2952994,1.5697408656941143e-14
CDKN1A,CDKN1A,IncreaseAmount,0.9994949999988261,17,-1.2952994,1.5697408656941143e-14
CDKN1A,CDKN1A,DecreaseAmount,0.999974967195,91,-1.2952994,1.5697408656941143e-14
CDKN1A,CDKN1A,DecreaseAmount,0.9497812999999999,7,-1.2952994,1.5697408656941143e-14
CDKN1A,CDKN1A,IncreaseAmount,0.9999964964888286,99,-1.2952994,1.5697408656941143e-14
TSLP,TIMP1,DecreaseAmount,0.65,1,-0.3117764,0.004187532041935
ARNT,PKN1,DecreaseAmount,0.79,1,0.52537405,0.0038530252802185
ARNT,PKM,IncreaseAmount,0.95,2,0.19717833,0.0137899912667776
ARNT,GYG1,DecreaseAmount,0.79,1,-0.7638555,0.0417098429050816
ARNT,NAMPT,IncreaseAmount,0.65,1,-0.358184,0.0328819425490891
ARNT,MTUS1,DecreaseAmount,0.79,1,0.33070013,0.0157162961038467
ARNT,CCN1,DecreaseAmount,0.65,1,0.35846192,0.0057811704470708
ARNT,TUG1,DecreaseAmount,0.79,1,-0.67258435,0.0279895497440488
ARNT,CTNNB1,DecreaseAmount,0.65,1,-0.51026624,0.022794949285494
ARNT,REEP3,DecreaseAmount,0.79,1,-0.3673012,0.0388924240662249
ARNT,ANKRD17,DecreaseAmount,0.79,1,0.44186068,0.0373491491183218
ARNT,AFF4,DecreaseAmount,0.79,1,-0.5896526,0.0277054098668038
ARNT,UBR5,DecreaseAmount,0.95,2,-0.5193399,0.036927946266608
ARNT,PHF20,DecreaseAmount,0.79,1,-0.4220865,0.0466969317783264
KDM6B,NOTCH1,DecreaseAmount,0.86,2,-1.1600019,0.0455279917233684
KDM6B,NOTCH1,IncreaseAmount,0.94757,5,-1.1600019,0.0455279917233684
KDM6B,ZEB1,IncreaseAmount,0.86,2,-0.4532662,0.0090073483394078
CARD8,CARD8,DecreaseAmount,0.65,1,-1.3586792,5.3406723328867654e-14
CARD8,CARD8,DecreaseAmount,0.9419,3,-1.3586792,5.3406723328867654e-14
GSTO1,GSTO1,DecreaseAmount,0.65,1,-1.3328321,1.144457017838854e-15
CX3CL1,CCL2,DecreaseAmount,0.65,1,0.46314287,0.0386723206574888
CX3CL1,CCL2,IncreaseAmount,0.65,1,0.46314287,0.0386723206574888
RAB5B,RAB5B,DecreaseAmount,0.65,1,-1.444975,0.0001387606862093
PA2G4,SERPINE1,IncreaseAmount,0.65,1,0.20755504,0.0296735299497222
PA2G4,PA2G4,IncreaseAmount,0.65,1,-1.1625093,1.7351897347212362e-16
PA2G4,PA2G4,DecreaseAmount,0.951,3,-1.1625093,1.7351897347212362e-16
TRIP12,TRIP12,DecreaseAmount,0.65,1,-0.95385534,2.4352431180266665e-05
ECE1,ECE1,IncreaseAmount,0.65,1,-0.55918795,3.651979493845118e-07
ECE1,ECE1,DecreaseAmount,0.97305,4,-0.55918795,3.651979493845118e-07
CDKN2B,MKI67,IncreaseAmount,0.65,1,1.1266316,0.0452689960890133
CDKN2B,CDK4,DecreaseAmount,0.9419,4,-0.43708497,0.0328474570943157
CDKN2B,CCNB1,DecreaseAmount,0.65,1,0.9695503,0.0340396220833305
APH1A,APH1A,IncreaseAmount,0.86,1,-0.89065033,0.0036717237716843
APH1A,APH1A,IncreaseAmount,0.65,1,-0.89065033,0.0036717237716843
CTNND1,APP,DecreaseAmount,0.86,2,0.14261414,0.0473960186021968
CTNND1,CTNND1,DecreaseAmount,0.65,1,-1.2984887,2.5499281495596465e-08
CTNND1,CTNND1,IncreaseAmount,0.8775000000000001,2,-1.2984887,2.5499281495596465e-08
CTNND1,CTNND1,DecreaseAmount,0.9497812999999999,6,-1.2984887,2.5499281495596465e-08
EGR1,ATP2B4,IncreaseAmount,0.65,1,0.533723,0.0223068929047652
EGR1,ATP2B4,IncreaseAmount,0.9419,3,0.533723,0.0223068929047652
EGR1,RHOA,IncreaseAmount,0.65,1,0.1582486,0.0170681821417484
EGR1,RHOA,DecreaseAmount,0.79,1,0.1582486,0.0170681821417484
EGR1,JUN,DecreaseAmount,0.65,1,0.35771897,0.0178112588216214
EGR1,JUN,IncreaseAmount,0.86,2,0.35771897,0.0178112588216214
EGR1,ATG12,DecreaseAmount,0.95,2,-0.40771136,0.041334431789558
EGR1,ID1,IncreaseAmount,0.65,1,-0.43312305,0.0470710790804438
EGR1,ID1,IncreaseAmount,0.9804,3,-0.43312305,0.0470710790804438
EGR1,AKAP12,DecreaseAmount,0.79,1,-0.51716936,0.0401641457636242
EGR1,ADAM17,IncreaseAmount,0.65,1,-0.7531247,0.0245179669818565
EGR1,SLC25A23,DecreaseAmount,0.79,1,-0.61746466,0.0365686376788917
EGR1,DYNC1LI1,DecreaseAmount,0.79,1,-0.5099114,0.0143924298896746
EGR1,UBTF,DecreaseAmount,0.95,2,0.4953649,0.0334421240483134
EGR1,TGFB1I1,DecreaseAmount,0.79,1,-0.38498792,0.0177341574634939
EGR1,DDX5,DecreaseAmount,0.79,1,0.15179919,0.0478343929268305
OS9,OS9,IncreaseAmount,0.65,1,-1.4364281,6.168336736023085e-08
RAB1A,VIM,IncreaseAmount,0.86,2,0.05449917,0.027319367628603
RAB1A,VIM,DecreaseAmount,0.86,2,0.05449917,0.027319367628603
RAB1A,RAB1A,DecreaseAmount,0.65,1,-0.3538751,0.0395868207786892
RAB1A,RAB1A,IncreaseAmount,0.86,1,-0.3538751,0.0395868207786892
RAB1A,RAB1A,IncreaseAmount,0.65,1,-0.3538751,0.0395868207786892
TLR4,NR2F6,DecreaseAmount,0.65,1,-0.6609215,0.0158753967379767
TLR4,FN1,IncreaseAmount,0.951,3,0.24844936,0.0433439433849183
TLR4,FBXW7,IncreaseAmount,0.65,1,0.51190275,0.0384441653111862
TLR4,TLR4,IncreaseAmount,0.65,1,-1.5211028,0.0465322722755499
TLR4,TLR4,IncreaseAmount,0.949980317,8,-1.5211028,0.0465322722755499
TLR4,TLR4,DecreaseAmount,0.94993439,8,-1.5211028,0.0465322722755499
TLR4,TLR4,IncreaseAmount,0.9975,136,-1.5211028,0.0465322722755499
TLR4,TLR4,DecreaseAmount,0.997499704755,91,-1.5211028,0.0465322722755499
ACTG1,ACTB,DecreaseAmount,0.65,1,0.2200847,5.94083934078941e-07
ACTG1,WASF2,DecreaseAmount,0.65,1,-0.3950445,0.0281773232110623
ACTG1,ACTG1,DecreaseAmount,0.65,1,-0.88436794,5.830757288089877e-20
NOS3,EDN1,IncreaseAmount,0.65,1,-0.59793997,0.043104663743886
NOS3,EDN1,DecreaseAmount,0.86,2,-0.59793997,0.043104663743886
NOS3,EDN1,IncreaseAmount,0.9816495,5,-0.59793997,0.043104663743886
NOS3,APPL1,IncreaseAmount,0.65,1,0.3595708,0.0298519262401432
NOS3,TGM2,IncreaseAmount,0.65,1,-0.117787674,0.02468464563638
NOS3,NOS3,DecreaseAmount,0.65,1,-1.1164256,0.0115696030498703
NOS3,NOS3,DecreaseAmount,0.65,1,-1.1164256,0.0115696030498703
NOS3,NOS3,IncreaseAmount,0.86,1,-1.1164256,0.0115696030498703
NOS3,NOS3,IncreaseAmount,0.65,1,-1.1164256,0.0115696030498703
NOS3,NOS3,IncreaseAmount,0.94993439,4,-1.1164256,0.0115696030498703
NOS3,NOS3,DecreaseAmount,0.9419,3,-1.1164256,0.0115696030498703
NOS3,NOS3,IncreaseAmount,0.86,2,-1.1164256,0.0115696030498703
NOS3,NOS3,IncreaseAmount,0.997499999999953,66,-1.1164256,0.0115696030498703
NOS3,NOS3,DecreaseAmount,0.997489065,34,-1.1164256,0.0115696030498703
BMPER,PCNA,DecreaseAmount,0.65,1,0.7443756,0.0114885660323374
UQCRC1,UQCRC1,DecreaseAmount,0.86,2,-1.6226808,4.453210348219637e-11
EZR,CTTN,IncreaseAmount,0.65,1,0.34638286,0.0410429742727176
EZR,CTNNB1,DecreaseAmount,0.86,2,-0.5684989,0.0090742043400677
EZR,EZR,IncreaseAmount,0.951,3,-0.42340696,0.0037444256746797
EZR,EZR,DecreaseAmount,0.99299724438,11,-0.42340696,0.0037444256746797
TNXB,BAX,DecreaseAmount,0.86,2,-0.19466251,0.0074598479306732
P2RX7,SREBF1,IncreaseAmount,0.65,1,-0.9253162,0.0330283852826399
P2RX7,CCL2,IncreaseAmount,0.951,3,0.5610984,0.0175120230066466
P2RX7,HSPB1,DecreaseAmount,0.86,2,0.19288,0.0060445664159603
P2RX7,HMGB1,IncreaseAmount,0.65,1,-0.16195768,0.0216793993072927
P2RX7,HMGB1,DecreaseAmount,0.65,1,-0.16195768,0.0216793993072927
P2RX7,CD81,DecreaseAmount,0.65,1,0.16083325,0.0363240087378307
P2RX7,CAV1,IncreaseAmount,0.65,1,-0.21291047,0.0114268755674315
REST,REST,IncreaseAmount,0.86,2,-0.6696598,0.0157351126044829
REST,REST,IncreaseAmount,0.65,1,-0.6696598,0.0157351126044829
REST,REST,IncreaseAmount,0.949999468559,9,-0.6696598,0.0157351126044829
REST,REST,DecreaseAmount,0.86,2,-0.6696598,0.0157351126044829
REST,REST,DecreaseAmount,0.9929997519942,11,-0.6696598,0.0157351126044829
PRKAR1A,PRKAR1A,IncreaseAmount,0.65,1,-0.8642853,4.8475151695377645e-09
PRKAR1A,PRKAR1A,DecreaseAmount,0.86,2,-0.8642853,4.8475151695377645e-09
ITGB4,PTK2,IncreaseAmount,0.65,1,-0.30914155,0.0318194897554889
DNMT3A,CDKN1A,DecreaseAmount,0.65,1,0.3059091,0.0168115697713021
DNMT3A,CDKN1A,DecreaseAmount,0.996388,5,0.3059091,0.0168115697713021
DNMT3A,CDKN1A,IncreaseAmount,0.65,1,0.3059091,0.0168115697713021
POGZ,POGZ,IncreaseAmount,0.65,1,-0.9652684,0.0284897593451093
EDEM2,EDEM2,DecreaseAmount,0.65,1,-1.3492873,0.0018916440748179
IQGAP1,CCND1,IncreaseAmount,0.8775000000000001,2,-0.31111857,0.0177701784671469
IQGAP1,IQGAP1,IncreaseAmount,0.65,1,-0.7138079,1.0897107327220791e-05
IQGAP1,IQGAP1,IncreaseAmount,0.951,2,-0.7138079,1.0897107327220791e-05
IQGAP1,IQGAP1,DecreaseAmount,0.994071,6,-0.7138079,1.0897107327220791e-05
TMEM115,TMEM115,IncreaseAmount,0.65,1,-2.0381942,0.0212671831118692
ARHGAP26,ARHGAP26,IncreaseAmount,0.65,1,-0.8238565,0.0294732759254482
ARHGAP26,ARHGAP26,DecreaseAmount,0.65,1,-0.8238565,0.0294732759254482
PLPP3,CTNNB1,DecreaseAmount,0.65,1,0.39352438,0.0382439780394716
PLPP3,CTNNB1,IncreaseAmount,0.9804,4,0.39352438,0.0382439780394716
ENSA,ENSA,IncreaseAmount,0.65,1,-1.5306007,1.7196602696147483e-09
RGS12,VIM,DecreaseAmount,0.65,1,-0.082251325,0.0066951517654336
RGS12,TEAD1,DecreaseAmount,0.65,1,-0.7452888,0.0375212416859513
POLG,SSBP1,IncreaseAmount,0.65,1,-0.4563767,0.0017219392087685
CLIC1,CLIC1,DecreaseAmount,0.951,3,-2.0142326,2.5544473377889075e-32
CLIC1,CLIC1,IncreaseAmount,0.923,3,-2.0142326,2.5544473377889075e-32
TNFRSF1B,CYCS,IncreaseAmount,0.65,1,-0.32945305,0.0291454783604059
TNFRSF1B,UCP2,IncreaseAmount,0.65,1,0.7498844,0.0290332502821356
TNFRSF1B,TXN,DecreaseAmount,0.86,2,-0.25143313,0.0154426396417367
SOX4,HES1,IncreaseAmount,0.65,1,-0.8383733,0.0416745790339739
SOX4,SOX4,DecreaseAmount,0.94757,5,-0.9442669,6.936561060115683e-07
SOX4,SOX4,IncreaseAmount,0.923,3,-0.9442669,6.936561060115683e-07
SOX4,SOX4,IncreaseAmount,0.9970949907369834,14,-0.9442669,6.936561060115683e-07
MYEOV,CCND1,IncreaseAmount,0.65,1,0.47592026,0.0001143785326805
SMARCC1,SMARCC1,IncreaseAmount,0.65,1,-0.68776613,0.0060627263440625
SMARCC1,SMARCC1,DecreaseAmount,0.65,1,-0.68776613,0.0060627263440625
SMARCC1,SMARCC1,IncreaseAmount,0.9265,1,-0.68776613,0.0060627263440625
NEAT1,NEAT1,DecreaseAmount,0.65,1,-2.377179,5.432939932736682e-32
PDCD6,PDCD6,IncreaseAmount,0.65,1,-0.93209773,6.687019409648356e-07
PHF19,HIF1A,IncreaseAmount,0.65,1,-0.34906313,0.0260208008835908
RAD50,RAD50,DecreaseAmount,0.65,1,-1.1921043,0.0002132684886514
CDH13,AKT3,DecreaseAmount,0.86,2,-0.7100102,0.0157479219327631
RAP1GDS1,RAP1GDS1,DecreaseAmount,0.923,3,-1.219261,0.0006555635144037
THBD,THBD,DecreaseAmount,0.86,2,-1.5611095,2.0501365652457402e-07
THBD,THBD,DecreaseAmount,0.982423455,6,-1.5611095,2.0501365652457402e-07
THBD,THBD,IncreaseAmount,0.99289794,8,-1.5611095,2.0501365652457402e-07
NUB1,NEDD8,IncreaseAmount,0.8775000000000001,2,-0.17037643,0.0413665438924531
NUB1,NEDD8,DecreaseAmount,0.996093867,6,-0.17037643,0.0413665438924531
NUB1,NEDD8,DecreaseAmount,0.923,3,-0.17037643,0.0413665438924531
NUB1,SQSTM1,IncreaseAmount,0.65,1,0.248485,0.0419582276178995
NUB1,NUB1,DecreaseAmount,0.86,1,-2.0136871,8.093254999232249e-07
NUB1,NUB1,DecreaseAmount,0.65,1,-2.0136871,8.093254999232249e-07
HIF1A,DICER1,IncreaseAmount,0.65,1,0.67676073,0.0034062926173334
HIF1A,DICER1,DecreaseAmount,0.65,1,0.67676073,0.0034062926173334
HIF1A,PRDX2,IncreaseAmount,0.65,1,-0.3174951,0.0117748511629572
HIF1A,NR3C1,DecreaseAmount,0.65,1,0.5873461,0.048553108247627
HIF1A,NR3C1,IncreaseAmount,0.923,3,0.5873461,0.048553108247627
HIF1A,NCOA3,DecreaseAmount,0.65,1,0.6560204,0.0004262256096631
HIF1A,LYN,DecreaseAmount,0.65,1,0.6425842,0.0130497290985694
HIF1A,LDHB,DecreaseAmount,0.951,3,-0.16105886,0.0248400493980227
HIF1A,ITGA2,IncreaseAmount,0.65,1,0.35955805,0.0340027338719182
HIF1A,ATG12,DecreaseAmount,0.65,1,-0.51674914,0.0409066208640222
HIF1A,APEX1,IncreaseAmount,0.65,1,-0.33627504,0.0439593176840549
HIF1A,APEX1,DecreaseAmount,0.9615,2,-0.33627504,0.0439593176840549
HIF1A,EPAS1,IncreaseAmount,0.9816495,6,-0.51184994,0.0209171606115409
HIF1A,EPAS1,DecreaseAmount,0.9974635419121588,18,-0.51184994,0.0209171606115409
HIF1A,EPAS1,DecreaseAmount,0.65,1,-0.51184994,0.0209171606115409
HIF1A,HUWE1,IncreaseAmount,0.65,1,0.33722338,0.0499821171794213
HIF1A,RER1,IncreaseAmount,0.65,1,0.32888117,0.0398658004903113
HIF1A,HIF1A,DecreaseAmount,0.65,1,-0.38869473,0.0076600843663483
HIF1A,HIF1A,DecreaseAmount,0.65,1,-0.38869473,0.0076600843663483
HIF1A,HIF1A,DecreaseAmount,0.65,1,-0.38869473,0.0076600843663483
HIF1A,HIF1A,DecreaseAmount,0.86,2,-0.38869473,0.0076600843663483
HIF1A,HIF1A,DecreaseAmount,0.89,1,-0.38869473,0.0076600843663483
HIF1A,HIF1A,IncreaseAmount,0.89,1,-0.38869473,0.0076600843663483
HIF1A,HIF1A,DecreaseAmount,0.89,1,-0.38869473,0.0076600843663483
HIF1A,HIF1A,DecreaseAmount,0.9615,1,-0.38869473,0.0076600843663483
HIF1A,HIF1A,DecreaseAmount,0.65,1,-0.38869473,0.0076600843663483
HIF1A,HIF1A,IncreaseAmount,0.65,1,-0.38869473,0.0076600843663483
HIF1A,HIF1A,IncreaseAmount,0.65,1,-0.38869473,0.0076600843663483
HIF1A,HIF1A,IncreaseAmount,0.65,1,-0.38869473,0.0076600843663483
HIF1A,HIF1A,DecreaseAmount,0.994499999526486,11,-0.38869473,0.0076600843663483
HIF1A,HIF1A,DecreaseAmount,0.9999994225,112,-0.38869473,0.0076600843663483
HIF1A,HIF1A,IncreaseAmount,0.9944999999573837,17,-0.38869473,0.0076600843663483
HIF1A,HIF1A,IncreaseAmount,0.9999978825,139,-0.38869473,0.0076600843663483
HIF1A,HIF1A,DecreaseAmount,0.65,1,-0.38869473,0.0076600843663483
EVL,CFL1,IncreaseAmount,0.65,1,0.15382816,0.0066347264210461
FLII,FLII,DecreaseAmount,0.9419,4,-1.0420303,0.0016319050482479
FLII,FLII,IncreaseAmount,0.86,2,-1.0420303,0.0016319050482479
EHMT2,CCND1,IncreaseAmount,0.65,1,-0.25071907,0.0043575434779654
DHODH,CDKN1A,IncreaseAmount,0.65,1,0.26385847,0.0477798420158112
LMAN1,LMAN1,IncreaseAmount,0.65,1,-1.348268,3.446979186718562e-14
NUCB1,NUCB1,IncreaseAmount,0.65,1,-1.4924259,4.802707812018589e-10
NUCB1,NUCB1,DecreaseAmount,0.65,1,-1.4924259,4.802707812018589e-10
TRAF6,MYC,IncreaseAmount,0.65,1,-0.42089328,0.0438001448855314
TRAF6,HIF1A,IncreaseAmount,0.997091188059,12,0.40533268,0.003631975299527
TRAF6,CCN2,IncreaseAmount,0.65,1,0.5287909,0.0006783142011848
NFKB2,CD99,DecreaseAmount,0.65,1,-0.11854488,0.0016388613553889
DGKA,DGKA,IncreaseAmount,0.8775000000000001,1,-1.9368999,6.19590100197614e-06
DGKA,DGKA,DecreaseAmount,0.8775000000000001,1,-1.9368999,6.19590100197614e-06
DGKA,DGKA,DecreaseAmount,0.65,1,-1.9368999,6.19590100197614e-06
DGKA,DGKA,IncreaseAmount,0.65,1,-1.9368999,6.19590100197614e-06
RBFOX2,PTEN,IncreaseAmount,0.86,2,-0.5598252,0.0382648088290242
RBFOX2,PTEN,IncreaseAmount,0.9419,2,-0.5598252,0.0382648088290242
RBFOX2,PRPF6,DecreaseAmount,0.65,1,-0.4597227,0.0083578094361105
UBA5,UFM1,DecreaseAmount,0.65,1,0.33813715,0.0437485720958278
IGFBP2,STAT3,IncreaseAmount,0.65,1,-0.57174045,0.0344555474446345
VAMP8,VAMP8,DecreaseAmount,0.86,2,-2.1143038,9.84264094391468e-07
VAMP8,VAMP8,IncreaseAmount,0.65,1,-2.1143038,9.84264094391468e-07
S100A10,S100A10,DecreaseAmount,0.923,2,-0.98901904,9.054222481724972e-21
S100A10,S100A10,IncreaseAmount,0.86,2,-0.98901904,9.054222481724972e-21
S100A10,S100A10,DecreaseAmount,0.65,1,-0.98901904,9.054222481724972e-21
REPIN1,RABAC1,DecreaseAmount,0.79,1,-0.14038385,0.0384902499153413
REPIN1,RAB5B,DecreaseAmount,0.79,1,0.40847537,0.0397674514632104
REPIN1,NOVA1,DecreaseAmount,0.79,1,-0.40611282,0.0210704380210996
REPIN1,MEF2C,DecreaseAmount,0.79,1,-0.717929,0.0350557434524507
REPIN1,DUSP1,DecreaseAmount,0.79,1,-0.56085104,0.0478236510474421
REPIN1,POLR3GL,DecreaseAmount,0.79,1,-0.43364325,0.0099331183864892
REPIN1,RNF216,DecreaseAmount,0.79,1,0.47380176,0.0347770677517664
REPIN1,CLEC14A,DecreaseAmount,0.79,1,0.2927857,0.0347173231770352
REPIN1,PLAAT3,DecreaseAmount,0.79,1,0.2958915,0.037793348622002
REPIN1,CALM3,DecreaseAmount,0.95,2,-0.22371696,0.0428243380850227
DKK1,HDGF,DecreaseAmount,0.65,1,-0.6122979,0.0012924014622371
DKK1,HDGF,IncreaseAmount,0.65,1,-0.6122979,0.0012924014622371
DKK1,CDKN1A,DecreaseAmount,0.94757,3,0.29268342,0.0174239018375208
DKK1,CDKN1A,DecreaseAmount,0.86,2,0.29268342,0.0174239018375208
DKK1,CDKN1A,IncreaseAmount,0.949980317,9,0.29268342,0.0174239018375208
FYN,MAPRE1,DecreaseAmount,0.65,1,0.3509116,0.0231804814237057
RAB13,RAB13,DecreaseAmount,0.9419,4,-1.629307,5.071930801548485e-21
PAK2,PAK2,DecreaseAmount,0.86,2,-1.0038497,1.0705682736227045e-08
ST3GAL4,NFE2L2,DecreaseAmount,0.9419,4,-0.49923256,0.0193674619647371
ST3GAL4,NFE2L2,IncreaseAmount,0.949271,6,-0.49923256,0.0193674619647371
ST3GAL4,NFE2L1,DecreaseAmount,0.86,2,-0.50311095,0.0318641015979841
ST3GAL4,IDE,DecreaseAmount,0.923,3,-1.0597451,0.0229490757929259
ST3GAL4,IDE,IncreaseAmount,0.9419,4,-1.0597451,0.0229490757929259
ST3GAL4,EDN1,IncreaseAmount,0.923,3,-0.57079846,0.0382931753946243
ST3GAL4,DNMT1,DecreaseAmount,0.65,1,-0.8127267,0.0085584878075992
ST3GAL4,CCN2,DecreaseAmount,0.65,1,-0.48566395,0.0054542727725477
ST3GAL4,CCN2,IncreaseAmount,0.86,2,-0.48566395,0.0054542727725477
NOTCH4,INTS3,IncreaseAmount,0.65,1,0.95678365,0.010065886030035
NOTCH4,ACTA2,IncreaseAmount,0.89,1,0.6917858,0.0357036638535219
NOTCH4,NOTCH4,IncreaseAmount,0.65,1,-1.9839098,6.976869724927102e-05
IBTK,IBTK,DecreaseAmount,0.65,1,-1.2607226,0.0143499415052029
P4HA2,P4HA2,DecreaseAmount,0.65,1,-1.6481285,2.054878092929701e-12
GSS,NR3C1,DecreaseAmount,0.65,1,-1.0646657,0.042761912467573
GSS,NR3C1,IncreaseAmount,0.86,2,-1.0646657,0.042761912467573
GSS,GSS,IncreaseAmount,0.65,1,-1.7924072,2.043711686858635e-06
FAM126A,BAX,IncreaseAmount,0.65,1,0.22034806,0.0277168864523068
FAM126A,PAFAH1B1,DecreaseAmount,0.65,1,0.4008237,0.0361199123348932
FAM126A,FOXA1,IncreaseAmount,0.65,1,0.84934944,0.0360792361134308
FAM126A,TM4SF1,IncreaseAmount,0.65,1,-0.1734202,0.0491770205847418
