source,intermediate,target,stmt_type_1,stmt_type_2,belief_1,belief_2,evidence_1,evidence_2,logfoldchange,pvalue
PVT1,hgnc:11998,MT-ND2,Complex,DecreaseAmount,0.65,0.65,1,1,0.13355605,0.0189964998649529
PVT1,hgnc:11998,MT-ND2,Complex,IncreaseAmount,0.65,0.65,1,1,0.13355605,0.0189964998649529
PVT1,hgnc:11998,MT-ND2,Activation,IncreaseAmount,0.65,0.65,1,1,0.13355605,0.0189964998649529
PVT1,hgnc:11998,MT-ND2,Complex,IncreaseAmount,0.65,0.65,1,1,0.13355605,0.0189964998649529
PVT1,hgnc:11998,MT-ND2,Complex,IncreaseAmount,0.923,0.65,3,1,0.13355605,0.0189964998649529
PVT1,hgnc:11998,MT-ND2,Complex,IncreaseAmount,0.65,0.65,1,1,0.13355605,0.0189964998649529
PVT1,uniprot:Q9UHZ2,CDKN1A,Complex,IncreaseAmount,0.65,0.86,1,2,0.2495309,0.0199073428094074
PVT1,uniprot:Q9UHZ2,CDKN1A,Complex,DecreaseAmount,0.65,0.94757,1,5,0.2495309,0.0199073428094074
PVT1,uniprot:Q08193,CDKN1A,Complex,IncreaseAmount,0.949271,0.65,6,1,0.2495309,0.0199073428094074
PVT1,uniprot:Q08193,CDKN1A,Complex,IncreaseAmount,0.949271,0.923,6,2,0.2495309,0.0199073428094074
PVT1,uniprot:Q08193,CDKN1A,Complex,DecreaseAmount,0.949271,0.923,6,3,0.2495309,0.0199073428094074
PVT1,uniprot:P25295,CDKN1A,Complex,IncreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,uniprot:P01533,CDKN1A,Complex,DecreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,uniprot:P01533,CDKN1A,Complex,DecreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,uniprot:P01533,CDKN1A,Complex,DecreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,uniprot:P01533,CDKN1A,Complex,DecreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,mesh:D063646,CDKN1A,Activation,IncreaseAmount,0.8775000000000001,0.65,2,1,0.2495309,0.0199073428094074
PVT1,mesh:D015179,CDKN1A,Activation,DecreaseAmount,0.923,0.65,1,1,0.2495309,0.0199073428094074
PVT1,mesh:D013274,CDKN1A,Complex,IncreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,mesh:D013274,CDKN1A,Activation,IncreaseAmount,0.8775000000000001,0.65,2,1,0.2495309,0.0199073428094074
PVT1,mesh:D013274,CDKN1A,Complex,IncreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,mesh:D013274,CDKN1A,Complex,DecreaseAmount,0.65,0.86,1,2,0.2495309,0.0199073428094074
PVT1,mesh:D013274,CDKN1A,Activation,DecreaseAmount,0.8775000000000001,0.86,2,2,0.2495309,0.0199073428094074
PVT1,mesh:D013274,CDKN1A,Complex,DecreaseAmount,0.65,0.86,1,2,0.2495309,0.0199073428094074
PVT1,mesh:D009369,CDKN1A,Inhibition,DecreaseAmount,0.99916994,0.9973750600677,1,4,0.2495309,0.0199073428094074
PVT1,mesh:D009369,CDKN1A,Activation,DecreaseAmount,0.99746355,0.9973750600677,8,4,0.2495309,0.0199073428094074
PVT1,mesh:D009369,CDKN1A,Inhibition,IncreaseAmount,0.99916994,0.9991118930253825,1,3,0.2495309,0.0199073428094074
PVT1,mesh:D009369,CDKN1A,Activation,IncreaseAmount,0.99746355,0.9991118930253825,8,3,0.2495309,0.0199073428094074
PVT1,mesh:D009362,CDKN1A,Activation,IncreaseAmount,0.9497812999999999,0.65,7,1,0.2495309,0.0199073428094074
PVT1,mesh:D008545,CDKN1A,Activation,IncreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,mesh:D006528,CDKN1A,Activation,IncreaseAmount,0.9419,0.8775000000000001,4,2,0.2495309,0.0199073428094074
PVT1,mesh:D003110,CDKN1A,Activation,IncreaseAmount,0.86,0.65,2,1,0.2495309,0.0199073428094074
PVT1,hgnc:9962,CDKN1A,Complex,DecreaseAmount,0.86,0.86,2,2,0.2495309,0.0199073428094074
PVT1,hgnc:990,CDKN1A,Activation,DecreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:990,CDKN1A,Complex,DecreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:990,CDKN1A,Activation,IncreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:990,CDKN1A,Complex,IncreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:990,CDKN1A,Activation,IncreaseAmount,0.65,0.9961331601,1,9,0.2495309,0.0199073428094074
PVT1,hgnc:990,CDKN1A,Complex,IncreaseAmount,0.65,0.9961331601,1,9,0.2495309,0.0199073428094074
PVT1,hgnc:990,CDKN1A,Activation,DecreaseAmount,0.65,0.94999822853,1,10,0.2495309,0.0199073428094074
PVT1,hgnc:990,CDKN1A,Complex,DecreaseAmount,0.65,0.94999822853,1,10,0.2495309,0.0199073428094074
PVT1,hgnc:905,CDKN1A,Complex,DecreaseAmount,0.65,0.8775000000000001,1,2,0.2495309,0.0199073428094074
PVT1,hgnc:8583,CDKN1A,IncreaseAmount,IncreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:8583,CDKN1A,Activation,IncreaseAmount,0.8775000000000001,0.65,2,1,0.2495309,0.0199073428094074
PVT1,hgnc:8583,CDKN1A,IncreaseAmount,IncreaseAmount,0.65,0.923,1,2,0.2495309,0.0199073428094074
PVT1,hgnc:8583,CDKN1A,Activation,IncreaseAmount,0.8775000000000001,0.923,2,2,0.2495309,0.0199073428094074
PVT1,hgnc:8583,CDKN1A,IncreaseAmount,DecreaseAmount,0.65,0.9497812999999999,1,7,0.2495309,0.0199073428094074
PVT1,hgnc:8583,CDKN1A,Activation,DecreaseAmount,0.8775000000000001,0.9497812999999999,2,7,0.2495309,0.0199073428094074
PVT1,hgnc:7881,CDKN1A,Activation,IncreaseAmount,0.86,0.941,2,1,0.2495309,0.0199073428094074
PVT1,hgnc:7881,CDKN1A,Complex,IncreaseAmount,0.65,0.941,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:7881,CDKN1A,Activation,DecreaseAmount,0.86,0.65,2,1,0.2495309,0.0199073428094074
PVT1,hgnc:7881,CDKN1A,Complex,DecreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:7881,CDKN1A,Activation,IncreaseAmount,0.86,0.79,2,1,0.2495309,0.0199073428094074
PVT1,hgnc:7881,CDKN1A,Complex,IncreaseAmount,0.65,0.79,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:7881,CDKN1A,Activation,DecreaseAmount,0.86,0.98249981399565,2,12,0.2495309,0.0199073428094074
PVT1,hgnc:7881,CDKN1A,Complex,DecreaseAmount,0.65,0.98249981399565,1,12,0.2495309,0.0199073428094074
PVT1,hgnc:7881,CDKN1A,Activation,IncreaseAmount,0.86,0.987799,2,4,0.2495309,0.0199073428094074
PVT1,hgnc:7881,CDKN1A,Complex,IncreaseAmount,0.65,0.987799,1,4,0.2495309,0.0199073428094074
PVT1,hgnc:7881,CDKN1A,Activation,IncreaseAmount,0.86,0.9999876099999712,2,17,0.2495309,0.0199073428094074
PVT1,hgnc:7881,CDKN1A,Complex,IncreaseAmount,0.65,0.9999876099999712,1,17,0.2495309,0.0199073428094074
PVT1,hgnc:7785,CDKN1A,Complex,DecreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:7785,CDKN1A,Complex,IncreaseAmount,0.65,0.89,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:7782,CDKN1A,Complex,DecreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:7782,CDKN1A,Complex,DecreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:7782,CDKN1A,Complex,IncreaseAmount,0.65,0.94757,1,5,0.2495309,0.0199073428094074
PVT1,hgnc:7782,CDKN1A,Complex,IncreaseAmount,0.65,0.94757,1,5,0.2495309,0.0199073428094074
PVT1,hgnc:7782,CDKN1A,Complex,DecreaseAmount,0.65,0.949980317,1,8,0.2495309,0.0199073428094074
PVT1,hgnc:7782,CDKN1A,Complex,DecreaseAmount,0.65,0.949980317,1,8,0.2495309,0.0199073428094074
PVT1,hgnc:7679,CDKN1A,Complex,IncreaseAmount,0.94993439,0.9419,8,4,0.2495309,0.0199073428094074
PVT1,hgnc:7559,CDKN1A,Complex,DecreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:7559,CDKN1A,Complex,IncreaseAmount,0.65,0.99441981,1,7,0.2495309,0.0199073428094074
PVT1,hgnc:7559,CDKN1A,Complex,DecreaseAmount,0.65,0.98224485,1,6,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Complex,DecreaseAmount,0.65,0.987599,1,2,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Activation,DecreaseAmount,0.65,0.987599,1,2,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Complex,DecreaseAmount,0.65,0.987599,1,2,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Inhibition,DecreaseAmount,0.98922,0.987599,5,2,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Complex,DecreaseAmount,0.65,0.987599,1,2,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Complex,DecreaseAmount,0.99615,0.987599,145,2,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Complex,IncreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Activation,IncreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Complex,IncreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Inhibition,IncreaseAmount,0.98922,0.65,5,1,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Complex,IncreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Complex,IncreaseAmount,0.99615,0.65,145,1,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Complex,DecreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Activation,DecreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Complex,DecreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Inhibition,DecreaseAmount,0.98922,0.65,5,1,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Complex,DecreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Complex,DecreaseAmount,0.99615,0.65,145,1,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Complex,IncreaseAmount,0.65,0.949271,1,6,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Activation,IncreaseAmount,0.65,0.949271,1,6,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Complex,IncreaseAmount,0.65,0.949271,1,6,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Inhibition,IncreaseAmount,0.98922,0.949271,5,6,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Complex,IncreaseAmount,0.65,0.949271,1,6,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Complex,IncreaseAmount,0.99615,0.949271,145,6,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Complex,DecreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Activation,DecreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Complex,DecreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Inhibition,DecreaseAmount,0.98922,0.65,5,1,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Complex,DecreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Complex,DecreaseAmount,0.99615,0.65,145,1,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Complex,DecreaseAmount,0.65,0.9499998405677,1,13,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Activation,DecreaseAmount,0.65,0.9499998405677,1,13,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Complex,DecreaseAmount,0.65,0.9499998405677,1,13,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Inhibition,DecreaseAmount,0.98922,0.9499998405677,5,13,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Complex,DecreaseAmount,0.65,0.9499998405677,1,13,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Complex,DecreaseAmount,0.99615,0.9499998405677,145,13,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Complex,IncreaseAmount,0.65,0.999905675,1,32,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Activation,IncreaseAmount,0.65,0.999905675,1,32,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Complex,IncreaseAmount,0.65,0.999905675,1,32,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Inhibition,IncreaseAmount,0.98922,0.999905675,5,32,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Complex,IncreaseAmount,0.65,0.999905675,1,32,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Complex,IncreaseAmount,0.99615,0.999905675,145,32,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Complex,DecreaseAmount,0.65,0.9999999989137334,1,125,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Activation,DecreaseAmount,0.65,0.9999999989137334,1,125,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Complex,DecreaseAmount,0.65,0.9999999989137334,1,125,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Inhibition,DecreaseAmount,0.98922,0.9999999989137334,5,125,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Complex,DecreaseAmount,0.65,0.9999999989137334,1,125,0.2495309,0.0199073428094074
PVT1,hgnc:7553,CDKN1A,Complex,DecreaseAmount,0.99615,0.9999999989137334,145,125,0.2495309,0.0199073428094074
PVT1,hgnc:7107,CDKN1A,Complex,IncreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:6993,CDKN1A,Complex,DecreaseAmount,0.65,0.95,1,2,0.2495309,0.0199073428094074
PVT1,hgnc:6973,CDKN1A,Complex,DecreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:6973,CDKN1A,Complex,IncreaseAmount,0.65,0.9961499877237129,1,16,0.2495309,0.0199073428094074
PVT1,hgnc:6973,CDKN1A,Complex,DecreaseAmount,0.65,0.923,1,2,0.2495309,0.0199073428094074
PVT1,hgnc:6973,CDKN1A,Complex,DecreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:6973,CDKN1A,Complex,DecreaseAmount,0.65,0.9999965893222533,1,32,0.2495309,0.0199073428094074
PVT1,hgnc:6769,CDKN1A,Complex,IncreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:6769,CDKN1A,Complex,IncreaseAmount,0.65,0.9999923769927079,1,12,0.2495309,0.0199073428094074
PVT1,hgnc:6769,CDKN1A,Complex,DecreaseAmount,0.65,0.79,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:6769,CDKN1A,Complex,DecreaseAmount,0.65,0.9825,1,2,0.2495309,0.0199073428094074
PVT1,hgnc:6769,CDKN1A,Complex,IncreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:6769,CDKN1A,Complex,IncreaseAmount,0.65,0.982,1,3,0.2495309,0.0199073428094074
PVT1,hgnc:6769,CDKN1A,Complex,IncreaseAmount,0.65,0.9989542,1,4,0.2495309,0.0199073428094074
PVT1,hgnc:6515,CDKN1A,Inhibition,DecreaseAmount,0.65,0.86,1,2,0.2495309,0.0199073428094074
PVT1,hgnc:6515,CDKN1A,IncreaseAmount,DecreaseAmount,0.65,0.86,1,2,0.2495309,0.0199073428094074
PVT1,hgnc:6350,CDKN1A,Activation,IncreaseAmount,0.65,0.941,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:6350,CDKN1A,Activation,DecreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:6350,CDKN1A,Activation,IncreaseAmount,0.65,0.99174,1,2,0.2495309,0.0199073428094074
PVT1,hgnc:6018,CDKN1A,IncreaseAmount,DecreaseAmount,0.65,0.923,1,3,0.2495309,0.0199073428094074
PVT1,hgnc:6018,CDKN1A,IncreaseAmount,IncreaseAmount,0.65,0.996093867,1,8,0.2495309,0.0199073428094074
PVT1,hgnc:6018,CDKN1A,IncreaseAmount,IncreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:5956,CDKN1A,Inhibition,IncreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:4923,CDKN1A,Activation,IncreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:4923,CDKN1A,Complex,IncreaseAmount,0.923,0.65,3,1,0.2495309,0.0199073428094074
PVT1,hgnc:4392,CDKN1A,Complex,IncreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:4910,CDKN1A,IncreaseAmount,IncreaseAmount,0.65,0.89,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:4910,CDKN1A,Activation,IncreaseAmount,0.65,0.89,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:4910,CDKN1A,Complex,IncreaseAmount,0.94757,0.89,5,1,0.2495309,0.0199073428094074
PVT1,hgnc:4910,CDKN1A,IncreaseAmount,DecreaseAmount,0.65,0.8775000000000001,1,2,0.2495309,0.0199073428094074
PVT1,hgnc:4910,CDKN1A,Activation,DecreaseAmount,0.65,0.8775000000000001,1,2,0.2495309,0.0199073428094074
PVT1,hgnc:4910,CDKN1A,Complex,DecreaseAmount,0.94757,0.8775000000000001,5,2,0.2495309,0.0199073428094074
PVT1,hgnc:4910,CDKN1A,IncreaseAmount,IncreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:4910,CDKN1A,Activation,IncreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:4910,CDKN1A,Complex,IncreaseAmount,0.94757,0.65,5,1,0.2495309,0.0199073428094074
PVT1,hgnc:4910,CDKN1A,IncreaseAmount,IncreaseAmount,0.65,0.9992187734,1,7,0.2495309,0.0199073428094074
PVT1,hgnc:4910,CDKN1A,Activation,IncreaseAmount,0.65,0.9992187734,1,7,0.2495309,0.0199073428094074
PVT1,hgnc:4910,CDKN1A,Complex,IncreaseAmount,0.94757,0.9992187734,5,7,0.2495309,0.0199073428094074
PVT1,hgnc:4201,CDKN1A,Activation,IncreaseAmount,0.65,0.9994978129999998,1,28,0.2495309,0.0199073428094074
PVT1,hgnc:4201,CDKN1A,Complex,IncreaseAmount,0.65,0.9994978129999998,1,28,0.2495309,0.0199073428094074
PVT1,hgnc:4201,CDKN1A,Complex,IncreaseAmount,0.94757,0.9994978129999998,5,28,0.2495309,0.0199073428094074
PVT1,hgnc:4201,CDKN1A,Activation,DecreaseAmount,0.65,0.98224485,1,7,0.2495309,0.0199073428094074
PVT1,hgnc:4201,CDKN1A,Complex,DecreaseAmount,0.65,0.98224485,1,7,0.2495309,0.0199073428094074
PVT1,hgnc:4201,CDKN1A,Complex,DecreaseAmount,0.94757,0.98224485,5,7,0.2495309,0.0199073428094074
PVT1,hgnc:3942,CDKN1A,IncreaseAmount,DecreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:3942,CDKN1A,IncreaseAmount,IncreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:3942,CDKN1A,IncreaseAmount,DecreaseAmount,0.65,0.992969382,1,8,0.2495309,0.0199073428094074
PVT1,hgnc:3942,CDKN1A,IncreaseAmount,IncreaseAmount,0.65,0.94757,1,4,0.2495309,0.0199073428094074
PVT1,hgnc:3821,CDKN1A,Complex,DecreaseAmount,0.8775000000000001,0.65,2,1,0.2495309,0.0199073428094074
PVT1,hgnc:3821,CDKN1A,Complex,IncreaseAmount,0.8775000000000001,0.65,2,1,0.2495309,0.0199073428094074
PVT1,hgnc:3821,CDKN1A,Complex,IncreaseAmount,0.8775000000000001,0.65,2,1,0.2495309,0.0199073428094074
PVT1,hgnc:3821,CDKN1A,Complex,IncreaseAmount,0.8775000000000001,0.98,2,2,0.2495309,0.0199073428094074
PVT1,hgnc:3821,CDKN1A,Complex,DecreaseAmount,0.8775000000000001,0.99572965,2,5,0.2495309,0.0199073428094074
PVT1,hgnc:3821,CDKN1A,Complex,IncreaseAmount,0.8775000000000001,0.9419,2,3,0.2495309,0.0199073428094074
PVT1,hgnc:3821,CDKN1A,Complex,IncreaseAmount,0.8775000000000001,0.9999957296487745,2,16,0.2495309,0.0199073428094074
PVT1,hgnc:3819,CDKN1A,Complex,DecreaseAmount,0.65,0.99964998759971,1,15,0.2495309,0.0199073428094074
PVT1,hgnc:3819,CDKN1A,Complex,IncreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:3819,CDKN1A,Complex,IncreaseAmount,0.65,0.9419,1,4,0.2495309,0.0199073428094074
PVT1,hgnc:3819,CDKN1A,Complex,IncreaseAmount,0.65,0.9963249999999981,1,23,0.2495309,0.0199073428094074
PVT1,hgnc:3818,CDKN1A,Activation,IncreaseAmount,0.65,0.9499940951,1,8,0.2495309,0.0199073428094074
PVT1,hgnc:3818,CDKN1A,Complex,IncreaseAmount,0.9824999995480095,0.9499940951,18,8,0.2495309,0.0199073428094074
PVT1,hgnc:3818,CDKN1A,Activation,DecreaseAmount,0.65,0.9419,1,4,0.2495309,0.0199073428094074
PVT1,hgnc:3818,CDKN1A,Complex,DecreaseAmount,0.9824999995480095,0.9419,18,4,0.2495309,0.0199073428094074
PVT1,hgnc:3818,CDKN1A,Activation,IncreaseAmount,0.65,0.86,1,2,0.2495309,0.0199073428094074
PVT1,hgnc:3818,CDKN1A,Complex,IncreaseAmount,0.9824999995480095,0.86,18,2,0.2495309,0.0199073428094074
PVT1,hgnc:3818,CDKN1A,Activation,DecreaseAmount,0.65,0.996148484409,1,8,0.2495309,0.0199073428094074
PVT1,hgnc:3818,CDKN1A,Complex,DecreaseAmount,0.9824999995480095,0.996148484409,18,8,0.2495309,0.0199073428094074
PVT1,hgnc:3778,CDKN1A,Activation,DecreaseAmount,0.65,0.86,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:3778,CDKN1A,IncreaseAmount,DecreaseAmount,0.65,0.86,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:3778,CDKN1A,Activation,DecreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:3778,CDKN1A,IncreaseAmount,DecreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:3541,CDKN1A,Complex,IncreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:33510,CDKN1A,Complex,IncreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:33510,CDKN1A,Complex,IncreaseAmount,0.65,0.9419,1,3,0.2495309,0.0199073428094074
PVT1,hgnc:33510,CDKN1A,Complex,DecreaseAmount,0.65,0.94757,1,5,0.2495309,0.0199073428094074
PVT1,hgnc:3527,CDKN1A,Activation,DecreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:3527,CDKN1A,Inhibition,DecreaseAmount,0.86,0.65,2,1,0.2495309,0.0199073428094074
PVT1,hgnc:3527,CDKN1A,Complex,DecreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:3527,CDKN1A,Complex,DecreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:3527,CDKN1A,Complex,DecreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:3527,CDKN1A,Complex,DecreaseAmount,0.993875,0.65,55,1,0.2495309,0.0199073428094074
PVT1,hgnc:3527,CDKN1A,Activation,DecreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:3527,CDKN1A,Inhibition,DecreaseAmount,0.86,0.65,2,1,0.2495309,0.0199073428094074
PVT1,hgnc:3527,CDKN1A,Complex,DecreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:3527,CDKN1A,Complex,DecreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:3527,CDKN1A,Complex,DecreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:3527,CDKN1A,Complex,DecreaseAmount,0.993875,0.65,55,1,0.2495309,0.0199073428094074
PVT1,hgnc:3527,CDKN1A,Activation,DecreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:3527,CDKN1A,Inhibition,DecreaseAmount,0.86,0.65,2,1,0.2495309,0.0199073428094074
PVT1,hgnc:3527,CDKN1A,Complex,DecreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:3527,CDKN1A,Complex,DecreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:3527,CDKN1A,Complex,DecreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:3527,CDKN1A,Complex,DecreaseAmount,0.993875,0.65,55,1,0.2495309,0.0199073428094074
PVT1,hgnc:3527,CDKN1A,Activation,DecreaseAmount,0.65,0.86,1,2,0.2495309,0.0199073428094074
PVT1,hgnc:3527,CDKN1A,Inhibition,DecreaseAmount,0.86,0.86,2,2,0.2495309,0.0199073428094074
PVT1,hgnc:3527,CDKN1A,Complex,DecreaseAmount,0.65,0.86,1,2,0.2495309,0.0199073428094074
PVT1,hgnc:3527,CDKN1A,Complex,DecreaseAmount,0.65,0.86,1,2,0.2495309,0.0199073428094074
PVT1,hgnc:3527,CDKN1A,Complex,DecreaseAmount,0.65,0.86,1,2,0.2495309,0.0199073428094074
PVT1,hgnc:3527,CDKN1A,Complex,DecreaseAmount,0.993875,0.86,55,2,0.2495309,0.0199073428094074
PVT1,hgnc:3527,CDKN1A,Activation,DecreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:3527,CDKN1A,Inhibition,DecreaseAmount,0.86,0.65,2,1,0.2495309,0.0199073428094074
PVT1,hgnc:3527,CDKN1A,Complex,DecreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
PVT1,hgnc:3527,CDKN1A,Complex,DecreaseAmount,0.65,0.65,1,1,0.2495309,0.0199073428094074
