names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group
DAD1,3.9535575,0.4622166,7.69977610163674e-05,1.0,0.9146341463414634
HDGFL3,3.2366471,0.65247315,0.0012094284033926203,1.0,0.6341463414634146
PAIP2,3.2047532,0.67212987,0.0013517838860290549,1.0,0.6585365853658537
RPS6,2.9241886,0.11222774,0.003453555456926529,1.0,1.0
CCND1,2.781441,0.36982015,0.005411818758826503,1.0,0.9024390243902439
PFKP,2.7513742,0.44618925,0.005934580440738282,1.0,0.8292682926829268
PDCD10,2.6651394,0.58048964,0.007695639465795895,1.0,0.6341463414634146
CANX,2.6299353,0.31669816,0.008540111835110647,1.0,0.9024390243902439
BCAT1,2.6097643,0.529495,0.009060458688332317,1.0,0.6707317073170732
GAS5,2.6071439,0.2462702,0.00913009661849383,1.0,1.0
PAICS,2.6062474,0.53718317,0.009154029576512417,1.0,0.6097560975609756
SSR1,2.5980067,0.4154804,0.009376665588395127,1.0,0.7804878048780488
DHX9,2.5511138,0.64846945,0.01073792601411068,1.0,0.5121951219512195
UPF3A,2.551045,0.5225168,0.01074005093677129,1.0,0.6463414634146342
BNIP3,2.5335634,0.42932123,0.011290930653889232,1.0,0.7926829268292683
SULF2,2.516151,0.5872034,0.011864434966212638,1.0,0.5487804878048781
SAMHD1,2.4909115,0.82431215,0.01274158408822436,1.0,0.4146341463414634
MARVELD1,2.4514318,0.74963135,0.014228914082228124,1.0,0.4268292682926829
NOC2L,2.4327092,0.7613783,0.01498633473348208,1.0,0.43902439024390244
METTL23,2.3920915,0.934948,0.016752662516005358,1.0,0.36585365853658536
YWHAE,2.3550944,0.19821918,0.018518000098523633,1.0,1.0
CNOT7,2.345371,0.33596328,0.019008153806135075,1.0,0.7560975609756098
TCEAL4,2.3395095,0.27058035,0.019309085357545303,1.0,0.8292682926829268
CAPN7,2.3150976,1.3172222,0.020607597171727072,1.0,0.2804878048780488
PWP1,2.3124425,0.47975293,0.020753309150519074,1.0,0.6219512195121951
SLC39A10,2.3012364,0.53906083,0.021378267237468405,1.0,0.5975609756097561
NUTM2B-AS1,2.291582,0.59580547,0.02192977144437963,1.0,0.4634146341463415
HSPA9,2.2368622,0.4269992,0.02529535155063603,1.0,0.6585365853658537
RAB2A,2.2364829,0.23563357,0.0253201587624802,1.0,0.8780487804878049
