names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group
GSN,3.7271981,0.753129,0.00019362021588907848,1.0,0.6404494382022472
SF3B5,3.5251057,0.46645907,0.00042331365163439215,1.0,0.8876404494382022
RDX,3.1791012,0.47246218,0.0014773249028361508,1.0,0.8876404494382022
LSM7,3.1573374,0.4213394,0.001592169867216733,1.0,0.9325842696629213
HSP90AA1,2.9063923,0.27673325,0.0036562272227921577,1.0,0.9887640449438202
PHLDA2,2.8031962,0.37649637,0.005059887438854757,1.0,0.8876404494382022
VAPA,2.7490513,0.37833095,0.005976802279896735,1.0,0.9101123595505618
LAMTOR3,2.742337,0.99631554,0.006100372143192068,1.0,0.3707865168539326
MACROD1,2.7170672,0.77825606,0.006586323903794522,1.0,0.4606741573033708
LAMTOR1,2.6263738,0.42579913,0.008630001752267094,1.0,0.7303370786516854
KIAA0586,2.5739157,0.8442372,0.01005547798690771,1.0,0.39325842696629215
TMCO1,2.5249307,0.42855716,0.011572114032158977,1.0,0.797752808988764
RC3H2,2.5152395,0.8491523,0.011895157202933049,1.0,0.39325842696629215
PON2,2.5031338,0.51668084,0.012309902124553788,1.0,0.5955056179775281
CD70,2.4991317,0.34129468,0.012449807798290665,1.0,0.9213483146067416
PABPC4,2.4879851,0.4007845,0.012846912524955057,1.0,0.8202247191011236
SNCA,2.4525611,0.33953464,0.014184331631953016,1.0,0.898876404494382
KHDRBS1,2.449485,0.29941174,0.014306067200873436,1.0,0.898876404494382
TXN2,2.416674,0.48453176,0.015663041343183103,1.0,0.6629213483146067
ATP5F1C,2.4029806,0.2884557,0.016262050252382712,1.0,0.8876404494382022
NUMB,2.3846567,0.4450512,0.017095066949460364,1.0,0.6179775280898876
SPATC1L,2.3740063,0.44423407,0.017596249824713528,1.0,0.6404494382022472
PALMD,2.3706326,0.39688778,0.017757673410279763,1.0,0.6853932584269663
COX16,2.3690119,0.38274056,0.01783568042390594,1.0,0.8202247191011236
MPDZ,2.358527,0.6192899,0.018347630227001147,1.0,0.47191011235955055
TMEM156,2.3543262,0.90825593,0.018556314812447235,1.0,0.34831460674157305
PSMB1,2.33587,0.34101284,0.01949801481659024,1.0,0.8651685393258427
RAC1,2.327072,0.1895183,0.019961437132409787,1.0,0.9887640449438202
GART,2.2932687,0.49737966,0.021832546098612914,1.0,0.550561797752809
UQCC2,2.2919126,0.26750866,0.02191069322967975,1.0,0.8202247191011236
CTSC,2.2913172,0.40321591,0.021945078533277193,1.0,0.6741573033707865
MFAP1,2.2727287,0.53232056,0.023042539849731057,1.0,0.5056179775280899
TSR3,2.251527,0.53454655,0.024352172574475976,1.0,0.550561797752809
EMC4,2.246665,0.52198184,0.02466144630631427,1.0,0.5280898876404494
MAPKAP1,2.237569,0.4157871,0.025249164256981135,1.0,0.6292134831460674
PICSAR,2.2332032,0.7250028,0.02553554897809776,1.0,0.39325842696629215
NOL9,2.2317479,0.998989,0.025631633014241584,1.0,0.30337078651685395
SSB,2.2222552,0.34322134,0.026266068701976973,1.0,0.7528089887640449
GTF3C6,2.2088594,0.3589657,0.027184416200985592,1.0,0.7528089887640449
NDUFV1,2.199466,0.39407063,0.027844804763250342,1.0,0.6179775280898876
POLR2F,2.1989367,0.3666402,0.02788241785041968,1.0,0.7078651685393258
EPRS,2.1845157,0.32786474,0.028924368441312073,1.0,0.7191011235955056
NOP10,2.1829944,0.17192246,0.029036229254628884,1.0,0.8651685393258427
ELAVL1,2.1818697,0.5308086,0.029119148120864302,1.0,0.5280898876404494
CLPTM1,2.161892,0.84624803,0.03062649956780386,1.0,0.3258426966292135
KDM5A,2.1519363,0.43949398,0.031402375555660104,1.0,0.5730337078651685
PSIP1,2.1503487,0.48291978,0.0315276492823594,1.0,0.6067415730337079
BCAS2,2.1449242,0.7138754,0.03195890724240827,1.0,0.39325842696629215
JTB,2.1437004,0.34453133,0.03205689937060242,1.0,0.7865168539325843
PARP1,2.1311648,0.3492642,0.033075573542680474,1.0,0.6966292134831461
NF1,2.1288824,0.6744811,0.033263982257196824,1.0,0.42696629213483145
CHSY1,2.1168098,0.68663883,0.03427598575860173,1.0,0.39325842696629215
LYL1,2.1029181,0.40786183,0.035472928744504716,1.0,0.6179775280898876
SELENOK,2.0992467,0.39157858,0.03579515860147505,1.0,0.6404494382022472
SMAD3,2.0899856,0.39041564,0.036619100513017075,1.0,0.7303370786516854
ERLIN1,2.0870419,0.78919744,0.036884357627884945,1.0,0.3595505617977528
DYNLRB1,2.0868764,0.30928606,0.036899308138248925,1.0,0.8651685393258427
ZYG11B,2.0852888,0.5295301,0.03704309581299505,1.0,0.4606741573033708
AP1S2,2.084991,0.3335681,0.03707010904911626,1.0,0.8202247191011236
CHMP5,2.0770528,0.34845367,0.03779667409643959,1.0,0.7191011235955056
NSFL1C,2.0597875,0.5120759,0.039418866642407145,1.0,0.4943820224719101
LMAN1,2.0518162,0.29459035,0.04018752882763698,1.0,0.8539325842696629
TUBG1,2.0388174,0.7482645,0.04146824949433532,1.0,0.3595505617977528
BOLA3,2.0375936,0.310881,0.0415905870188911,1.0,0.8202247191011236
FAM114A1,2.0365353,0.41778412,0.04169663874177406,1.0,0.651685393258427
EPB41L2,2.0241318,0.5398072,0.042956586502859176,1.0,0.4606741573033708
DGUOK,2.0232058,0.37246007,0.043051940244473126,1.0,0.6741573033707865
SRP72,2.0214527,0.3582401,0.04323292108976583,1.0,0.7752808988764045
BFAR,2.021122,0.49850148,0.04326714041279694,1.0,0.5168539325842697
AGPS,2.0205927,0.56669724,0.04332193893162034,1.0,0.4157303370786517
ACER3,2.0204604,0.46127108,0.04333564772017357,1.0,0.5168539325842697
ACAT1,2.0192037,0.34436858,0.04346606410876801,1.0,0.6067415730337079
VMA21,2.0189722,0.43764064,0.04349012430825682,1.0,0.5393258426966292
PSMA3,2.016756,0.34299484,0.04372098450175366,1.0,0.7303370786516854
DDT,2.0139446,0.2966658,0.04401535541135139,1.0,0.9662921348314607
DNAJA2,2.0059733,0.31549406,0.04485909523431409,1.0,0.6966292134831461
MTMR12,2.005411,0.8427896,0.044919123737080444,1.0,0.29213483146067415
DDX3X,1.9938345,0.3070848,0.04617013924903318,1.0,0.7752808988764045
FSTL3,1.9932723,0.8287909,0.04623164264908715,1.0,0.29213483146067415
PNPT1,1.9919823,0.56011486,0.04637299938907743,1.0,0.43820224719101125
PET100,1.991453,0.34385452,0.046431097067975234,1.0,0.7191011235955056
ZNRD2,1.9899977,0.5502201,0.04659118170890547,1.0,0.47191011235955055
ATP6V1B2,1.9884101,0.72919375,0.04676634905851496,1.0,0.34831460674157305
FBXO11,1.9875501,0.7363739,0.046861462542469805,1.0,0.34831460674157305
SLC44A1,1.9841764,0.43851855,0.0472361732674435,1.0,0.550561797752809
BRIX1,1.9805712,0.72943735,0.04763938150076511,1.0,0.34831460674157305
TGOLN2,1.9784213,0.29421028,0.04788120105521923,1.0,0.8202247191011236
C19orf53,1.9744523,0.2898157,0.04833034759848628,1.0,0.9550561797752809
DICER1,1.9741876,0.53804463,0.048360416115465404,1.0,0.43820224719101125
TMEM256,1.9644302,0.23436509,0.049480215236307835,1.0,0.8539325842696629
EBAG9,1.9620157,0.50941265,0.04976065094522074,1.0,0.4943820224719101
SRP19,1.9518946,0.41783366,0.050950720538675276,1.0,0.6067415730337079
MRPS24,1.9396896,0.26585335,0.052417415881959716,1.0,0.7528089887640449
IARS2,1.9352576,0.2831472,0.05295870131087413,1.0,0.7303370786516854
RRBP1,1.9340999,0.19929457,0.05310084863641114,1.0,0.8202247191011236
SYNRG,1.9338353,0.7065003,0.0531333841724265,1.0,0.34831460674157305
SAP18,1.9282786,0.24897356,0.053820486845801305,1.0,0.8539325842696629
ITGB1BP1,1.9073086,0.40703717,0.056480638933573,1.0,0.550561797752809
SLIRP,1.9000319,0.27817184,0.05742892835705341,1.0,0.8876404494382022
LSM12,1.8931191,0.35106793,0.05834202954439028,1.0,0.5842696629213483
HMGCR,1.8920276,0.3914701,0.05848730001996973,1.0,0.6067415730337079
PRKAR1A,1.8899108,0.30640557,0.05876989309095784,1.0,0.6853932584269663
TEK,1.8813772,0.6438064,0.059920617914977804,1.0,0.3595505617977528
RPS29,1.8813772,0.08039265,0.059920617914977804,1.0,1.0
NLN,1.8793596,0.5594716,0.06019540269962856,1.0,0.4044943820224719
SLC3A2,1.875556,0.4408911,0.0607162809977953,1.0,0.5168539325842697
HMGA1,1.8744975,0.13688241,0.0608618834608864,1.0,0.9550561797752809
RACK1,1.8678493,0.087380536,0.06178307795642609,1.0,1.0
HLTF,1.8629872,0.53903013,0.06246406893702754,1.0,0.4943820224719101
CDYL,1.861135,0.3586603,0.0627251218155375,1.0,0.5730337078651685
RPL37,1.8564051,0.08129777,0.06339583429112965,1.0,1.0
MRPL55,1.8519729,0.53575575,0.06402970177533329,1.0,0.4606741573033708
PDLIM4,1.8518076,0.2551182,0.06405345446394606,1.0,0.7752808988764045
EIF2AK4,1.8510469,0.3381758,0.06416281056245213,1.0,0.6292134831460674
NDUFB7,1.8481693,0.24351665,0.06457785707270164,1.0,0.9325842696629213
PIH1D1,1.8359975,0.4932927,0.0663580353750231,1.0,0.4157303370786517
BEX3,1.8356667,0.16675076,0.06640696837817299,1.0,0.9887640449438202
RPL7L1,1.8355343,0.33417544,0.06642654990008098,1.0,0.6629213483146067
GSDMD,1.8252809,0.6173035,0.06795864766479083,1.0,0.38202247191011235
HPCAL1,1.8217418,0.34322673,0.06849416852169142,1.0,0.6067415730337079
MRPL41,1.8210803,0.27217507,0.06859464963977767,1.0,0.9325842696629213
EXOC5,1.8168797,0.47778603,0.06923553545524014,1.0,0.4606741573033708
CYB5B,1.811323,0.28718197,0.07009086919880927,1.0,0.651685393258427
SLC35C2,1.8060309,0.5568369,0.07091351603631074,1.0,0.34831460674157305
HACD3,1.8020948,0.33414665,0.0715304797229867,1.0,0.6629213483146067
RBM25,1.8015326,0.24426262,0.07161897539646067,1.0,0.797752808988764
TES,1.7867478,0.3506567,0.07397826531443993,1.0,0.651685393258427
SLC39A10,1.7734513,0.37950078,0.07615394741983648,1.0,0.5617977528089888
TP53I3,1.7719299,0.4482982,0.07640620034810122,1.0,0.4943820224719101
GEMIN7,1.7711691,1.0428998,0.07653258210174202,1.0,0.2247191011235955
ACAP2,1.7674646,0.42818147,0.07715044440487255,1.0,0.5168539325842697
ATP6V1F,1.7633302,0.25141954,0.07784481642965226,1.0,0.898876404494382
COX7A2L,1.7616103,0.22244897,0.07813517017484427,1.0,0.797752808988764
HIKESHI,1.7570127,0.3294437,0.07891563834956411,1.0,0.6292134831460674
HPF1,1.7559874,0.52137464,0.07909056167083602,1.0,0.43820224719101125
PRMT1,1.7536721,0.3388453,0.0794867099759772,1.0,0.7415730337078652
RFC1,1.7522168,0.35453042,0.07973654214936829,1.0,0.5393258426966292
PGLS,1.7521507,0.2610354,0.07974791330562746,1.0,0.8202247191011236
CYP51A1,1.7517537,0.21558988,0.07981616792634817,1.0,0.8202247191011236
PSMA7,1.7512907,0.15965848,0.07989585831925482,1.0,1.0
RNF40,1.7460316,0.8513594,0.08080545869483045,1.0,0.25842696629213485
RAN,1.745734,0.18216693,0.08085719593892321,1.0,0.9775280898876404
UNC50,1.7430217,0.5960446,0.08132981964336805,1.0,0.3707865168539326
MACO1,1.7428232,0.75774133,0.08136448971083865,1.0,0.29213483146067415
RILPL2,1.7427902,0.57990766,0.08137026922136888,1.0,0.3146067415730337
DIS3,1.7406073,0.5472419,0.08175245415787612,1.0,0.42696629213483145
DDX39B,1.7404088,0.3709193,0.08178727033431647,1.0,0.5730337078651685
NQO1,1.7389203,0.22885402,0.08204877521919952,1.0,0.9887640449438202
CERS6,1.736142,0.7385294,0.08253873182434995,1.0,0.3258426966292135
TSPAN14,1.7352489,0.25763685,0.08269672063495492,1.0,0.8314606741573034
