source,target,stmt_type,english_stmt,belief,evidence_count,logfoldchange,pval,stmt_hash,source_counts
ST3GAL4,IDE,DecreaseAmount,,0.48507422499106756,3,-1.0597451,0.0229490757929259,25348436861767197,{'reach': 3}
ST3GAL4,IDE,IncreaseAmount,,0.5256427349609928,4,-1.0597451,0.0229490757929259,-19293878263450409,{'reach': 4}
ST3GAL4,NFE2L2,DecreaseAmount,,0.5038428075375017,13,-0.49923256,0.0193674619647371,-23016996973625828,{'reach': 13}
ST3GAL4,NFE2L2,IncreaseAmount,,0.5082487016496805,10,-0.49923256,0.0193674619647371,-10167234890942296,"{'reach': 9, 'sparser': 1}"
ST3GAL4,DNMT1,IncreaseAmount,,0.48445268803510766,1,-0.8127267,0.0085584878075992,-4739708995509859,{'reach': 1}
ST3GAL4,DNMT1,DecreaseAmount,,0.47385749870081684,1,-0.8127267,0.0085584878075992,29701622072617609,{'reach': 1}
ST3GAL4,CCN2,IncreaseAmount,,0.504176544902569,5,-0.48566395,0.0054542727725477,16038059521495517,{'reach': 5}
ST3GAL4,CCN2,DecreaseAmount,,0.4684848027297138,2,-0.48566395,0.0054542727725477,12455241595535107,{'reach': 2}
NOTCH4,INTS3,IncreaseAmount,,0.48445268803510766,1,0.95678365,0.010065886030035,-17508056236803077,{'reach': 1}
NCOA5,SLC7A11,DecreaseAmount,,0.47385749870081684,1,-0.58039784,0.0060326068015123,-34299780271045129,{'reach': 1}
GSS,NR3C1,DecreaseAmount,,0.47385749870081684,1,-1.0646657,0.042761912467573,18380713018553588,{'reach': 1}
GSS,NR3C1,IncreaseAmount,,0.47153156304100474,2,-1.0646657,0.042761912467573,-26940095325633421,{'reach': 2}
HYCC1,OXCT1,IncreaseAmount,,0.48445268803510766,1,0.88692814,0.0054035294957753,30236305273778550,{'reach': 1}
HYCC1,OXCT1,DecreaseAmount,,0.47385749870081684,1,0.88692814,0.0054035294957753,14671345087839821,{'reach': 1}
HYCC1,PTMA,DecreaseAmount,,0.47385749870081684,1,0.11316489,0.0175220807012301,29245670100206109,{'reach': 1}
HYCC1,CD55,IncreaseAmount,,0.48445268803510766,1,0.23686135,0.0269838510665525,27735997194554249,{'reach': 1}
HYCC1,BAX,DecreaseAmount,,0.47385749870081684,1,0.22034806,0.0277168864523068,-7411478792194864,{'reach': 1}
HYCC1,BAX,IncreaseAmount,,0.47153156304100474,2,0.22034806,0.0277168864523068,-18829464475391081,{'reach': 2}
HYCC1,FOXA1,IncreaseAmount,,0.48445268803510766,1,0.84934944,0.0360792361134308,-10744514255271836,{'reach': 1}
HYCC1,PAFAH1B1,DecreaseAmount,,0.47385749870081684,1,0.4008237,0.0361199123348932,23538177961957742,{'reach': 1}
HYCC1,PBX3,IncreaseAmount,,0.48445268803510766,1,0.90832245,0.0467390479271264,-22040625190798221,{'reach': 1}
HYCC1,RICTOR,DecreaseAmount,,0.47385749870081684,1,-1.0523975,0.046452908048912,-25016217488290846,{'reach': 1}
HYCC1,PIN1,DecreaseAmount,,0.47385749870081684,1,-0.4283074,0.0412173507530778,-16432565055791267,{'reach': 1}
HYCC1,PFKP,IncreaseAmount,,0.48445268803510766,1,-0.31972885,0.0367926007896963,32355768975694390,{'reach': 1}
CHUK,JUN,IncreaseAmount,,0.47153156304100474,2,0.382891,0.0344369947807562,14342455429423136,{'reach': 2}
CHUK,NUMB,DecreaseAmount,,0.48507422499106756,3,-0.55841154,0.0089225514392756,3129872037491784,{'reach': 3}
CHUK,NUMB,IncreaseAmount,,0.6163664161553967,1,-0.55841154,0.0089225514392756,-19829193345354863,{'medscan': 1}
SCARB1,CD81,IncreaseAmount,,0.47153156304100474,2,-0.19226862,0.0334262253415096,9142030447904337,{'reach': 2}
SCARB1,CD81,DecreaseAmount,,0.47385749870081684,1,-0.19226862,0.0334262253415096,-26251605332887736,{'reach': 1}
MMP11,LGALS1,DecreaseAmount,,0.6324007949925685,1,-0.42673224,9.232016368883129e-05,17493527506505862,{'medscan': 1}
TNFSF10,GSK3B,IncreaseAmount,,0.5323558150969273,1,0.4995617,0.0362575749395158,-18523078080259630,{'bel_lc': 1}
TNFSF10,MTCH2,IncreaseAmount,,0.48445268803510766,1,-0.36501288,0.0451926557311884,16938085911121485,{'reach': 1}
TNFSF10,ANXA5,IncreaseAmount,,0.47153156304100474,2,-0.22490418,0.0137883599893319,-13241156061659601,{'reach': 2}
OPTN,CALCOCO2,DecreaseAmount,,0.4684848027297138,2,0.47183535,0.017920285728126,8839600051532108,{'reach': 2}
IRF1,RBMS2,DecreaseAmount,,0.6301266297471854,1,0.6456912,0.0087214682615805,9187066318401333,{'pc': 1}
IRF1,SEMA3A,DecreaseAmount,,0.6301266297471854,1,0.529929,0.0093885810865658,31980421796643275,{'pc': 1}
IRF1,HIPK1,DecreaseAmount,,0.6301266297471854,1,0.68820685,0.0270348061956962,29042172439677456,{'pc': 1}
IRF1,NFAT5,DecreaseAmount,,0.6301266297471854,1,0.5779299,0.0301496250874568,2197792935769095,{'pc': 1}
IRF1,LSM6,DecreaseAmount,,0.6301266297471854,1,0.3794716,0.0424770498774203,-27405421364458509,{'pc': 1}
IRF1,CUL2,DecreaseAmount,,0.6309317981560123,2,-0.61643535,0.0442365205793374,35688602919072032,{'pc': 2}
IRF1,PSMB9,IncreaseAmount,,0.48445268803510766,1,-0.7327445,0.021741020407979,-27394815502123440,{'reach': 1}
IRF1,PSMB9,IncreaseAmount,,0.6955272061162306,3,-0.7327445,0.021741020407979,-35290985848840735,"{'reach': 1, 'medscan': 1, 'trrust': 1}"
IRF1,PSMB9,DecreaseAmount,,0.6161671830468718,2,-0.7327445,0.021741020407979,19522236860615853,"{'reach': 1, 'pc': 1}"
IRF1,PSMB8,IncreaseAmount,,0.46059139028514173,3,-0.47529554,0.0152603052899011,18707324691429306,"{'sparser': 1, 'reach': 2}"
IRF1,PSMB8,DecreaseAmount,,0.6309317981560123,2,-0.47529554,0.0152603052899011,11104038470511001,{'pc': 2}
IRF1,PSME2,DecreaseAmount,,0.6301266297471854,1,-0.41694582,0.0085120505254737,8989944729458469,{'pc': 1}
IRF1,PTMA,DecreaseAmount,,0.6309317981560123,2,-0.122388385,0.0068121571202687,-31477216841073156,{'pc': 2}
CREB1,SRGN,IncreaseAmount,,0.47153156304100474,2,0.23173778,0.001499176784331,-14933117677692304,{'reach': 2}
CREB1,USP48,DecreaseAmount,,0.6345644251132193,4,0.42720142,0.0048667778866792,-627071967554929,{'pc': 4}
CREB1,SREBF2,DecreaseAmount,,0.6345644251132193,7,0.67354107,0.0116917169962256,-18238562060126663,{'pc': 7}
CREB1,DGUOK,DecreaseAmount,,0.6301266297471854,1,0.44724166,0.0130387663720282,-3127344724558144,{'pc': 1}
CREB1,ACOT7,IncreaseAmount,,0.48445268803510766,1,0.372395,0.0135348515487436,-20203319306983949,{'reach': 1}
CREB1,METTL5,IncreaseAmount,,0.5028536023408147,3,0.487173,0.021475307624707,24652154872052969,{'reach': 3}
CREB1,RBM15B,DecreaseAmount,,0.6301266297471854,1,0.93461627,0.023337771283891,35889112422762560,{'pc': 1}
CREB1,PKM,IncreaseAmount,,0.5636227385041422,2,0.21393381,0.0256476235255784,2677180040847482,{'signor': 2}
CREB1,SPAG9,DecreaseAmount,,0.6345644251132193,5,0.4160189,0.0267243598058408,-8748344110677828,{'pc': 5}
CREB1,ATF4,IncreaseAmount,,0.6752507823162224,8,0.27738303,0.0442104940624914,-24178570552922589,"{'medscan': 7, 'reach': 1}"
CREB1,COX8A,DecreaseAmount,,0.6301266297471854,1,0.16714917,0.0442918698661975,8967791611839413,{'pc': 1}
CREB1,PRNP,IncreaseAmount,,0.47153156304100474,2,-0.4410437,0.0360549427874005,24782499894142897,{'reach': 2}
CREB1,CALM2,DecreaseAmount,,0.6345644251132193,3,-0.14880651,0.0332450174530837,-16336780395805580,{'pc': 3}
CREB1,AKIRIN1,DecreaseAmount,,0.6345644251132193,6,-0.5594538,0.0283702364926907,9599109710107349,{'pc': 6}
CREB1,SLC38A2,DecreaseAmount,,0.6301266297471854,1,-0.39090374,0.0236995539531268,20295662452894525,{'pc': 1}
CREB1,RIPOR1,DecreaseAmount,,0.6345644251132193,6,-0.80884266,0.0189181684573049,8067621323817032,{'pc': 6}
CREB1,SSNA1,DecreaseAmount,,0.6301266297471854,1,-0.49340883,0.008243829605242,8657830668785404,{'pc': 1}
CREB1,TPT1,DecreaseAmount,,0.6345644251132193,3,-0.091309085,0.006186914939152,8207113981070622,{'pc': 3}
CREB1,RAB1A,DecreaseAmount,,0.6301266297471854,1,-0.5340898,0.0028892539672896,9803195560803070,{'pc': 1}
QPCT,SHC1,DecreaseAmount,,0.4684848027297138,2,-0.30885786,0.0484229547066114,-32746729722869568,{'reach': 2}
KPNA2,ICAM1,IncreaseAmount,,0.6607745608925089,4,0.8083568,0.0162467947161725,24888828991126259,"{'reach': 3, 'medscan': 1}"
TRIM47,HMGB1,IncreaseAmount,,0.48445268803510766,1,0.18999273,0.0300966474695175,15704793497510585,{'reach': 1}
PMAIP1,TIMP1,IncreaseAmount,,0.49869444765970106,5,0.28804696,0.0106684119349587,16919152764659831,{'sparser': 5}
PMAIP1,HLA-B,IncreaseAmount,,0.45837692893082216,1,0.16208696,0.0218407539785399,-29075749620688284,{'sparser': 1}
PMAIP1,USP9X,DecreaseAmount,,0.6324007949925685,1,-0.55212045,0.0284456280485069,-18504501201442166,{'medscan': 1}
CDCA2,MTOR,IncreaseAmount,,0.47153156304100474,2,0.71994215,0.0287907520514699,24021185609823039,{'reach': 2}
FLI1,SIGIRR,IncreaseAmount,,0.48445268803510766,1,0.46240264,0.0079875452868803,-1980767753195559,{'reach': 1}
FLI1,CD99,IncreaseAmount,,0.47153156304100474,2,-0.10899077,0.0474090205372784,-9549765142351394,{'reach': 2}
FLI1,PHLDA1,DecreaseAmount,,0.5169140975795858,2,-0.7174093,0.0450820900791216,13649429296878400,"{'reach': 1, 'trrust': 1}"
FLI1,PECAM1,IncreaseAmount,,0.48445268803510766,1,-0.37034708,0.0394672355326117,13520592786228501,{'reach': 1}
FLI1,JAK1,DecreaseAmount,,0.47385749870081684,1,-0.31356797,0.0299590336971604,34053681549100722,{'reach': 1}
FLI1,SMAD5,DecreaseAmount,,0.47385749870081684,1,-0.46360576,0.0177634565891165,28747601389756686,{'reach': 1}
FLI1,CAV1,DecreaseAmount,,0.6324007949925685,1,-0.21794005,0.0033872025537661,25286597317839449,{'medscan': 1}
FLI1,SMAD1,DecreaseAmount,,0.47385749870081684,1,-1.0614545,9.267141942312028e-05,27993978829649824,{'reach': 1}
TYRO3,BAX,DecreaseAmount,,0.47385749870081684,1,-0.21892014,0.0278602720314031,-26558136108450286,{'reach': 1}
UIMC1,TP53,DecreaseAmount,,0.6324007949925685,1,0.61851144,0.0349120690512617,-23377555296321968,{'medscan': 1}
VWF,SERPINE1,DecreaseAmount,,0.4684848027297138,2,0.20808381,0.0244273273189866,15165929174030568,{'reach': 2}
VWF,NEU1,IncreaseAmount,,0.48445268803510766,1,-0.9035391,0.0475940067139432,26923259892072519,{'reach': 1}
IRF3,STK4,IncreaseAmount,,0.48445268803510766,1,0.59664863,0.0131672968139664,-9177470593652533,{'reach': 1}
IRF3,STK4,IncreaseAmount,,0.5256427349609928,3,0.59664863,0.0131672968139664,-16308972873831534,{'reach': 3}
IRF3,BAX,IncreaseAmount,,0.48445268803510766,1,0.26807955,0.0274902296661712,28464591066250100,{'reach': 1}
IRF3,BST2,IncreaseAmount,,0.47153156304100474,2,0.21639295,0.027520903759458,-8641752285629770,{'reach': 2}
IRF3,JUN,DecreaseAmount,,0.47385749870081684,1,0.42041352,0.0308934083139893,35034438057217423,{'reach': 1}
UGGT1,CALR,DecreaseAmount,,0.6324007949925685,1,0.8130566,2.7616640781788257e-19,26397078090668819,{'medscan': 1}
UGGT1,HSPA5,DecreaseAmount,,0.47385749870081684,1,0.60708374,5.172430491664529e-07,-20805328114483876,{'reach': 1}
UGGT1,PSAP,DecreaseAmount,,0.6882881318431928,4,-0.24515034,0.0429322698941704,-12659277065460649,{'medscan': 4}
AGER,HSPA5,IncreaseAmount,,0.48445268803510766,1,-0.2459832,0.023685890116451,26610512919860164,{'reach': 1}
AGER,BAX,DecreaseAmount,,0.47385749870081684,1,-0.2845951,0.023645491471094,-33661296829483881,{'reach': 1}
AGER,BAX,IncreaseAmount,,0.47153156304100474,1,-0.2845951,0.023645491471094,27681774411630217,{'reach': 1}
AGER,BAX,IncreaseAmount,,0.48445268803510766,1,-0.2845951,0.023645491471094,5567551378377045,{'reach': 1}
AGER,BAX,DecreaseAmount,,0.4684848027297138,1,-0.2845951,0.023645491471094,34035997454161602,{'reach': 1}
STAT5A,ASXL1,DecreaseAmount,,0.6309317981560123,2,0.57049686,0.0016788142289661,-914610659207698,{'pc': 2}
STAT5A,SETD7,DecreaseAmount,,0.6301266297471854,1,0.8322059,0.0060794559752613,23456763867010910,{'pc': 1}
STAT5A,TINAGL1,DecreaseAmount,,0.6301266297471854,1,0.31805572,0.006490911911771,3014550904205590,{'pc': 1}
STAT5A,CALR,DecreaseAmount,,0.6301266297471854,1,0.2123449,0.0146810634166021,-34499763071122867,{'pc': 1}
STAT5A,APBB2,DecreaseAmount,,0.6301266297471854,1,0.7019776,0.023404352891188,13294546085432961,{'pc': 1}
STAT5A,PLS3,DecreaseAmount,,0.6301266297471854,1,0.28458688,0.0478989787182687,-20361085189617868,{'pc': 1}
STAT5A,FLI1,DecreaseAmount,,0.6301266297471854,1,0.54763675,0.049614876732086,-10382563037164342,{'pc': 1}
STAT5A,GJA1,IncreaseAmount,,0.5028536023408147,3,-0.48234236,0.0456968161602854,-17480513911814653,{'reach': 3}
STAT5A,LETM2,DecreaseAmount,,0.6301266297471854,1,-0.69545716,0.02423814282829,-35325973012848873,{'pc': 1}
